,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2,RSPM_PM10,SO2,SPM,SO2_MOM_diff,month_number_diff,NO2_MOM_diff,RSPM_PM10_MOM_diff,SPM_MOM_diff
3105,Nagpur,Residential,20030060,2003,6,11.0,,6.0,204.0,0.0,1.0,-2.0,,-40.0
3106,Nagpur,Residential,20030070,2003,7,14.0,,6.0,109.0,0.0,1.0,3.0,,-95.0
3107,Nagpur,Residential,20030080,2003,8,8.0,,6.0,40.0,0.0,1.0,-6.0,,-69.0
3108,Nagpur,Residential,20030090,2003,9,14.0,,6.0,125.0,0.0,1.0,6.0,,85.0
3109,Nagpur,Residential,20030100,2003,10,20.5,,6.0,147.0,0.0,1.0,6.5,,22.0
3110,Nagpur,Residential,20030110,2003,11,24.5,,6.0,158.0,0.0,1.0,4.0,,11.0
3111,Nagpur,Residential,20030120,2003,12,25.0,,6.0,156.0,0.0,1.0,0.5,,-2.0
3112,Nagpur,Residential,20040010,2004,1,17.5,61.0,9.9,221.7,3.9000000000000004,-11.0,-7.5,,65.69999999999999
3113,Nagpur,Residential,20040020,2004,2,16.9,58.0,9.15,209.8,-0.75,1.0,-0.6000000000000014,-3.0,-11.899999999999977
3114,Nagpur,Residential,20040030,2004,3,17.1,52.7,9.2,207.0,0.049999999999998934,1.0,0.20000000000000284,-5.299999999999997,-2.8000000000000114
3115,Nagpur,Residential,20040040,2004,4,16.7,41.3,9.1,178.7,-0.09999999999999964,1.0,-0.40000000000000213,-11.400000000000006,-28.30000000000001
3116,Nagpur,Residential,20040050,2004,5,16.8,41.0,9.0,181.7,-0.09999999999999964,1.0,0.10000000000000142,-0.29999999999999716,3.0
3117,Nagpur,Residential,20040060,2004,6,16.35,38.0,8.600000000000001,172.15,-0.3999999999999986,1.0,-0.4499999999999993,-3.0,-9.549999999999983
3118,Nagpur,Residential,20040070,2004,7,15.0,34.0,8.1,147.5,-0.5000000000000018,1.0,-1.3500000000000014,-4.0,-24.650000000000006
3119,Nagpur,Residential,20040080,2004,8,18.1,44.65,8.7,189.65,0.5999999999999996,1.0,3.1000000000000014,10.649999999999999,42.150000000000006
3120,Nagpur,Residential,20040090,2004,9,18.7,44.5,9.0,186.0,0.3000000000000007,1.0,0.5999999999999979,-0.14999999999999858,-3.6500000000000057
3121,Nagpur,Residential,20040100,2004,10,19.8,55.7,8.8,205.7,-0.1999999999999993,1.0,1.1000000000000014,11.200000000000003,19.69999999999999
3122,Nagpur,Residential,20040110,2004,11,22.6,72.0,9.0,243.0,0.1999999999999993,1.0,2.8000000000000007,16.299999999999997,37.30000000000001
3123,Nagpur,Residential,20040120,2004,12,38.5,74.5,9.3,248.0,0.3000000000000007,1.0,15.899999999999999,2.5,5.0
3124,Nagpur,Residential,20050010,2005,1,27.25,66.0,9.1,220.0,-0.20000000000000107,-11.0,-11.25,-8.5,-28.0
3125,Nagpur,Residential,20050020,2005,2,20.4,58.0,8.5,193.0,-0.5999999999999996,1.0,-6.850000000000001,-8.0,-27.0
3126,Nagpur,Residential,20050030,2005,3,22.75,72.0,9.75,201.0,1.25,1.0,2.3500000000000014,14.0,8.0
3127,Nagpur,Residential,20050040,2005,4,19.8,44.0,9.0,174.0,-0.75,1.0,-2.9499999999999993,-28.0,-27.0
3128,Nagpur,Residential,20050050,2005,5,26.8,49.0,9.05,211.5,0.05000000000000071,1.0,7.0,5.0,37.5
3129,Nagpur,Residential,20050060,2005,6,27.5,59.5,9.399999999999999,200.0,0.34999999999999787,1.0,0.6999999999999993,10.5,-11.5
3130,Nagpur,Residential,20050070,2005,7,30.7,38.0,9.8,212.0,0.40000000000000213,1.0,3.1999999999999993,-21.5,12.0
3131,Nagpur,Residential,20050080,2005,8,26.8,33.5,9.1,188.0,-0.7000000000000011,1.0,-3.8999999999999986,-4.5,-24.0
3132,Nagpur,Residential,20050090,2005,9,32.7,60.0,9.1,221.0,0.0,1.0,5.900000000000002,26.5,33.0
3133,Nagpur,Residential,20050100,2005,10,26.45,43.0,8.65,180.0,-0.4499999999999993,1.0,-6.2500000000000036,-17.0,-41.0
3134,Nagpur,Residential,20050110,2005,11,24.7,56.0,9.3,187.0,0.6500000000000004,1.0,-1.75,13.0,7.0
3135,Nagpur,Residential,20050120,2005,12,29.85,88.0,9.75,253.0,0.4499999999999993,1.0,5.150000000000002,32.0,66.0
3136,Nagpur,Residential,20060010,2006,1,28.049999999999997,54.0,9.1,184.0,-0.6500000000000004,-11.0,-1.8000000000000043,-34.0,-69.0
3137,Nagpur,Residential,20060020,2006,2,32.3,45.5,9.7,175.0,0.5999999999999996,1.0,4.25,-8.5,-9.0
3138,Nagpur,Residential,20060030,2006,3,28.0,42.0,9.2,175.0,-0.5,1.0,-4.299999999999997,-3.5,0.0
3139,Nagpur,Residential,20060040,2006,4,28.549999999999997,42.0,9.6,147.0,0.40000000000000036,1.0,0.5499999999999972,0.0,-28.0
3140,Nagpur,Residential,20060050,2006,5,25.4,40.0,9.8,159.0,0.20000000000000107,1.0,-3.1499999999999986,-2.0,12.0
3141,Nagpur,Residential,20060060,2006,6,27.200000000000003,28.5,9.6,147.5,-0.20000000000000107,1.0,1.8000000000000043,-11.5,-11.5
3142,Nagpur,Residential,20060070,2006,7,23.75,28.0,8.850000000000001,153.0,-0.7499999999999982,1.0,-3.450000000000003,-0.5,5.5
3143,Nagpur,Residential,20060080,2006,8,26.6,31.5,9.3,158.5,0.4499999999999993,1.0,2.8500000000000014,3.5,5.5
3144,Nagpur,Residential,20060090,2006,9,37.25,39.5,10.4,169.5,1.0999999999999996,1.0,10.649999999999999,8.0,11.0
3145,Nagpur,Residential,20060100,2006,10,33.85,56.0,12.0,189.0,1.5999999999999996,1.0,-3.3999999999999986,16.5,19.5
3146,Nagpur,Residential,20060110,2006,11,30.05,61.0,10.3,178.0,-1.6999999999999993,1.0,-3.8000000000000007,5.0,-11.0
3147,Nagpur,Residential,20060120,2006,12,30.4,96.0,10.8,217.5,0.5,1.0,0.34999999999999787,35.0,39.5
3148,Nagpur,Residential,20070010,2007,1,23.7,135.0,9.8,224.0,-1.0,-11.0,-6.699999999999999,39.0,6.5
3149,Nagpur,Residential,20070020,2007,2,30.4,75.0,9.8,182.0,0.0,1.0,6.699999999999999,-60.0,-42.0
3150,Nagpur,Residential,20070030,2007,3,26.8,82.0,10.0,192.5,0.1999999999999993,1.0,-3.599999999999998,7.0,10.5
3151,Nagpur,Residential,20070040,2007,4,24.6,74.0,10.0,169.0,0.0,1.0,-2.1999999999999993,-8.0,-23.5
3152,Nagpur,Residential,20070050,2007,5,21.25,81.0,9.1,169.0,-0.9000000000000004,1.0,-3.3500000000000014,7.0,0.0
3153,Nagpur,Residential,20070060,2007,6,18.45,43.0,7.3,148.5,-1.7999999999999998,1.0,-2.8000000000000007,-38.0,-20.5
3154,Nagpur,Residential,20070070,2007,7,19.9,98.5,7.6,191.5,0.2999999999999998,1.0,1.4499999999999993,55.5,43.0
3155,Nagpur,Residential,20070080,2007,8,16.8,65.0,7.5,166.0,-0.09999999999999964,1.0,-3.099999999999998,-33.5,-25.5
3156,Nagpur,Residential,20070090,2007,9,17.8,81.0,7.300000000000001,155.0,-0.1999999999999993,1.0,1.0,16.0,-11.0
3157,Nagpur,Residential,20070100,2007,10,25.8,119.5,8.8,217.0,1.5,1.0,8.0,38.5,62.0
3158,Nagpur,Residential,20070110,2007,11,29.8,132.0,8.5,228.0,-0.3000000000000007,1.0,4.0,12.5,11.0
3159,Nagpur,Residential,20070120,2007,12,29.2,113.5,8.1,239.5,-0.40000000000000036,1.0,-0.6000000000000014,-18.5,11.5
3160,Nagpur,Residential,20080010,2008,1,28.6,109.0,9.1,202.5,1.0,-11.0,-0.5999999999999979,-4.5,-37.0
3161,Nagpur,Residential,20080020,2008,2,26.15,105.0,9.1,205.0,0.0,1.0,-2.450000000000003,-4.0,2.5
3162,Nagpur,Residential,20080030,2008,3,22.950000000000003,90.5,9.0,183.5,-0.09999999999999964,1.0,-3.1999999999999957,-14.5,-21.5
3163,Nagpur,Residential,20080040,2008,4,24.95,105.5,9.25,197.5,0.25,1.0,1.9999999999999964,15.0,14.0
3164,Nagpur,Residential,20080050,2008,5,26.65,104.5,8.45,176.5,-0.8000000000000007,1.0,1.6999999999999993,-1.0,-21.0
3165,Nagpur,Residential,20080060,2008,6,27.4,92.0,8.8,147.0,0.3500000000000014,1.0,0.75,-12.5,-29.5
3166,Nagpur,Residential,20080070,2008,7,28.65,70.0,8.7,125.5,-0.10000000000000142,1.0,1.25,-22.0,-21.5
3167,Nagpur,Residential,20080080,2008,8,31.7,59.0,8.8,122.0,0.10000000000000142,1.0,3.0500000000000007,-11.0,-3.5
3168,Nagpur,Residential,20080090,2008,9,33.3,51.0,9.2,115.0,0.3999999999999986,1.0,1.5999999999999979,-8.0,-7.0
3169,Nagpur,Residential,20080100,2008,10,51.8,76.0,8.4,143.5,-0.7999999999999989,1.0,18.5,25.0,28.5
3170,Nagpur,Residential,20080110,2008,11,27.2,67.0,6.95,178.0,-1.4500000000000002,1.0,-24.599999999999998,-9.0,34.5
3171,Nagpur,Residential,20080120,2008,12,38.2,104.0,8.9,175.0,1.9500000000000002,1.0,11.000000000000004,37.0,-3.0
3172,Nagpur,Residential,20090010,2009,1,32.5,86.0,9.65,171.0,0.75,-11.0,-5.700000000000003,-18.0,-4.0
3173,Nagpur,Residential,20090020,2009,2,33.2,104.0,10.0,175.0,0.34999999999999964,1.0,0.7000000000000028,18.0,4.0
3174,Nagpur,Residential,20090030,2009,3,33.65,92.0,9.4,149.0,-0.5999999999999996,1.0,0.44999999999999574,-12.0,-26.0
3175,Nagpur,Residential,20090040,2009,4,31.8,97.5,9.2,163.0,-0.20000000000000107,1.0,-1.8499999999999979,5.5,14.0
3176,Nagpur,Residential,20090050,2009,5,30.2,88.0,8.85,153.0,-0.34999999999999964,1.0,-1.6000000000000014,-9.5,-10.0
3177,Nagpur,Residential,20090060,2009,6,30.25,64.0,8.8,129.0,-0.049999999999998934,1.0,0.05000000000000071,-24.0,-24.0
3178,Nagpur,Residential,20090070,2009,7,27.25,44.5,8.8,82.0,0.0,1.0,-3.0,-19.5,-47.0
3179,Nagpur,Residential,20090080,2009,8,27.15,61.0,8.5,84.0,-0.3000000000000007,1.0,-0.10000000000000142,16.5,2.0
3180,Nagpur,Residential,20090090,2009,9,27.0,55.0,9.55,112.0,1.0500000000000007,1.0,-0.14999999999999858,-6.0,28.0
3181,Nagpur,Residential,20090100,2009,10,32.0,89.0,10.0,122.0,0.4499999999999993,1.0,5.0,34.0,10.0
3182,Nagpur,Residential,20090110,2009,11,35.1,79.0,9.85,135.0,-0.15000000000000036,1.0,3.1000000000000014,-10.0,13.0
3183,Nagpur,Residential,20090120,2009,12,33.15,135.5,10.35,165.0,0.5,1.0,-1.9500000000000028,56.5,30.0
3184,Nagpur,Residential,20100010,2010,1,41.0,112.0,10.0,146.0,-0.34999999999999964,-11.0,7.850000000000001,-23.5,-19.0
3185,Nagpur,Residential,20100020,2010,2,34.0,103.0,8.9166666665,122.0,-1.0833333335000006,1.0,-7.0,-9.0,-24.0
3186,Nagpur,Residential,20100030,2010,3,30.5,96.66666666500001,3.0,161.0,-5.916666666499999,1.0,-3.5,-6.333333334999992,39.0
3187,Nagpur,Residential,20100040,2010,4,30.0,86.5,8.0,126.0,5.0,1.0,-0.5,-10.166666665000008,-35.0
3188,Nagpur,Residential,20100050,2010,5,28.0,132.0,8.0,179.0,0.0,1.0,-2.0,45.5,53.0
3189,Nagpur,Residential,20100060,2010,6,21.83333333,70.0,3.0,115.83333335,-5.0,1.0,-6.1666666700000015,-62.0,-63.166666649999996
3190,Nagpur,Residential,20100070,2010,7,29.0,87.5,9.0,121.33333329999999,6.0,1.0,7.1666666700000015,17.5,5.499999949999989
3191,Nagpur,Residential,20100080,2010,8,25.41666667,67.0,2.5,113.83333335,-6.5,1.0,-3.5833333299999985,-20.5,-7.499999949999989
3192,Nagpur,Residential,20100090,2010,9,31.0,86.0,4.166666667,133.0,1.6666666670000003,1.0,5.5833333299999985,19.0,19.166666649999996
3193,Nagpur,Residential,20100100,2010,10,32.0,105.0,2.25,174.0,-1.9166666670000003,1.0,1.0,19.0,41.0
3194,Nagpur,Residential,20100110,2010,11,31.708333335,94.5,3.5,153.0,1.25,1.0,-0.29166666500000105,-10.5,-21.0
3195,Nagpur,Residential,20100120,2010,12,35.0,122.5,9.5,145.0,6.0,1.0,3.291666665000001,28.0,-8.0
3196,Nagpur,Residential,20110010,2011,1,39.0,111.0,10.0,,0.5,-11.0,4.0,-11.5,
3197,Nagpur,Residential,20110020,2011,2,35.0,94.0,5.0,,-5.0,1.0,-4.0,-17.0,
3198,Nagpur,Residential,20110030,2011,3,35.0,96.0,8.0,,3.0,1.0,0.0,2.0,
3199,Nagpur,Residential,20110040,2011,4,32.0,78.0,8.0,,0.0,1.0,-3.0,-18.0,
3200,Nagpur,Residential,20110050,2011,5,28.0,82.0,8.0,,0.0,1.0,-4.0,4.0,
3201,Nagpur,Residential,20110060,2011,6,25.0,62.0,8.0,,0.0,1.0,-3.0,-20.0,
3202,Nagpur,Residential,20110070,2011,7,27.0,64.0,6.0,,-2.0,1.0,2.0,2.0,
3203,Nagpur,Residential,20110080,2011,8,26.0,64.0,9.0,,3.0,1.0,-1.0,0.0,
3204,Nagpur,Residential,20110090,2011,9,30.0,81.0,5.0,,-4.0,1.0,4.0,17.0,
3205,Nagpur,Residential,20110100,2011,10,38.0,109.0,8.5,,3.5,1.0,8.0,28.0,
3206,Nagpur,Residential,20110110,2011,11,40.5,106.5,10.0,,1.5,1.0,2.5,-2.5,
3207,Nagpur,Residential,20110120,2011,12,33.5,103.5,9.0,,-1.0,1.0,-7.0,-3.0,
3208,Nagpur,Residential,20120010,2012,1,33.0,79.0,10.0,,1.0,-11.0,-0.5,-24.5,
3209,Nagpur,Residential,20120020,2012,2,31.5,93.5,10.0,,0.0,1.0,-1.5,14.5,
3210,Nagpur,Residential,20120030,2012,3,31.0,74.0,10.0,,0.0,1.0,-0.5,-19.5,
3211,Nagpur,Residential,20120040,2012,4,27.0,89.0,10.0,,0.0,1.0,-4.0,15.0,
3212,Nagpur,Residential,20120050,2012,5,26.0,63.0,9.0,,-1.0,1.0,-1.0,-26.0,
3213,Nagpur,Residential,20120060,2012,6,30.0,70.0,9.0,,0.0,1.0,4.0,7.0,
3214,Nagpur,Residential,20120070,2012,7,32.5,55.0,10.0,,1.0,1.0,2.5,-15.0,
3215,Nagpur,Residential,20120080,2012,8,28.0,62.0,9.0,,-1.0,1.0,-4.5,7.0,
3216,Nagpur,Residential,20120090,2012,9,31.0,67.0,10.0,,1.0,1.0,3.0,5.0,
3217,Nagpur,Residential,20120100,2012,10,33.5,76.0,10.0,,0.0,1.0,2.5,9.0,
3218,Nagpur,Residential,20120110,2012,11,33.5,96.0,10.5,,0.5,1.0,0.0,20.0,
3219,Nagpur,Residential,20120120,2012,12,37.5,79.0,11.0,,0.5,1.0,4.0,-17.0,
3220,Nagpur,Residential,20130010,2013,1,29.0,63.0,10.0,,-1.0,-11.0,-8.5,-16.0,
3221,Nagpur,Residential,20130020,2013,2,29.0,74.0,10.0,,0.0,1.0,0.0,11.0,
3222,Nagpur,Residential,20130030,2013,3,29.0,69.5,10.0,,0.0,1.0,0.0,-4.5,
3223,Nagpur,Residential,20130040,2013,4,27.0,60.5,10.0,,0.0,1.0,-2.0,-9.0,
3224,Nagpur,Residential,20130050,2013,5,26.0,66.0,9.0,,-1.0,1.0,-1.0,5.5,
3225,Nagpur,Residential,20130060,2013,6,23.5,44.5,9.5,,0.5,1.0,-2.5,-21.5,
3226,Nagpur,Residential,20130070,2013,7,27.0,77.0,10.0,,0.5,1.0,3.5,32.5,
3227,Nagpur,Residential,20130080,2013,8,26.0,75.5,10.0,,0.0,1.0,-1.0,-1.5,
3228,Nagpur,Residential,20130090,2013,9,26.0,70.0,10.0,,0.0,1.0,0.0,-5.5,
3229,Nagpur,Residential,20130100,2013,10,25.5,75.5,9.5,,-0.5,1.0,-0.5,5.5,
3230,Nagpur,Residential,20130110,2013,11,27.5,75.0,10.0,,0.5,1.0,2.0,-0.5,
3231,Nagpur,Residential,20130120,2013,12,26.5,67.0,10.0,,0.0,1.0,-1.0,-8.0,
3232,Nagpur,Residential,20140010,2014,1,27.0,72.0,10.0,,0.0,-11.0,0.5,5.0,
3233,Nagpur,Residential,20140020,2014,2,27.0,67.0,10.0,,0.0,1.0,0.0,-5.0,
3234,Nagpur,Residential,20140030,2014,3,26.0,70.5,10.0,,0.0,1.0,-1.0,3.5,
3235,Nagpur,Residential,20140040,2014,4,25.0,76.0,9.0,,-1.0,1.0,-1.0,5.5,
3236,Nagpur,Residential,20140050,2014,5,29.0,77.0,10.0,,1.0,1.0,4.0,1.0,
3237,Nagpur,Residential,20140060,2014,6,24.0,76.0,9.0,,-1.0,1.0,-5.0,-1.0,
3238,Nagpur,Residential,20140070,2014,7,26.0,69.0,10.0,,1.0,1.0,2.0,-7.0,
3239,Nagpur,Residential,20140080,2014,8,23.0,61.0,9.0,,-1.0,1.0,-3.0,-8.0,
3240,Nagpur,Residential,20140090,2014,9,24.0,62.0,9.0,,0.0,1.0,1.0,1.0,
3241,Nagpur,Residential,20140100,2014,10,27.0,75.0,10.0,,1.0,1.0,3.0,13.0,
3242,Nagpur,Residential,20140110,2014,11,28.0,70.0,10.0,,0.0,1.0,1.0,-5.0,
3243,Nagpur,Residential,20140120,2014,12,31.0,65.0,10.0,,0.0,1.0,3.0,-5.0,
3244,Nagpur,Residential,20150010,2015,1,36.0,69.0,11.0,,1.0,-11.0,5.0,4.0,
3245,Nagpur,Residential,20150020,2015,2,32.0,74.0,10.0,,-1.0,1.0,-4.0,5.0,
3246,Nagpur,Residential,20150030,2015,3,34.5,63.0,11.0,,1.0,1.0,2.5,-11.0,
3247,Nagpur,Residential,20150040,2015,4,23.0,74.0,8.0,,-3.0,1.0,-11.5,11.0,
3248,Nagpur,Residential,20150050,2015,5,22.5,66.5,8.0,,0.0,1.0,-0.5,-7.5,
3249,Nagpur,Residential,20150060,2015,6,23.0,73.0,8.0,,0.0,1.0,0.5,6.5,
3250,Nagpur,Residential,20150070,2015,7,24.0,60.0,9.0,,1.0,1.0,1.0,-13.0,
3251,Nagpur,Residential,20150080,2015,8,24.0,54.0,8.0,,-1.0,1.0,0.0,-6.0,
3252,Nagpur,Residential,20150090,2015,9,27.0,56.0,9.0,,1.0,1.0,3.0,2.0,
3253,Nagpur,Residential,20150100,2015,10,28.0,53.0,10.0,,1.0,1.0,1.0,-3.0,
3254,Nagpur,Residential,20150110,2015,11,35.5,75.0,11.0,,1.0,1.0,7.5,22.0,
3255,Nagpur,Residential,20150120,2015,12,31.0,57.0,12.0,,1.0,1.0,-4.5,-18.0,
3256,Nanded,Industrial,20110010,2011,1,27.0,37.0,33.5,,,,,,
3257,Nanded,Industrial,20110020,2011,2,52.5,74.5,37.5,,4.0,1.0,25.5,37.5,
3258,Nanded,Industrial,20110030,2011,3,51.5,78.0,38.5,,1.0,1.0,-1.0,3.5,
3259,Nanded,Industrial,20110040,2011,4,28.5,49.5,33.0,,-5.5,1.0,-23.0,-28.5,
3260,Nanded,Industrial,20110050,2011,5,94.0,139.0,68.0,,35.0,1.0,65.5,89.5,
3261,Nanded,Industrial,20110060,2011,6,17.0,42.0,30.0,,-38.0,1.0,-77.0,-97.0,
3262,Nanded,Industrial,20110070,2011,7,4.0,3.5,6.5,,-23.5,1.0,-13.0,-38.5,
3263,Nanded,Industrial,20110080,2011,8,11.0,10.0,8.0,,1.5,1.0,7.0,6.5,
3264,Nanded,Industrial,20110090,2011,9,48.0,71.0,46.0,,38.0,1.0,37.0,61.0,
3265,Nanded,Industrial,20110100,2011,10,47.0,62.0,50.0,,4.0,1.0,-1.0,-9.0,
3266,Nanded,Industrial,20110110,2011,11,45.0,62.0,45.0,,-5.0,1.0,-2.0,0.0,
3267,Nanded,Industrial,20110120,2011,12,40.5,65.0,37.5,,-7.5,1.0,-4.5,3.0,
3268,Nanded,Industrial,20120010,2012,1,44.0,64.5,39.5,,2.0,-11.0,3.5,-0.5,
3269,Nanded,Industrial,20120020,2012,2,52.0,83.0,53.0,,13.5,1.0,8.0,18.5,
3270,Nanded,Industrial,20120030,2012,3,57.0,91.0,56.0,,3.0,1.0,5.0,8.0,
3271,Nanded,Industrial,20120040,2012,4,62.0,104.5,61.0,,5.0,1.0,5.0,13.5,
3272,Nanded,Industrial,20120050,2012,5,76.0,111.0,68.0,,7.0,1.0,14.0,6.5,
3273,Nanded,Industrial,20120060,2012,6,57.0,93.0,57.5,,-10.5,1.0,-19.0,-18.0,
3274,Nanded,Industrial,20120070,2012,7,9.0,18.0,8.0,,-49.5,1.0,-48.0,-75.0,
3275,Nanded,Industrial,20120080,2012,8,44.0,68.0,43.0,,35.0,1.0,35.0,50.0,
3276,Nanded,Industrial,20120090,2012,9,45.0,78.0,43.0,,0.0,1.0,1.0,10.0,
3277,Nanded,Industrial,20120100,2012,10,50.0,85.0,52.0,,9.0,1.0,5.0,7.0,
3278,Nanded,Industrial,20120110,2012,11,56.0,93.0,55.0,,3.0,1.0,6.0,8.0,
3279,Nanded,Industrial,20120120,2012,12,60.0,103.0,61.0,,6.0,1.0,4.0,10.0,
3280,Nanded,Industrial,20130010,2013,1,66.0,110.5,64.5,,3.5,-11.0,6.0,7.5,
3281,Nanded,Industrial,20130020,2013,2,71.0,115.0,68.0,,3.5,1.0,5.0,4.5,
3282,Nanded,Industrial,20130030,2013,3,75.0,119.0,68.0,,0.0,1.0,4.0,4.0,
3283,Nanded,Industrial,20130040,2013,4,80.5,123.5,68.0,,0.0,1.0,5.5,4.5,
3284,Nanded,Industrial,20130050,2013,5,87.5,133.0,68.0,,0.0,1.0,7.0,9.5,
3285,Nanded,Industrial,20130060,2013,6,9.0,20.5,18.0,,-50.0,1.0,-78.5,-112.5,
3286,Nanded,Industrial,20130070,2013,7,9.0,23.0,28.0,,10.0,1.0,0.0,2.5,
3287,Nanded,Industrial,20130080,2013,8,9.0,11.0,10.0,,-18.0,1.0,0.0,-12.0,
3288,Nanded,Industrial,20130090,2013,9,49.0,72.0,39.0,,29.0,1.0,40.0,61.0,
3289,Nanded,Industrial,20130100,2013,10,55.0,82.0,68.0,,29.0,1.0,6.0,10.0,
3290,Nanded,Industrial,20130110,2013,11,16.0,141.0,35.0,,-33.0,1.0,-39.0,59.0,
3291,Nanded,Industrial,20130120,2013,12,14.5,140.5,34.0,,-1.0,1.0,-1.5,-0.5,
3292,Nanded,Industrial,20140010,2014,1,67.5,113.5,67.0,,33.0,-11.0,53.0,-27.0,
3293,Nanded,Industrial,20140020,2014,2,71.0,126.0,68.0,,1.0,1.0,3.5,12.5,
3294,Nanded,Industrial,20140030,2014,3,66.0,116.0,66.0,,-2.0,1.0,-5.0,-10.0,
3295,Nanded,Industrial,20140040,2014,4,81.0,127.0,68.0,,2.0,1.0,15.0,11.0,
3296,Nanded,Industrial,20140050,2014,5,87.5,133.0,68.0,,0.0,1.0,6.5,6.0,
3297,Nanded,Industrial,20140060,2014,6,86.0,134.0,68.0,,0.0,1.0,-1.5,1.0,
3298,Nanded,Industrial,20140070,2014,7,86.0,134.0,68.0,,0.0,1.0,0.0,0.0,
3299,Nanded,Industrial,20140080,2014,8,85.0,177.0,68.0,,0.0,1.0,-1.0,43.0,
3300,Nanded,Industrial,20140090,2014,9,86.0,222.0,68.0,,0.0,1.0,1.0,45.0,
3301,Nanded,Industrial,20140100,2014,10,86.0,216.0,68.0,,0.0,1.0,0.0,-6.0,
3302,Nanded,Industrial,20140110,2014,11,86.0,214.0,68.0,,0.0,1.0,0.0,-2.0,
3303,Nanded,Industrial,20140120,2014,12,86.0,216.0,68.0,,0.0,1.0,0.0,2.0,
3304,Nanded,Industrial,20150010,2015,1,86.5,225.5,68.0,,0.0,-11.0,0.5,9.5,
3305,Nanded,Industrial,20150020,2015,2,86.5,223.5,68.0,,0.0,1.0,0.0,-2.0,
3306,Nanded,Industrial,20150030,2015,3,86.0,221.5,68.0,,0.0,1.0,-0.5,-2.0,
3307,Nanded,Industrial,20150040,2015,4,87.0,220.0,68.0,,0.0,1.0,1.0,-1.5,
3308,Nanded,Industrial,20150050,2015,5,88.0,220.0,68.0,,0.0,1.0,1.0,0.0,
3309,Nanded,Industrial,20150060,2015,6,88.0,222.5,68.0,,0.0,1.0,0.0,2.5,
3310,Nanded,Industrial,20150070,2015,7,88.0,216.0,68.0,,0.0,1.0,0.0,-6.5,
3311,Nanded,Industrial,20150080,2015,8,88.0,220.0,68.0,,0.0,1.0,0.0,4.0,
3312,Nanded,Industrial,20150090,2015,9,88.0,220.0,68.0,,0.0,1.0,0.0,0.0,
3313,Nanded,Industrial,20150100,2015,10,88.0,216.5,68.0,,0.0,1.0,0.0,-3.5,
3314,Nanded,Industrial,20150110,2015,11,88.0,220.0,68.0,,0.0,1.0,0.0,3.5,
3315,Nanded,Industrial,20150120,2015,12,88.0,221.0,68.0,,0.0,1.0,0.0,1.0,
3316,Nanded,Residential,20110010,2011,1,19.0,27.0,25.0,,,,,,
3317,Nanded,Residential,20110020,2011,2,18.0,14.0,12.0,,-13.0,1.0,-1.0,-13.0,
3318,Nanded,Residential,20110030,2011,3,17.0,16.0,15.0,,3.0,1.0,-1.0,2.0,
3319,Nanded,Residential,20110040,2011,4,18.5,25.5,18.0,,3.0,1.0,1.5,9.5,
3320,Nanded,Residential,20110050,2011,5,42.0,57.5,42.0,,24.0,1.0,23.5,32.0,
3321,Nanded,Residential,20110060,2011,6,10.0,7.0,7.5,,-34.5,1.0,-32.0,-50.5,
3322,Nanded,Residential,20110070,2011,7,13.0,13.0,12.0,,4.5,1.0,3.0,6.0,
3323,Nanded,Residential,20110080,2011,8,11.0,5.0,5.0,,-7.0,1.0,-2.0,-8.0,
3324,Nanded,Residential,20110090,2011,9,21.5,27.5,19.5,,14.5,1.0,10.5,22.5,
3325,Nanded,Residential,20110100,2011,10,25.0,38.0,26.0,,6.5,1.0,3.5,10.5,
3326,Nanded,Residential,20110110,2011,11,21.0,36.5,24.0,,-2.0,1.0,-4.0,-1.5,
3327,Nanded,Residential,20110120,2011,12,20.5,34.0,23.0,,-1.0,1.0,-0.5,-2.5,
3328,Nanded,Residential,20120010,2012,1,19.0,32.0,18.0,,-5.0,-11.0,-1.5,-2.0,
3329,Nanded,Residential,20120020,2012,2,22.0,50.0,20.0,,2.0,1.0,3.0,18.0,
3330,Nanded,Residential,20120030,2012,3,25.5,51.0,24.5,,4.5,1.0,3.5,1.0,
3331,Nanded,Residential,20120040,2012,4,22.0,37.0,22.0,,-2.5,1.0,-3.5,-14.0,
3332,Nanded,Residential,20120050,2012,5,29.0,57.0,28.0,,6.0,1.0,7.0,20.0,
3333,Nanded,Residential,20120060,2012,6,20.0,35.0,21.0,,-7.0,1.0,-9.0,-22.0,
3334,Nanded,Residential,20120070,2012,7,14.5,26.5,15.5,,-5.5,1.0,-5.5,-8.5,
3335,Nanded,Residential,20120080,2012,8,16.5,22.5,15.5,,0.0,1.0,2.0,-4.0,
3336,Nanded,Residential,20120090,2012,9,16.0,28.0,14.0,,-1.5,1.0,-0.5,5.5,
3337,Nanded,Residential,20120100,2012,10,21.0,42.5,23.5,,9.5,1.0,5.0,14.5,
3338,Nanded,Residential,20120110,2012,11,21.5,30.0,21.0,,-2.5,1.0,0.5,-12.5,
3339,Nanded,Residential,20120120,2012,12,22.0,36.0,23.0,,2.0,1.0,0.5,6.0,
3340,Nanded,Residential,20130010,2013,1,26.0,45.5,26.0,,3.0,-11.0,4.0,9.5,
3341,Nanded,Residential,20130020,2013,2,26.5,46.5,27.0,,1.0,1.0,0.5,1.0,
