,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2,RSPM_PM10,SO2,SPM,SO2_MOM_diff,month_number_diff,NO2_MOM_diff,RSPM_PM10_MOM_diff,SPM_MOM_diff
667,Chandrapur,Industrial,19980010,1998,1,50.1,,25.9,60.0,-8.600000000000001,-11.0,1.3000000000000043,,-7.0
668,Chandrapur,Industrial,19980020,1998,2,41.8,,68.0,135.0,42.1,1.0,-8.300000000000004,,75.0
669,Chandrapur,Industrial,19980030,1998,3,52.9,,68.0,194.0,0.0,1.0,11.100000000000001,,59.0
670,Chandrapur,Industrial,19980040,1998,4,48.9,,68.0,174.0,0.0,1.0,-4.0,,-20.0
671,Chandrapur,Industrial,19980050,1998,5,,,,148.0,,1.0,,,-26.0
672,Chandrapur,Industrial,19980060,1998,6,61.3,,68.0,154.0,,1.0,,,6.0
673,Chandrapur,Industrial,19980070,1998,7,36.9,,68.0,170.0,0.0,1.0,-24.4,,16.0
674,Chandrapur,Industrial,19980080,1998,8,51.0,,34.4,178.0,-33.6,1.0,14.100000000000001,,8.0
675,Chandrapur,Industrial,19980090,1998,9,51.1,,32.4,179.0,-2.0,1.0,0.10000000000000142,,1.0
676,Chandrapur,Industrial,19980100,1998,10,54.5,,32.2,184.0,-0.19999999999999574,1.0,3.3999999999999986,,5.0
677,Chandrapur,Industrial,19980110,1998,11,58.1,,38.4,183.0,6.199999999999996,1.0,3.6000000000000014,,-1.0
678,Chandrapur,Industrial,19980120,1998,12,54.7,,33.7,179.0,-4.699999999999996,1.0,-3.3999999999999986,,-4.0
679,Chandrapur,Industrial,19990010,1999,1,55.4,,38.5,179.0,4.799999999999997,-11.0,0.6999999999999957,,0.0
680,Chandrapur,Industrial,19990020,1999,2,55.9,,35.5,170.0,-3.0,1.0,0.5,,-9.0
681,Chandrapur,Industrial,19990030,1999,3,53.3,,36.7,179.0,1.2000000000000028,1.0,-2.6000000000000014,,9.0
682,Chandrapur,Industrial,19990050,1999,5,52.7,,32.8,130.0,,2.0,,,
683,Chandrapur,Industrial,19990060,1999,6,57.8,,35.3,175.0,2.5,1.0,5.099999999999994,,45.0
684,Chandrapur,Industrial,19990070,1999,7,56.1,,34.6,131.0,-0.6999999999999957,1.0,-1.6999999999999957,,-44.0
685,Chandrapur,Industrial,19990080,1999,8,54.0,,31.1,132.0,-3.5,1.0,-2.1000000000000014,,1.0
686,Chandrapur,Industrial,19990090,1999,9,54.0,,28.3,131.0,-2.8000000000000007,1.0,0.0,,-1.0
687,Chandrapur,Industrial,19990100,1999,10,53.3,,31.8,135.0,3.5,1.0,-0.7000000000000028,,4.0
688,Chandrapur,Industrial,19990110,1999,11,54.1,,32.0,96.0,0.1999999999999993,1.0,0.8000000000000043,,-39.0
689,Chandrapur,Industrial,19990120,1999,12,52.8,,30.1,253.0,-1.8999999999999986,1.0,-1.3000000000000043,,157.0
690,Chandrapur,Industrial,20000010,2000,1,53.8,,28.6,130.0,-1.5,-11.0,1.0,,-123.0
691,Chandrapur,Industrial,20000020,2000,2,52.1,,29.6,129.0,1.0,1.0,-1.6999999999999957,,-1.0
692,Chandrapur,Industrial,20000030,2000,3,52.3,,31.8,129.0,2.1999999999999993,1.0,0.19999999999999574,,0.0
693,Chandrapur,Industrial,20000040,2000,4,51.7,,29.2,129.0,-2.6000000000000014,1.0,-0.5999999999999943,,0.0
694,Chandrapur,Industrial,20000050,2000,5,53.0,,31.2,124.0,2.0,1.0,1.2999999999999972,,-5.0
695,Chandrapur,Industrial,20000060,2000,6,50.4,,31.0,131.0,-0.1999999999999993,1.0,-2.6000000000000014,,7.0
696,Chandrapur,Industrial,20000070,2000,7,54.4,,31.3,127.0,0.3000000000000007,1.0,4.0,,-4.0
697,Chandrapur,Industrial,20000080,2000,8,52.7,,31.6,132.0,0.3000000000000007,1.0,-1.6999999999999957,,5.0
698,Chandrapur,Industrial,20000090,2000,9,51.4,,30.4,185.0,-1.2000000000000028,1.0,-1.3000000000000043,,53.0
699,Chandrapur,Industrial,20000100,2000,10,52.2,,26.2,193.0,-4.199999999999999,1.0,0.8000000000000043,,8.0
700,Chandrapur,Industrial,20000110,2000,11,53.8,,30.7,198.0,4.5,1.0,1.5999999999999943,,5.0
701,Chandrapur,Industrial,20000120,2000,12,54.3,,33.3,186.0,2.599999999999998,1.0,0.5,,-12.0
702,Chandrapur,Industrial,20010010,2001,1,52.8,,31.4,185.0,-1.8999999999999986,-11.0,-1.5,,-1.0
703,Chandrapur,Industrial,20010020,2001,2,51.2,,28.9,204.0,-2.5,1.0,-1.5999999999999943,,19.0
704,Chandrapur,Industrial,20010090,2001,9,53.1,,27.5,138.0,,7.0,,,
705,Chandrapur,Industrial,20010100,2001,10,51.4,,24.8,169.0,-2.6999999999999993,1.0,-1.7000000000000028,,31.0
706,Chandrapur,Industrial,20010110,2001,11,52.0,,27.0,158.0,2.1999999999999993,1.0,0.6000000000000014,,-11.0
707,Chandrapur,Industrial,20010120,2001,12,53.5,,28.3,177.0,1.3000000000000007,1.0,1.5,,19.0
708,Chandrapur,Industrial,20020010,2002,1,52.1,,26.2,,-2.1000000000000014,-11.0,-1.3999999999999986,,
709,Chandrapur,Industrial,20020020,2002,2,52.0,,14.9,,-11.299999999999999,1.0,-0.10000000000000142,,
710,Chandrapur,Industrial,20020030,2002,3,52.3,,15.1,,0.1999999999999993,1.0,0.29999999999999716,,
711,Chandrapur,Industrial,20020040,2002,4,49.0,,16.4,,1.299999999999999,1.0,-3.299999999999997,,
712,Chandrapur,Industrial,20020050,2002,5,49.8,,15.8,,-0.5999999999999979,1.0,0.7999999999999972,,
713,Chandrapur,Industrial,20020060,2002,6,48.8,,14.9,,-0.9000000000000004,1.0,-1.0,,
714,Chandrapur,Industrial,20020070,2002,7,49.3,,13.3,,-1.5999999999999996,1.0,0.5,,
715,Chandrapur,Industrial,20020080,2002,8,39.1,,20.7,,7.399999999999999,1.0,-10.199999999999996,,
716,Chandrapur,Industrial,20020090,2002,9,27.5,,17.8,,-2.8999999999999986,1.0,-11.600000000000001,,
717,Chandrapur,Industrial,20020100,2002,10,28.2,,16.7,89.0,-1.1000000000000014,1.0,0.6999999999999993,,
718,Chandrapur,Industrial,20020110,2002,11,27.1,,15.7,97.0,-1.0,1.0,-1.0999999999999979,,8.0
719,Chandrapur,Industrial,20020120,2002,12,33.849999999999994,,16.55,236.0,0.8500000000000014,1.0,6.749999999999993,,139.0
720,Chandrapur,Industrial,20050010,2005,1,40.75,115.0,29.5,,12.95,-11.0,6.900000000000006,,
721,Chandrapur,Industrial,20050020,2005,2,40.8,94.0,30.2,182.0,0.6999999999999993,1.0,0.04999999999999716,-21.0,
722,Chandrapur,Industrial,20050030,2005,3,41.9,80.5,30.75,148.0,0.5500000000000007,1.0,1.1000000000000014,-13.5,-34.0
723,Chandrapur,Industrial,20050040,2005,4,45.7,141.5,32.7,253.5,1.9500000000000028,1.0,3.8000000000000043,61.0,105.5
724,Chandrapur,Industrial,20050050,2005,5,39.65,98.0,28.4,194.0,-4.300000000000004,1.0,-6.050000000000004,-43.5,-59.5
725,Chandrapur,Industrial,20050060,2005,6,37.4,66.0,26.0,162.0,-2.3999999999999986,1.0,-2.25,-32.0,-32.0
726,Chandrapur,Industrial,20050070,2005,7,35.5,113.0,25.3,201.0,-0.6999999999999993,1.0,-1.8999999999999986,47.0,39.0
727,Chandrapur,Industrial,20050080,2005,8,37.5,76.0,27.0,166.0,1.6999999999999993,1.0,2.0,-37.0,-35.0
728,Chandrapur,Industrial,20050090,2005,9,33.0,63.0,24.1,113.0,-2.8999999999999986,1.0,-4.5,-13.0,-53.0
729,Chandrapur,Industrial,20050100,2005,10,33.65,83.5,22.6,134.5,-1.5,1.0,0.6499999999999986,20.5,21.5
730,Chandrapur,Industrial,20050110,2005,11,34.7,87.0,24.3,124.5,1.6999999999999993,1.0,1.0500000000000043,3.5,-10.0
731,Chandrapur,Industrial,20050120,2005,12,37.35,105.0,28.85,182.0,4.550000000000001,1.0,2.6499999999999986,18.0,57.5
732,Chandrapur,Industrial,20060010,2006,1,36.3,87.0,25.7,126.5,-3.150000000000002,-11.0,-1.0500000000000043,-18.0,-55.5
733,Chandrapur,Industrial,20060020,2006,2,40.35,91.0,31.950000000000003,139.5,6.2500000000000036,1.0,4.050000000000004,4.0,13.0
734,Chandrapur,Industrial,20060030,2006,3,37.3,82.0,28.0,113.0,-3.950000000000003,1.0,-3.0500000000000043,-9.0,-26.5
735,Chandrapur,Industrial,20060040,2006,4,37.5,46.0,29.3,87.0,1.3000000000000007,1.0,0.20000000000000284,-36.0,-26.0
736,Chandrapur,Industrial,20060050,2006,5,39.1,69.5,30.4,125.5,1.0999999999999979,1.0,1.6000000000000014,23.5,38.5
737,Chandrapur,Industrial,20060060,2006,6,38.8,57.0,32.3,134.0,1.8999999999999986,1.0,-0.30000000000000426,-12.5,8.5
738,Chandrapur,Industrial,20060070,2006,7,42.4,104.5,34.5,142.0,2.200000000000003,1.0,3.6000000000000014,47.5,8.0
739,Chandrapur,Industrial,20060080,2006,8,43.7,96.0,31.7,141.5,-2.8000000000000007,1.0,1.3000000000000043,-8.5,-0.5
740,Chandrapur,Industrial,20060090,2006,9,39.3,86.0,34.3,114.0,2.599999999999998,1.0,-4.400000000000006,-10.0,-27.5
741,Chandrapur,Industrial,20060100,2006,10,40.85,86.5,30.0,120.0,-4.299999999999997,1.0,1.5500000000000043,0.5,6.0
742,Chandrapur,Industrial,20060110,2006,11,39.8,84.0,38.7,122.0,8.700000000000003,1.0,-1.0500000000000043,-2.5,2.0
743,Chandrapur,Industrial,20060120,2006,12,43.55,104.0,42.0,201.0,3.299999999999997,1.0,3.75,20.0,79.0
744,Chandrapur,Industrial,20070010,2007,1,41.0,225.0,44.3,267.0,2.299999999999997,-11.0,-2.549999999999997,121.0,66.0
745,Chandrapur,Industrial,20070020,2007,2,43.4,219.5,46.85,270.5,2.5500000000000043,1.0,2.3999999999999986,-5.5,3.5
746,Chandrapur,Industrial,20070030,2007,3,51.3,208.0,61.6,268.0,14.75,1.0,7.899999999999999,-11.5,-2.5
747,Chandrapur,Industrial,20070040,2007,4,49.4,180.5,62.2,215.5,0.6000000000000014,1.0,-1.8999999999999986,-27.5,-52.5
748,Chandrapur,Industrial,20070050,2007,5,45.7,138.0,48.25,184.0,-13.950000000000003,1.0,-3.6999999999999957,-42.5,-31.5
749,Chandrapur,Industrial,20070060,2007,6,53.7,83.0,44.2,175.0,-4.049999999999997,1.0,8.0,-55.0,-9.0
750,Chandrapur,Industrial,20070070,2007,7,43.8,74.0,33.7,128.0,-10.5,1.0,-9.900000000000006,-9.0,-47.0
751,Chandrapur,Industrial,20070080,2007,8,44.35,122.0,36.6,201.0,2.8999999999999986,1.0,0.5500000000000043,48.0,73.0
752,Chandrapur,Industrial,20070090,2007,9,43.7,60.0,27.6,112.0,-9.0,1.0,-0.6499999999999986,-62.0,-89.0
753,Chandrapur,Industrial,20070100,2007,10,44.0,116.0,30.0,184.0,2.3999999999999986,1.0,0.29999999999999716,56.0,72.0
754,Chandrapur,Industrial,20070110,2007,11,41.85,89.0,22.35,168.0,-7.649999999999999,1.0,-2.1499999999999986,-27.0,-16.0
755,Chandrapur,Industrial,20070120,2007,12,50.6,160.5,27.6,196.5,5.25,1.0,8.75,71.5,28.5
756,Chandrapur,Industrial,20080010,2008,1,54.5,141.0,34.05,246.5,6.449999999999996,-11.0,3.8999999999999986,-19.5,50.0
757,Chandrapur,Industrial,20080020,2008,2,59.8,145.0,37.5,188.0,3.450000000000003,1.0,5.299999999999997,4.0,-58.5
758,Chandrapur,Industrial,20080030,2008,3,59.65,121.5,40.45,167.5,2.950000000000003,1.0,-0.14999999999999858,-23.5,-20.5
759,Chandrapur,Industrial,20080040,2008,4,54.35,134.0,35.85,171.0,-4.600000000000001,1.0,-5.299999999999997,12.5,3.5
760,Chandrapur,Industrial,20080050,2008,5,61.5,181.0,30.0,287.0,-5.850000000000001,1.0,7.149999999999999,47.0,116.0
761,Chandrapur,Industrial,20080060,2008,6,53.2,167.0,30.8,187.0,0.8000000000000007,1.0,-8.299999999999997,-14.0,-100.0
762,Chandrapur,Industrial,20080070,2008,7,59.05,126.5,36.45,178.5,5.650000000000002,1.0,5.849999999999994,-40.5,-8.5
763,Chandrapur,Industrial,20080080,2008,8,56.2,162.0,37.35,207.5,0.8999999999999986,1.0,-2.8499999999999943,35.5,29.0
764,Chandrapur,Industrial,20080090,2008,9,61.8,108.0,50.8,169.0,13.449999999999996,1.0,5.599999999999994,-54.0,-38.5
765,Chandrapur,Industrial,20080100,2008,10,59.8,170.0,40.5,220.0,-10.299999999999997,1.0,-2.0,62.0,51.0
766,Chandrapur,Industrial,20080110,2008,11,63.5,138.0,36.7,165.0,-3.799999999999997,1.0,3.700000000000003,-32.0,-55.0
767,Chandrapur,Industrial,20080120,2008,12,48.5,128.0,30.5,181.0,-6.200000000000003,1.0,-15.0,-10.0,16.0
768,Chandrapur,Industrial,20090010,2009,1,39.75,111.5,26.3,131.5,-4.199999999999999,-11.0,-8.75,-16.5,-49.5
769,Chandrapur,Industrial,20090020,2009,2,41.0,104.5,24.9,172.0,-1.4000000000000021,1.0,1.25,-7.0,40.5
770,Chandrapur,Industrial,20090030,2009,3,45.0,56.0,33.0,117.0,8.100000000000001,1.0,4.0,-48.5,-55.0
771,Chandrapur,Industrial,20090040,2009,4,46.65,107.0,40.9,235.0,7.899999999999999,1.0,1.6499999999999986,51.0,118.0
772,Chandrapur,Industrial,20090050,2009,5,47.1,86.0,30.35,145.0,-10.549999999999997,1.0,0.45000000000000284,-21.0,-90.0
773,Chandrapur,Industrial,20090060,2009,6,38.35,135.0,47.5,279.5,17.15,1.0,-8.75,49.0,134.5
774,Chandrapur,Industrial,20090070,2009,7,15.55,118.0,16.15,423.0,-31.35,1.0,-22.8,-17.0,143.5
775,Chandrapur,Industrial,20090080,2009,8,17.0,80.0,35.2,234.0,19.050000000000004,1.0,1.4499999999999993,-38.0,-189.0
776,Chandrapur,Industrial,20090090,2009,9,20.5,116.0,30.8,387.0,-4.400000000000002,1.0,3.5,36.0,153.0
777,Chandrapur,Industrial,20090100,2009,10,33.0,182.0,68.0,498.0,37.2,1.0,12.5,66.0,111.0
778,Chandrapur,Industrial,20090110,2009,11,34.4,109.5,49.2,398.0,-18.799999999999997,1.0,1.3999999999999986,-72.5,-100.0
779,Chandrapur,Industrial,20090120,2009,12,36.7,164.0,68.0,467.0,18.799999999999997,1.0,2.3000000000000043,54.5,69.0
780,Chandrapur,Industrial,20100010,2010,1,28.0,143.5,28.0,344.0,-40.0,-11.0,-8.700000000000003,-20.5,-123.0
781,Chandrapur,Industrial,20100020,2010,2,18.5,116.5,32.0,327.0,4.0,1.0,-9.5,-27.0,-17.0
782,Chandrapur,Industrial,20100030,2010,3,28.0,192.0,28.0,504.0,-4.0,1.0,9.5,75.5,177.0
783,Chandrapur,Industrial,20100040,2010,4,19.5,141.0,34.5,433.5,6.5,1.0,-8.5,-51.0,-70.5
784,Chandrapur,Industrial,20100050,2010,5,16.0,169.5,21.0,449.0,-13.5,1.0,-3.5,28.5,15.5
785,Chandrapur,Industrial,20100060,2010,6,30.0,129.0,40.0,306.0,19.0,1.0,14.0,-40.5,-143.0
786,Chandrapur,Industrial,20100070,2010,7,15.5,102.5,10.0,310.5,-30.0,1.0,-14.5,-26.5,4.5
787,Chandrapur,Industrial,20100080,2010,8,16.0,76.0,9.0,241.0,-1.0,1.0,0.5,-26.5,-69.5
788,Chandrapur,Industrial,20100090,2010,9,19.5,109.0,14.5,296.0,5.5,1.0,3.5,33.0,55.0
789,Chandrapur,Industrial,20100100,2010,10,28.5,141.5,19.5,465.5,5.0,1.0,9.0,32.5,169.5
790,Chandrapur,Industrial,20100110,2010,11,25.0,151.5,15.0,381.5,-4.5,1.0,-3.5,10.0,-84.0
791,Chandrapur,Industrial,20100120,2010,12,26.0,194.0,10.0,410.5,-5.0,1.0,1.0,42.5,29.0
792,Chandrapur,Industrial,20110010,2011,1,28.5,172.5,18.0,,8.0,-11.0,2.5,-21.5,
793,Chandrapur,Industrial,20110020,2011,2,23.0,139.0,14.0,,-4.0,1.0,-5.5,-33.5,
794,Chandrapur,Industrial,20110030,2011,3,25.0,205.0,36.0,,22.0,1.0,2.0,66.0,
795,Chandrapur,Industrial,20110040,2011,4,32.0,158.0,44.0,,8.0,1.0,7.0,-47.0,
796,Chandrapur,Industrial,20110050,2011,5,23.0,204.5,29.5,,-14.5,1.0,-9.0,46.5,
797,Chandrapur,Industrial,20110060,2011,6,20.0,182.0,14.0,,-15.5,1.0,-3.0,-22.5,
798,Chandrapur,Industrial,20110070,2011,7,20.0,120.0,15.0,,1.0,1.0,0.0,-62.0,
799,Chandrapur,Industrial,20110080,2011,8,16.0,95.0,11.0,,-4.0,1.0,-4.0,-25.0,
800,Chandrapur,Industrial,20110090,2011,9,14.0,128.0,14.0,,3.0,1.0,-2.0,33.0,
801,Chandrapur,Industrial,20110100,2011,10,23.0,150.0,13.0,,-1.0,1.0,9.0,22.0,
802,Chandrapur,Industrial,20110110,2011,11,16.0,156.5,16.5,,3.5,1.0,-7.0,6.5,
803,Chandrapur,Industrial,20110120,2011,12,30.0,151.0,12.0,,-4.5,1.0,14.0,-5.5,
804,Chandrapur,Industrial,20120010,2012,1,26.5,84.0,11.0,,-1.0,-11.0,-3.5,-67.0,
805,Chandrapur,Industrial,20120020,2012,2,28.0,124.5,17.0,,6.0,1.0,1.5,40.5,
806,Chandrapur,Industrial,20120030,2012,3,21.0,115.0,8.0,,-9.0,1.0,-7.0,-9.5,
807,Chandrapur,Industrial,20120040,2012,4,13.0,151.5,8.5,,0.5,1.0,-8.0,36.5,
808,Chandrapur,Industrial,20120050,2012,5,13.0,114.5,6.0,,-2.5,1.0,0.0,-37.0,
809,Chandrapur,Industrial,20120060,2012,6,15.0,133.5,6.0,,0.0,1.0,2.0,19.0,
810,Chandrapur,Industrial,20120070,2012,7,20.0,105.0,8.0,,2.0,1.0,5.0,-28.5,
811,Chandrapur,Industrial,20120080,2012,8,13.0,130.0,6.5,,-1.5,1.0,-7.0,25.0,
812,Chandrapur,Industrial,20120090,2012,9,10.0,145.0,6.0,,-0.5,1.0,-3.0,15.0,
813,Chandrapur,Industrial,20120100,2012,10,8.0,139.0,7.0,,1.0,1.0,-2.0,-6.0,
814,Chandrapur,Industrial,20120110,2012,11,10.0,146.0,6.0,,-1.0,1.0,2.0,7.0,
815,Chandrapur,Industrial,20120120,2012,12,21.0,146.0,12.0,,6.0,1.0,11.0,0.0,
816,Chandrapur,Industrial,20130010,2013,1,16.5,81.0,5.0,,-7.0,-11.0,-4.5,-65.0,
817,Chandrapur,Industrial,20130020,2013,2,12.0,152.0,4.0,,-1.0,1.0,-4.5,71.0,
818,Chandrapur,Industrial,20130030,2013,3,16.5,78.0,13.0,,9.0,1.0,4.5,-74.0,
819,Chandrapur,Industrial,20130040,2013,4,13.0,88.0,13.0,,0.0,1.0,-3.5,10.0,
820,Chandrapur,Industrial,20130050,2013,5,14.0,148.5,14.0,,1.0,1.0,1.0,60.5,
821,Chandrapur,Industrial,20130060,2013,6,15.0,161.5,10.5,,-3.5,1.0,1.0,13.0,
822,Chandrapur,Industrial,20130070,2013,7,14.5,73.0,11.5,,1.0,1.0,-0.5,-88.5,
823,Chandrapur,Industrial,20130080,2013,8,12.5,53.5,13.5,,2.0,1.0,-2.0,-19.5,
824,Chandrapur,Industrial,20130090,2013,9,17.0,57.0,16.0,,2.5,1.0,4.5,3.5,
825,Chandrapur,Industrial,20130100,2013,10,27.0,114.0,4.0,,-12.0,1.0,10.0,57.0,
826,Chandrapur,Industrial,20130110,2013,11,32.5,100.5,5.0,,1.0,1.0,5.5,-13.5,
827,Chandrapur,Industrial,20130120,2013,12,22.0,87.0,6.0,,1.0,1.0,-10.5,-13.5,
828,Chandrapur,Industrial,20140010,2014,1,25.5,99.5,3.0,,-3.0,-11.0,3.5,12.5,
829,Chandrapur,Industrial,20140020,2014,2,27.0,129.0,4.0,,1.0,1.0,1.5,29.5,
830,Chandrapur,Industrial,20140030,2014,3,26.0,114.5,12.0,,8.0,1.0,-1.0,-14.5,
831,Chandrapur,Industrial,20140040,2014,4,20.5,167.0,10.0,,-2.0,1.0,-5.5,52.5,
832,Chandrapur,Industrial,20140050,2014,5,17.0,120.0,14.0,,4.0,1.0,-3.5,-47.0,
833,Chandrapur,Industrial,20140060,2014,6,24.5,80.0,10.0,,-4.0,1.0,7.5,-40.0,
834,Chandrapur,Industrial,20140070,2014,7,19.0,97.0,6.0,,-4.0,1.0,-5.5,17.0,
835,Chandrapur,Industrial,20140080,2014,8,20.0,113.0,8.0,,2.0,1.0,1.0,16.0,
836,Chandrapur,Industrial,20140090,2014,9,17.0,121.5,8.5,,0.5,1.0,-3.0,8.5,
837,Chandrapur,Industrial,20140100,2014,10,11.5,176.5,6.0,,-2.5,1.0,-5.5,55.0,
838,Chandrapur,Industrial,20140110,2014,11,14.5,132.5,6.0,,0.0,1.0,3.0,-44.0,
839,Chandrapur,Industrial,20140120,2014,12,22.0,78.0,8.0,,2.0,1.0,7.5,-54.5,
840,Chandrapur,Industrial,20150010,2015,1,16.5,66.0,5.5,,-2.5,-11.0,-5.5,-12.0,
841,Chandrapur,Industrial,20150020,2015,2,19.0,82.0,4.0,,-1.5,1.0,2.5,16.0,
842,Chandrapur,Industrial,20150030,2015,3,13.0,71.5,5.0,,1.0,1.0,-6.0,-10.5,
843,Chandrapur,Industrial,20150040,2015,4,14.0,91.0,4.0,,-1.0,1.0,1.0,19.5,
844,Chandrapur,Industrial,20150050,2015,5,11.0,74.0,4.0,,0.0,1.0,-3.0,-17.0,
845,Chandrapur,Industrial,20150060,2015,6,10.5,68.5,,,,1.0,-0.5,-5.5,
846,Chandrapur,Industrial,20150070,2015,7,19.0,45.0,4.0,,,1.0,8.5,-23.5,
847,Chandrapur,Industrial,20150080,2015,8,19.0,42.5,4.0,,0.0,1.0,0.0,-2.5,
848,Chandrapur,Industrial,20150090,2015,9,22.0,41.0,4.0,,0.0,1.0,3.0,-1.5,
849,Chandrapur,Industrial,20150100,2015,10,14.5,72.5,4.0,,0.0,1.0,-7.5,31.5,
850,Chandrapur,Industrial,20150110,2015,11,20.0,103.0,4.5,,0.5,1.0,5.5,30.5,
851,Chandrapur,Industrial,20150120,2015,12,18.0,73.0,3.0,,-1.5,1.0,-2.0,-30.0,
852,Chandrapur,Residential,19940040,1994,4,34.6,,13.9,190.0,,,,,
853,Chandrapur,Residential,19940050,1994,5,27.9,,13.9,228.0,0.0,1.0,-6.700000000000003,,38.0
854,Chandrapur,Residential,19940060,1994,6,34.9,,12.9,267.0,-1.0,1.0,7.0,,39.0
855,Chandrapur,Residential,19940070,1994,7,29.1,,13.7,140.0,0.7999999999999989,1.0,-5.799999999999997,,-127.0
856,Chandrapur,Residential,19940080,1994,8,,,,125.0,,1.0,,,-15.0
857,Chandrapur,Residential,19940090,1994,9,23.3,,14.4,244.0,,1.0,,,119.0
858,Chandrapur,Residential,19940110,1994,11,,,,141.0,,2.0,,,
859,Chandrapur,Residential,19940120,1994,12,55.3,,43.0,57.0,,1.0,,,-84.0
860,Chandrapur,Residential,19960010,1996,1,21.1,,21.6,129.0,-21.4,-11.0,-34.199999999999996,,72.0
861,Chandrapur,Residential,19960020,1996,2,18.9,,8.8,239.0,-12.8,1.0,-2.200000000000003,,110.0
862,Chandrapur,Residential,19960030,1996,3,21.3,,6.5,175.0,-2.3000000000000007,1.0,2.400000000000002,,-64.0
863,Chandrapur,Residential,19960040,1996,4,22.0,,6.0,102.0,-0.5,1.0,0.6999999999999993,,-73.0
864,Chandrapur,Residential,19960050,1996,5,38.5,,10.6,78.0,4.6,1.0,16.5,,-24.0
865,Chandrapur,Residential,19960060,1996,6,46.3,,14.0,98.0,3.4000000000000004,1.0,7.799999999999997,,20.0
866,Chandrapur,Residential,19960070,1996,7,43.1,,11.0,139.0,-3.0,1.0,-3.1999999999999957,,41.0
867,Chandrapur,Residential,19960080,1996,8,42.1,,9.9,53.0,-1.0999999999999996,1.0,-1.0,,-86.0
868,Chandrapur,Residential,19960090,1996,9,42.5,,13.0,65.0,3.0999999999999996,1.0,0.3999999999999986,,12.0
869,Chandrapur,Residential,19960100,1996,10,40.6,,11.0,78.0,-2.0,1.0,-1.8999999999999986,,13.0
870,Chandrapur,Residential,19960110,1996,11,29.5,,43.1,76.0,32.1,1.0,-11.100000000000001,,-2.0
871,Chandrapur,Residential,19960120,1996,12,51.9,,40.2,44.0,-2.8999999999999986,1.0,22.4,,-32.0
872,Chandrapur,Residential,19970010,1997,1,56.4,,41.4,67.0,1.1999999999999957,-11.0,4.5,,23.0
873,Chandrapur,Residential,19970020,1997,2,58.5,,36.1,96.0,-5.299999999999997,1.0,2.1000000000000014,,29.0
874,Chandrapur,Residential,19970030,1997,3,56.5,,36.1,171.0,0.0,1.0,-2.0,,75.0
875,Chandrapur,Residential,19970040,1997,4,56.0,,36.1,120.0,0.0,1.0,-0.5,,-51.0
876,Chandrapur,Residential,19970050,1997,5,55.9,,32.5,117.0,-3.6000000000000014,1.0,-0.10000000000000142,,-3.0
877,Chandrapur,Residential,19970060,1997,6,55.1,,31.1,117.0,-1.3999999999999986,1.0,-0.7999999999999972,,0.0
878,Chandrapur,Residential,19970070,1997,7,56.6,,30.4,120.0,-0.7000000000000028,1.0,1.5,,3.0
879,Chandrapur,Residential,19970080,1997,8,54.9,,33.8,124.0,3.3999999999999986,1.0,-1.7000000000000028,,4.0
880,Chandrapur,Residential,19970090,1997,9,58.0,,30.6,122.0,-3.1999999999999957,1.0,3.1000000000000014,,-2.0
881,Chandrapur,Residential,19970100,1997,10,56.5,,34.7,120.0,4.100000000000001,1.0,-1.5,,-2.0
882,Chandrapur,Residential,19970110,1997,11,51.8,,27.6,127.0,-7.100000000000001,1.0,-4.700000000000003,,7.0
883,Chandrapur,Residential,19970120,1997,12,48.2,,33.7,59.0,6.100000000000001,1.0,-3.5999999999999943,,-68.0
884,Chandrapur,Residential,19980010,1998,1,51.1,,30.3,61.0,-3.400000000000002,-11.0,2.8999999999999986,,2.0
885,Chandrapur,Residential,19980020,1998,2,49.6,,68.0,106.0,37.7,1.0,-1.5,,45.0
886,Chandrapur,Residential,19980030,1998,3,46.1,,68.0,169.0,0.0,1.0,-3.5,,63.0
887,Chandrapur,Residential,19980040,1998,4,63.9,,68.0,155.0,0.0,1.0,17.799999999999997,,-14.0
888,Chandrapur,Residential,19980050,1998,5,,,,151.0,,1.0,,,-4.0
889,Chandrapur,Residential,19980060,1998,6,38.8,,68.0,157.0,,1.0,,,6.0
890,Chandrapur,Residential,19980070,1998,7,49.2,,34.3,166.0,-33.7,1.0,10.400000000000006,,9.0
891,Chandrapur,Residential,19980080,1998,8,53.3,,34.0,166.0,-0.29999999999999716,1.0,4.099999999999994,,0.0
892,Chandrapur,Residential,19980090,1998,9,52.4,,34.4,175.0,0.3999999999999986,1.0,-0.8999999999999986,,9.0
893,Chandrapur,Residential,19980100,1998,10,52.9,,32.2,177.0,-2.1999999999999957,1.0,0.5,,2.0
894,Chandrapur,Residential,19980110,1998,11,53.3,,31.7,167.0,-0.5000000000000036,1.0,0.3999999999999986,,-10.0
895,Chandrapur,Residential,19980120,1998,12,51.3,,31.1,172.0,-0.5999999999999979,1.0,-2.0,,5.0
896,Chandrapur,Residential,19990010,1999,1,56.8,,40.1,178.0,9.0,-11.0,5.5,,6.0
897,Chandrapur,Residential,19990020,1999,2,53.8,,35.0,175.0,-5.100000000000001,1.0,-3.0,,-3.0
898,Chandrapur,Residential,19990030,1999,3,53.3,,36.3,177.0,1.2999999999999972,1.0,-0.5,,2.0
