,City_poll,Type_of_Location,ClusterId,year_number,month_number
2286,MUMBAI,Residential,1.0,1997,6.0
2275,MUMBAI,Industrial,1.0,1997,7.0
2287,MUMBAI,Residential,1.0,1997,7.0
2276,MUMBAI,Industrial,0.0,1997,8.0
2288,MUMBAI,Residential,0.0,1997,8.0
2277,MUMBAI,Industrial,1.0,1997,9.0
2289,MUMBAI,Residential,1.0,1997,9.0
2278,MUMBAI,Industrial,1.0,1997,10.0
2290,MUMBAI,Residential,0.0,1997,10.0
2279,MUMBAI,Industrial,0.0,1997,11.0
2291,MUMBAI,Residential,0.0,1997,11.0
2280,MUMBAI,Industrial,1.0,1997,12.0
2292,MUMBAI,Residential,1.0,1997,12.0
2293,MUMBAI,Industrial,1.0,1998,1.0
2304,MUMBAI,Residential,1.0,1998,1.0
2294,MUMBAI,Industrial,0.0,1998,2.0
2305,MUMBAI,Residential,0.0,1998,2.0
2295,MUMBAI,Industrial,0.0,1998,3.0
2306,MUMBAI,Residential,0.0,1998,3.0
2296,MUMBAI,Industrial,0.0,1998,4.0
2307,MUMBAI,Residential,0.0,1998,4.0
2297,MUMBAI,Industrial,0.0,1998,5.0
2308,MUMBAI,Residential,1.0,1998,5.0
2298,MUMBAI,Industrial,1.0,1998,6.0
2309,MUMBAI,Residential,0.0,1998,6.0
2299,MUMBAI,Industrial,1.0,1998,7.0
2310,MUMBAI,Residential,1.0,1998,7.0
2300,MUMBAI,Industrial,0.0,1998,8.0
2311,MUMBAI,Residential,0.0,1998,8.0
2301,MUMBAI,Industrial,1.0,1998,9.0
2312,MUMBAI,Residential,1.0,1998,9.0
2302,MUMBAI,Industrial,1.0,1998,10.0
2313,MUMBAI,Residential,1.0,1998,10.0
2303,MUMBAI,Industrial,1.0,1998,11.0
2314,MUMBAI,Residential,1.0,1998,11.0
2315,MUMBAI,Industrial,,1999,1.0
2327,MUMBAI,Residential,,1999,1.0
2316,MUMBAI,Industrial,0.0,1999,2.0
2328,MUMBAI,Residential,0.0,1999,2.0
2317,MUMBAI,Industrial,2.0,1999,3.0
2329,MUMBAI,Residential,0.0,1999,3.0
2318,MUMBAI,Industrial,0.0,1999,4.0
2330,MUMBAI,Residential,1.0,1999,4.0
2319,MUMBAI,Industrial,0.0,1999,5.0
2331,MUMBAI,Residential,0.0,1999,5.0
2320,MUMBAI,Industrial,2.0,1999,6.0
2332,MUMBAI,Residential,0.0,1999,6.0
2321,MUMBAI,Industrial,0.0,1999,7.0
2333,MUMBAI,Residential,1.0,1999,7.0
2322,MUMBAI,Industrial,1.0,1999,8.0
2334,MUMBAI,Residential,1.0,1999,8.0
2323,MUMBAI,Industrial,1.0,1999,9.0
2335,MUMBAI,Residential,1.0,1999,9.0
2324,MUMBAI,Industrial,2.0,1999,10.0
2336,MUMBAI,Residential,1.0,1999,10.0
2325,MUMBAI,Industrial,0.0,1999,11.0
2337,MUMBAI,Residential,2.0,1999,11.0
2326,MUMBAI,Industrial,0.0,1999,12.0
2338,MUMBAI,Residential,1.0,1999,12.0
2339,MUMBAI,Industrial,1.0,2000,1.0
2351,MUMBAI,Residential,0.0,2000,1.0
2340,MUMBAI,Industrial,1.0,2000,2.0
2352,MUMBAI,Residential,0.0,2000,2.0
2341,MUMBAI,Industrial,0.0,2000,3.0
2353,MUMBAI,Residential,1.0,2000,3.0
2342,MUMBAI,Industrial,0.0,2000,4.0
2354,MUMBAI,Residential,0.0,2000,4.0
2343,MUMBAI,Industrial,0.0,2000,5.0
2355,MUMBAI,Residential,0.0,2000,5.0
2344,MUMBAI,Industrial,1.0,2000,6.0
2356,MUMBAI,Residential,1.0,2000,6.0
2345,MUMBAI,Industrial,1.0,2000,7.0
2357,MUMBAI,Residential,1.0,2000,7.0
2346,MUMBAI,Industrial,0.0,2000,8.0
2358,MUMBAI,Residential,1.0,2000,8.0
2347,MUMBAI,Industrial,1.0,2000,9.0
2359,MUMBAI,Residential,1.0,2000,9.0
2348,MUMBAI,Industrial,1.0,2000,10.0
2360,MUMBAI,Residential,1.0,2000,10.0
2349,MUMBAI,Industrial,2.0,2000,11.0
2361,MUMBAI,Residential,2.0,2000,11.0
2350,MUMBAI,Industrial,2.0,2000,12.0
2362,MUMBAI,Residential,2.0,2000,12.0
2363,MUMBAI,Industrial,0.0,2001,1.0
2375,MUMBAI,Residential,0.0,2001,1.0
2364,MUMBAI,Industrial,2.0,2001,2.0
2376,MUMBAI,Residential,2.0,2001,2.0
2365,MUMBAI,Industrial,3.0,2001,3.0
2377,MUMBAI,Residential,0.0,2001,3.0
2366,MUMBAI,Industrial,1.0,2001,4.0
2378,MUMBAI,Residential,0.0,2001,4.0
2367,MUMBAI,Industrial,0.0,2001,5.0
2379,MUMBAI,Residential,0.0,2001,5.0
2368,MUMBAI,Industrial,1.0,2001,6.0
2380,MUMBAI,Residential,1.0,2001,6.0
2369,MUMBAI,Industrial,1.0,2001,7.0
2381,MUMBAI,Residential,0.0,2001,7.0
2370,MUMBAI,Industrial,1.0,2001,8.0
2382,MUMBAI,Residential,1.0,2001,8.0
2371,MUMBAI,Industrial,0.0,2001,9.0
2383,MUMBAI,Residential,0.0,2001,9.0
2372,MUMBAI,Industrial,1.0,2001,10.0
2384,MUMBAI,Residential,1.0,2001,10.0
2373,MUMBAI,Industrial,1.0,2001,11.0
2385,MUMBAI,Residential,2.0,2001,11.0
2374,MUMBAI,Industrial,1.0,2001,12.0
2386,MUMBAI,Residential,0.0,2001,12.0
2387,MUMBAI,Industrial,0.0,2002,1.0
2399,MUMBAI,Residential,0.0,2002,1.0
2388,MUMBAI,Industrial,1.0,2002,2.0
2400,MUMBAI,Residential,1.0,2002,2.0
2389,MUMBAI,Industrial,0.0,2002,3.0
2401,MUMBAI,Residential,0.0,2002,3.0
2390,MUMBAI,Industrial,1.0,2002,4.0
2402,MUMBAI,Residential,1.0,2002,4.0
2391,MUMBAI,Industrial,0.0,2002,5.0
2403,MUMBAI,Residential,1.0,2002,5.0
2392,MUMBAI,Industrial,1.0,2002,6.0
2404,MUMBAI,Residential,1.0,2002,6.0
2393,MUMBAI,Industrial,1.0,2002,7.0
2405,MUMBAI,Residential,0.0,2002,7.0
2394,MUMBAI,Industrial,1.0,2002,8.0
2406,MUMBAI,Residential,1.0,2002,8.0
2395,MUMBAI,Industrial,0.0,2002,9.0
2407,MUMBAI,Residential,0.0,2002,9.0
2396,MUMBAI,Industrial,1.0,2002,10.0
2408,MUMBAI,Residential,1.0,2002,10.0
2397,MUMBAI,Industrial,1.0,2002,11.0
2409,MUMBAI,Residential,1.0,2002,11.0
2398,MUMBAI,Industrial,1.0,2002,12.0
2410,MUMBAI,Residential,1.0,2002,12.0
2411,MUMBAI,Industrial,0.0,2004,1.0
2423,MUMBAI,Residential,0.0,2004,1.0
2412,MUMBAI,Industrial,1.0,2004,2.0
2424,MUMBAI,Residential,1.0,2004,2.0
2413,MUMBAI,Industrial,0.0,2004,3.0
2425,MUMBAI,Residential,1.0,2004,3.0
2414,MUMBAI,Industrial,1.0,2004,4.0
2426,MUMBAI,Residential,0.0,2004,4.0
2415,MUMBAI,Industrial,1.0,2004,5.0
2427,MUMBAI,Residential,1.0,2004,5.0
2416,MUMBAI,Industrial,1.0,2004,6.0
2428,MUMBAI,Residential,1.0,2004,6.0
2417,MUMBAI,Industrial,1.0,2004,7.0
2429,MUMBAI,Residential,1.0,2004,7.0
2418,MUMBAI,Industrial,1.0,2004,8.0
2430,MUMBAI,Residential,1.0,2004,8.0
2419,MUMBAI,Industrial,1.0,2004,9.0
2431,MUMBAI,Residential,1.0,2004,9.0
2420,MUMBAI,Industrial,1.0,2004,10.0
2432,MUMBAI,Residential,1.0,2004,10.0
2421,MUMBAI,Industrial,1.0,2004,11.0
2433,MUMBAI,Residential,1.0,2004,11.0
2422,MUMBAI,Industrial,1.0,2004,12.0
2434,MUMBAI,Residential,1.0,2004,12.0
2435,MUMBAI,Industrial,2.0,2007,1.0
2447,MUMBAI,Residential,2.0,2007,1.0
2436,MUMBAI,Industrial,0.0,2007,2.0
2448,MUMBAI,Residential,0.0,2007,2.0
2437,MUMBAI,Industrial,1.0,2007,3.0
2449,MUMBAI,Residential,0.0,2007,3.0
2438,MUMBAI,Industrial,0.0,2007,4.0
2450,MUMBAI,Residential,0.0,2007,4.0
2439,MUMBAI,Industrial,0.0,2007,5.0
2451,MUMBAI,Residential,1.0,2007,5.0
2440,MUMBAI,Industrial,1.0,2007,6.0
2452,MUMBAI,Residential,1.0,2007,6.0
2441,MUMBAI,Industrial,1.0,2007,7.0
2453,MUMBAI,Residential,1.0,2007,7.0
2442,MUMBAI,Industrial,2.0,2007,8.0
2454,MUMBAI,Residential,1.0,2007,8.0
2443,MUMBAI,Industrial,0.0,2007,9.0
2455,MUMBAI,Residential,1.0,2007,9.0
2444,MUMBAI,Industrial,1.0,2007,10.0
2456,MUMBAI,Residential,1.0,2007,10.0
2445,MUMBAI,Industrial,0.0,2007,11.0
2457,MUMBAI,Residential,0.0,2007,11.0
2446,MUMBAI,Industrial,0.0,2007,12.0
2458,MUMBAI,Residential,1.0,2007,12.0
2459,MUMBAI,Industrial,1.0,2008,1.0
2471,MUMBAI,Residential,1.0,2008,1.0
2460,MUMBAI,Industrial,0.0,2008,2.0
2472,MUMBAI,Residential,1.0,2008,2.0
2461,MUMBAI,Industrial,1.0,2008,3.0
2473,MUMBAI,Residential,0.0,2008,3.0
2462,MUMBAI,Industrial,0.0,2008,4.0
2474,MUMBAI,Residential,1.0,2008,4.0
2463,MUMBAI,Industrial,0.0,2008,5.0
2475,MUMBAI,Residential,0.0,2008,5.0
2464,MUMBAI,Industrial,1.0,2008,6.0
2476,MUMBAI,Residential,1.0,2008,6.0
2465,MUMBAI,Industrial,1.0,2008,7.0
2477,MUMBAI,Residential,1.0,2008,7.0
2466,MUMBAI,Industrial,1.0,2008,8.0
2478,MUMBAI,Residential,1.0,2008,8.0
2467,MUMBAI,Industrial,1.0,2008,9.0
2479,MUMBAI,Residential,1.0,2008,9.0
2468,MUMBAI,Industrial,2.0,2008,10.0
2480,MUMBAI,Residential,1.0,2008,10.0
2469,MUMBAI,Industrial,0.0,2008,11.0
2481,MUMBAI,Residential,0.0,2008,11.0
2470,MUMBAI,Industrial,0.0,2008,12.0
2482,MUMBAI,Residential,1.0,2008,12.0
2483,MUMBAI,Industrial,1.0,2009,1.0
2495,MUMBAI,Residential,1.0,2009,1.0
2484,MUMBAI,Industrial,1.0,2009,2.0
2496,MUMBAI,Residential,1.0,2009,2.0
2485,MUMBAI,Industrial,0.0,2009,3.0
2497,MUMBAI,Residential,0.0,2009,3.0
2486,MUMBAI,Industrial,0.0,2009,4.0
2498,MUMBAI,Residential,0.0,2009,4.0
2487,MUMBAI,Industrial,0.0,2009,5.0
2499,MUMBAI,Residential,0.0,2009,5.0
2488,MUMBAI,Industrial,1.0,2009,6.0
2500,MUMBAI,Residential,1.0,2009,6.0
2489,MUMBAI,Industrial,1.0,2009,7.0
2501,MUMBAI,Residential,1.0,2009,7.0
2490,MUMBAI,Industrial,0.0,2009,8.0
2502,MUMBAI,Residential,1.0,2009,8.0
2491,MUMBAI,Industrial,1.0,2009,9.0
2503,MUMBAI,Residential,1.0,2009,9.0
2492,MUMBAI,Industrial,1.0,2009,10.0
2504,MUMBAI,Residential,1.0,2009,10.0
2493,MUMBAI,Industrial,0.0,2009,11.0
2505,MUMBAI,Residential,0.0,2009,11.0
2494,MUMBAI,Industrial,1.0,2009,12.0
2506,MUMBAI,Residential,1.0,2009,12.0
2507,MUMBAI,Industrial,,2010,1.0
2519,MUMBAI,Residential,0.0,2010,1.0
2508,MUMBAI,Industrial,,2010,2.0
2520,MUMBAI,Residential,1.0,2010,2.0
2509,MUMBAI,Industrial,,2010,3.0
2521,MUMBAI,Residential,1.0,2010,3.0
2510,MUMBAI,Industrial,,2010,4.0
2522,MUMBAI,Residential,0.0,2010,4.0
2511,MUMBAI,Industrial,,2010,5.0
2523,MUMBAI,Residential,1.0,2010,5.0
2512,MUMBAI,Industrial,,2010,6.0
2524,MUMBAI,Residential,0.0,2010,6.0
2513,MUMBAI,Industrial,,2010,7.0
2525,MUMBAI,Residential,1.0,2010,7.0
2514,MUMBAI,Industrial,,2010,8.0
2526,MUMBAI,Residential,0.0,2010,8.0
2515,MUMBAI,Industrial,,2010,9.0
2527,MUMBAI,Residential,1.0,2010,9.0
2516,MUMBAI,Industrial,,2010,10.0
2528,MUMBAI,Residential,1.0,2010,10.0
