,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2_Median,RSPM_PM10_Median,SO2_Median,SPM_Median,Median_SO2_MOM_diff,Median_NO2_MOM_diff,Median_RSPM_PM10_MOM_diff,Median_SPM_MOM_diff,NO2_P10,RSPM_PM10_P10,SO2_P10,SPM_P10,P10_NO2_MOM_diff,P10_SO2_MOM_diff,P10_RSPM_PM10_MOM_diff,P10_SPM_MOM_diff,NO2_P90,RSPM_PM10_P90,SO2_P90,SPM_P90,month_number_diff,P90_NO2_MOM_diff,P90_SO2_MOM_diff,P90_RSPM_PM10_MOM_diff,P90_SPM_MOM_diff
100,Amravati,Industrial,20060120,2006,12,14.65,,11.4,,-1.1999999999999993,-6.549999999999999,,,11.4,,10.45,,-9.200000000000001,-1.6500000000000004,,,16.4,,12.85,,1.0,-8.0,-1.1500000000000004,,
101,Amravati,Industrial,20070010,2007,1,13.1,69.0,10.05,,-1.3499999999999996,-1.5500000000000007,,,11.15,56.2,9.3,,-0.25,-1.1499999999999986,,,15.0,69.8,12.8,,-11.0,-1.3999999999999986,-0.049999999999998934,,
102,Amravati,Industrial,20070020,2007,2,13.4,68.5,11.65,,1.5999999999999996,0.3000000000000007,-0.5,,9.8,49.5,7.300000000000002,,-1.3499999999999996,-1.9999999999999991,-6.700000000000003,,14.9,73.5,12.5,,1.0,-0.09999999999999964,-0.3000000000000007,3.700000000000003,
103,Amravati,Industrial,20070030,2007,3,15.5,77.0,11.15,,-0.5000000000000018,2.1,8.5,,10.750000000000002,55.5,8.72,,0.9500000000000011,1.419999999999999,6.0,,17.43,82.6,13.0,,1.0,2.5299999999999994,0.5,9.099999999999994,
104,Amravati,Industrial,20070040,2007,4,15.5,86.5,12.7,,1.5500000000000007,0.0,9.5,,11.16,68.5,10.42,,0.40999999999999837,1.6999999999999993,13.0,,16.740000000000002,97.5,13.36,,1.0,-0.6899999999999977,0.35999999999999943,14.900000000000006,
105,Amravati,Industrial,20070050,2007,5,13.4,81.5,10.8,,-1.8999999999999984,-2.1,-5.0,,10.74,42.9,9.64,,-0.41999999999999993,-0.7799999999999994,-25.6,,15.88,87.0,11.84,,1.0,-0.8600000000000012,-1.5199999999999996,-10.5,
106,Amravati,Industrial,20070060,2007,6,8.1,39.5,7.75,,-3.0500000000000007,-5.300000000000002,-42.0,,6.65,26.0,6.65,,-4.09,-2.99,-16.9,,12.46,51.5,8.73,,1.0,-3.42,-3.1099999999999994,-35.5,
107,Amravati,Industrial,20070070,2007,7,9.6,54.0,8.45,,0.6999999999999993,1.5,14.5,,8.39,45.7,7.56,,1.7400000000000002,0.9099999999999993,19.700000000000003,,13.54,68.69999999999999,9.73,,1.0,1.0799999999999983,1.0,17.19999999999999,
108,Amravati,Industrial,20070080,2007,8,12.25,53.0,9.7,,1.25,2.6500000000000004,-1.0,,9.92,46.90000000000001,7.739999999999998,,1.5299999999999994,0.17999999999999883,1.20000000000001,,13.08,69.89999999999999,11.0,,1.0,-0.4599999999999991,1.2699999999999996,1.2000000000000028,
109,Amravati,Industrial,20070090,2007,9,12.0,52.5,9.9,,0.20000000000000107,-0.25,-0.5,,10.5,44.3,7.739999999999998,,0.5800000000000001,0.0,-2.6000000000000156,,15.47,71.4,11.1,,1.0,2.3900000000000006,0.09999999999999964,1.5000000000000142,
110,Amravati,Industrial,20070100,2007,10,10.5,55.0,8.649999999999999,,-1.2500000000000018,-1.5,2.5,,8.850000000000003,40.0,7.0,,-1.6499999999999968,-0.7399999999999984,-4.299999999999997,,16.15,79.5,10.55,,1.0,0.6799999999999979,-0.5499999999999989,8.099999999999994,
111,Amravati,Industrial,20070110,2007,11,12.7,64.0,9.8,,1.150000000000002,2.1999999999999997,9.0,,11.36,55.7,8.559999999999999,,2.5099999999999962,1.5599999999999987,15.700000000000003,,14.1,76.69999999999997,11.0,,1.0,-2.049999999999999,0.4499999999999993,-2.8000000000000256,
112,Amravati,Industrial,20070120,2007,12,12.7,45.5,9.0,,-0.8000000000000007,0.0,-18.5,,9.12,36.1,6.08,,-2.24,-2.4799999999999986,-19.6,,16.080000000000002,70.29999999999998,11.62,,1.0,1.9800000000000022,0.6199999999999992,-6.3999999999999915,
113,Amravati,Industrial,20080010,2008,1,12.0,45.0,8.3,,-0.6999999999999993,-0.6999999999999993,-0.5,,10.1,37.6,6.7,,0.9800000000000004,0.6200000000000001,1.5,,12.98,73.2,10.48,,-11.0,-3.1000000000000014,-1.1399999999999988,2.90000000000002,
114,Amravati,Industrial,20080020,2008,2,13.2,57.0,9.8,,1.5,1.1999999999999993,12.0,,11.760000000000002,51.8,8.6,,1.660000000000002,1.8999999999999995,14.199999999999996,,16.38,69.4,13.080000000000002,,1.0,3.3999999999999986,2.6000000000000014,-3.799999999999997,
115,Amravati,Industrial,20080030,2008,3,10.7,63.0,8.6,,-1.200000000000001,-2.5,6.0,,9.47,46.5,6.85,,-2.290000000000001,-1.75,-5.299999999999997,,13.72,73.6,9.37,,1.0,-2.6599999999999984,-3.7100000000000026,4.199999999999989,
116,Amravati,Industrial,20080040,2008,4,12.75,66.0,9.1,,0.5,2.0500000000000007,3.0,,10.64,50.2,7.77,,1.17,0.9199999999999999,3.700000000000003,,14.3,75.5,10.9,,1.0,0.5800000000000001,1.5300000000000011,1.9000000000000057,
117,Amravati,Industrial,20080050,2008,5,13.25,64.0,10.5,,1.4000000000000004,0.5,-2.0,,11.55,53.9,9.99,,0.9100000000000001,2.2200000000000006,3.6999999999999957,,15.36,76.6,11.23,,1.0,1.0599999999999987,0.33000000000000007,1.0999999999999943,
118,Amravati,Industrial,20080060,2008,6,12.25,62.0,8.8,,-1.6999999999999993,-1.0,-2.0,,10.55,57.2,7.58,,-1.0,-2.41,3.3000000000000043,,13.36,69.6,10.5,,1.0,-2.0,-0.7300000000000004,-7.0,
119,Amravati,Industrial,20080070,2008,7,12.5,67.0,9.7,,0.8999999999999986,0.25,5.0,,11.159999999999998,51.8,8.02,,0.6099999999999977,0.4399999999999995,-5.400000000000006,,14.46,79.6,10.9,,1.0,1.1000000000000014,0.40000000000000036,10.0,
120,Amravati,Industrial,20080080,2008,8,15.0,68.0,10.9,,1.200000000000001,2.5,1.0,,12.46,58.5,9.489999999999998,,1.3000000000000025,1.4699999999999989,6.700000000000003,,16.21,70.6,12.499999999999998,,1.0,1.75,1.5999999999999979,-9.0,
121,Amravati,Industrial,20080090,2008,9,14.5,59.0,12.2,,1.299999999999999,-0.5,-9.0,,13.8,54.8,11.06,,1.3399999999999999,1.570000000000002,-3.700000000000003,,15.88,71.8,12.62,,1.0,-0.33000000000000007,0.120000000000001,1.2000000000000028,
122,Amravati,Industrial,20080100,2008,10,12.75,73.5,9.9,,-2.299999999999999,-1.75,14.5,,10.85,44.7,8.3,,-2.950000000000001,-2.76,-10.099999999999994,,13.59,79.3,10.999999999999998,,1.0,-2.290000000000001,-1.620000000000001,7.5,
123,Amravati,Industrial,20080110,2008,11,12.5,75.0,10.5,,0.5999999999999996,-0.25,1.5,,11.2,57.0,9.0,,0.34999999999999964,0.6999999999999993,12.299999999999997,,13.8,79.0,12.2,,1.0,0.21000000000000085,1.200000000000001,-0.29999999999999716,
124,Amravati,Industrial,20080120,2008,12,12.0,76.0,10.5,,0.0,-0.5,1.0,,11.18,54.40000000000001,9.239999999999998,,-0.019999999999999574,0.23999999999999844,-2.599999999999987,,12.62,79.8,10.9,,1.0,-1.1800000000000015,-1.299999999999999,0.7999999999999972,
125,Amravati,Industrial,20090010,2009,1,12.5,80.0,10.8,,0.3000000000000007,0.5,4.0,,11.62,76.6,10.14,,0.4399999999999995,0.9000000000000021,22.19999999999998,,13.84,87.80000000000003,11.6,,-11.0,1.2200000000000006,0.6999999999999993,8.000000000000028,
126,Amravati,Industrial,20090020,2009,2,13.8,87.0,10.7,,-0.10000000000000142,1.3000000000000007,7.0,,12.240000000000002,82.6,10.02,,0.6200000000000028,-0.120000000000001,6.0,,14.2,108.2,12.5,,1.0,0.35999999999999943,0.9000000000000004,20.399999999999977,
127,Amravati,Industrial,20090030,2009,3,13.7,82.5,11.5,,0.8000000000000007,-0.10000000000000142,-4.5,,12.7,79.9,10.2,,0.4599999999999973,0.17999999999999972,-2.6999999999999886,,14.5,86.8,12.7,,1.0,0.3000000000000007,0.1999999999999993,-21.400000000000006,
128,Amravati,Industrial,20090040,2009,4,14.85,81.5,12.35,,0.8499999999999996,1.1500000000000004,-1.0,,13.71,78.7,11.650000000000002,,1.0100000000000016,1.4500000000000028,-1.2000000000000028,,15.56,94.6,13.21,,1.0,1.0600000000000005,0.5100000000000016,7.799999999999997,
129,Amravati,Industrial,20090050,2009,5,14.8,103.0,13.2,,0.8499999999999996,-0.04999999999999893,21.5,,14.18,96.4,12.0,,0.46999999999999886,0.34999999999999787,17.700000000000003,,15.579999999999998,106.4,13.5,,1.0,0.019999999999997797,0.28999999999999915,11.800000000000011,
130,Amravati,Industrial,20090060,2009,6,13.3,92.0,10.7,,-2.5,-1.5,-11.0,,11.86,82.0,10.14,,-2.3200000000000003,-1.8599999999999994,-14.400000000000006,,14.34,113.8,13.06,,1.0,-1.2399999999999984,-0.4399999999999995,7.3999999999999915,
131,Amravati,Industrial,20090070,2009,7,12.7,85.0,10.8,,0.10000000000000142,-0.6000000000000014,-7.0,,10.42,78.6,8.76,,-1.4399999999999995,-1.3800000000000008,-3.4000000000000057,,13.3,91.4,11.4,,1.0,-1.0399999999999991,-1.6600000000000001,-22.39999999999999,
132,Amravati,Industrial,20090080,2009,8,13.8,91.0,11.5,,0.6999999999999993,1.1000000000000014,6.0,,10.66,69.6,9.08,,0.2400000000000002,0.3200000000000003,-9.0,,14.84,97.8,12.7,,1.0,1.5399999999999991,1.299999999999999,6.3999999999999915,
133,Amravati,Industrial,20090090,2009,9,13.75,98.5,11.65,,0.15000000000000036,-0.05000000000000071,7.5,,11.12,79.1,9.44,,0.4599999999999991,0.35999999999999943,9.5,,15.0,106.1,13.06,,1.0,0.16000000000000014,0.3600000000000012,8.299999999999997,
134,Amravati,Industrial,20090100,2009,10,14.25,98.0,11.85,,0.1999999999999993,0.5,-0.5,,11.93,78.9,9.63,,0.8100000000000005,0.19000000000000128,-0.19999999999998863,,15.52,105.3,12.85,,1.0,0.5199999999999996,-0.21000000000000085,-0.7999999999999972,
135,Amravati,Industrial,20090110,2009,11,15.05,98.5,12.55,,0.7000000000000011,0.8000000000000007,0.5,,11.85,66.9,9.75,,-0.08000000000000007,0.11999999999999922,-12.0,,16.21,109.2,13.94,,1.0,0.6900000000000013,1.0899999999999999,3.9000000000000057,
136,Amravati,Industrial,20090120,2009,12,12.7,96.0,11.0,,-1.5500000000000007,-2.3500000000000014,-2.5,,10.4,71.0,8.68,,-1.4499999999999993,-1.0700000000000003,4.099999999999994,,14.88,111.4,12.5,,1.0,-1.33,-1.4399999999999995,2.200000000000003,
137,Amravati,Industrial,20100010,2010,1,14.5,121.0,13.0,,2.0,1.8000000000000007,25.0,,12.83333333,111.3333333,11.0,,2.43333333,2.3200000000000003,40.33333330000001,,15.599999998,136.73333334,13.4,,-11.0,0.7199999979999987,0.9000000000000004,25.333333339999996,
138,Amravati,Industrial,20100020,2010,2,14.5,134.33333330000002,13.0,,0.0,0.0,13.33333330000002,,13.833333334,107.86666664,11.8,,1.0000000040000003,0.8000000000000007,-3.4666666600000013,,15.233333336,150.2,13.2,,1.0,-0.3666666620000001,-0.20000000000000107,13.466666659999987,
139,Amravati,Industrial,20100030,2010,3,14.0,89.33333333,13.0,,0.0,-0.5,-44.99999997000002,,11.866666665999999,87.13333333,9.6,,-1.966666668000002,-2.200000000000001,-20.733333310000006,,16.033333329999998,108.8666667,15.0,,1.0,0.7999999939999984,1.8000000000000007,-41.33333329999999,
140,Amravati,Industrial,20100040,2010,4,15.33333333,131.0,13.0,,0.0,1.3333333300000003,41.66666667,,13.8,119.13333334,11.2,,1.933333334000002,1.5999999999999996,32.000000009999994,,16.766666670000006,143.79999998,14.4,,1.0,0.7333333400000086,-0.5999999999999996,34.93333328,
141,Amravati,Industrial,20100050,2010,5,15.333333335,128.83333335,14.0,,1.0,4.999998637345016e-09,-2.1666666499999963,,13.199999997,115.133333363,11.0,,-0.6000000029999999,-0.1999999999999993,-3.9999999769999874,,16.750000003,137.36666664,14.1,,1.0,-0.016666667000006186,-0.3000000000000007,-6.43333333999999,
142,Amravati,Industrial,20100060,2010,6,11.5,126.0,10.0,,-4.0,-3.833333334999999,-2.833333350000004,,10.3,107.33333336,9.2,,-2.899999997,-1.8000000000000007,-7.800000003000008,,14.833333335999999,129.73333336000002,12.4,,1.0,-1.9166666670000012,-1.6999999999999993,-7.633333279999988,
143,Amravati,Industrial,20100070,2010,7,12.25,114.16666665,10.5,,0.5,0.75,-11.833333350000006,,11.233333330999999,103.93333332,9.0,,0.9333333309999983,-0.1999999999999993,-3.400000039999995,,14.6,127.5,12.3,,1.0,-0.2333333359999994,-0.09999999999999964,-2.2333333600000174,
144,Amravati,Industrial,20100080,2010,8,14.166666665,114.8333333,12.0,,1.5,1.9166666650000008,0.6666666499999963,,12.16666667,101.666666665,10.5,,0.9333333390000007,1.5,-2.2666666550000087,,14.66666667,120.1666667,13.0,,1.0,0.06666667000000004,0.6999999999999993,-7.333333300000007,
145,Amravati,Industrial,20100090,2010,9,14.5,122.3333333,12.0,,0.0,0.3333333349999989,7.5,,13.5,112.0,12.0,,1.3333333300000003,1.5,10.333333335000006,,15.66666667,133.0,14.0,,1.0,1.0,1.0,12.833333300000007,
146,Amravati,Industrial,20100100,2010,10,13.25,108.83333335,11.5,,-0.5,-1.25,-13.499999949999989,,11.750000000999998,101.966666689,9.7,,-1.7499999990000017,-2.3000000000000007,-10.033333311000007,,15.383333331,127.76666670000002,13.0,,1.0,-0.28333333900000035,-1.0,-5.233333299999984,
147,Amravati,Industrial,20100110,2010,11,14.583333335,126.66666665,12.5,,1.0,1.333333334999999,17.833333299999993,,14.250000003,122.93333333,12.1,,2.500000002000002,2.4000000000000004,20.966666641000003,,14.916666667000001,130.39999996999998,12.9,,1.0,-0.4666666639999981,-0.09999999999999964,2.633333269999966,
148,Amravati,Industrial,20100120,2010,12,14.666666665,146.16666665000002,12.0,,-0.5,0.08333333000000209,19.500000000000032,,12.466666667,111.066666697,10.9,,-1.783333336,-1.1999999999999993,-11.866666632999994,,15.76666667,156.56666669999996,13.1,,1.0,0.8500000029999981,0.1999999999999993,26.166666729999974,
149,Amravati,Industrial,20110010,2011,1,15.0,150.0,13.0,,1.0,0.3333333349999989,3.8333333499999753,,11.8,106.8,9.8,,-0.6666666669999994,-1.0999999999999996,-4.266666697000005,,15.0,158.0,13.0,,-11.0,-0.7666666699999993,-0.09999999999999964,1.4333333000000437,
150,Amravati,Industrial,20110020,2011,2,14.0,119.0,12.0,,-1.0,-1.0,-31.0,,11.0,82.6,9.0,,-0.8000000000000007,-0.8000000000000007,-24.200000000000003,,15.0,143.4,13.0,,1.0,0.0,0.0,-14.599999999999994,
151,Amravati,Industrial,20110030,2011,3,15.0,144.5,13.0,,1.0,1.0,25.5,,14.0,108.5,12.0,,3.0,3.0,25.900000000000006,,15.5,146.0,14.0,,1.0,0.5,1.0,2.5999999999999943,
152,Amravati,Industrial,20110040,2011,4,15.0,138.0,12.5,,-0.5,0.0,-6.5,,11.7,95.5,9.7,,-2.3000000000000007,-2.3000000000000007,-13.0,,15.0,148.6,13.0,,1.0,-0.5,-1.0,2.5999999999999943,
153,Amravati,Industrial,20110050,2011,5,13.0,114.0,11.0,,-1.5,-2.0,-24.0,,11.4,96.4,9.2,,-0.29999999999999893,-0.5,0.9000000000000057,,13.6,116.8,13.2,,1.0,-1.4000000000000004,0.1999999999999993,-31.799999999999997,
154,Amravati,Industrial,20110060,2011,6,12.0,89.0,10.0,,-1.0,-1.0,-25.0,,11.0,80.0,8.6,,-0.40000000000000036,-0.5999999999999996,-16.400000000000006,,14.8,117.6,12.8,,1.0,1.200000000000001,-0.3999999999999986,0.7999999999999972,
155,Amravati,Industrial,20110070,2011,7,12.0,101.0,10.0,,0.0,0.0,12.0,,10.8,90.2,8.8,,-0.1999999999999993,0.20000000000000107,10.200000000000003,,16.0,121.20000000000002,13.2,,1.0,1.1999999999999993,0.3999999999999986,3.6000000000000227,
156,Amravati,Industrial,20110080,2011,8,12.0,79.0,10.0,,0.0,0.0,-22.0,,11.0,78.0,9.6,,0.1999999999999993,0.7999999999999989,-12.200000000000003,,13.4,89.6,11.4,,1.0,-2.5999999999999996,-1.799999999999999,-31.600000000000023,
157,Amravati,Industrial,20110090,2011,9,12.0,81.0,11.0,,1.0,0.0,2.0,,11.0,77.8,9.8,,0.0,0.20000000000000107,-0.20000000000000284,,13.0,91.2,12.0,,1.0,-0.40000000000000036,0.5999999999999996,1.6000000000000085,
158,Amravati,Industrial,20110100,2011,10,13.0,97.5,11.5,,0.5,1.0,16.5,,11.7,85.30000000000003,10.7,,0.6999999999999993,0.8999999999999986,7.500000000000028,,15.0,114.5,13.3,,1.0,2.0,1.3000000000000007,23.299999999999997,
159,Amravati,Industrial,20110110,2011,11,12.0,98.0,10.5,,-1.0,-1.0,0.5,,11.0,90.4,10.0,,-0.6999999999999993,-0.6999999999999993,5.09999999999998,,13.0,122.5,12.0,,1.0,-2.0,-1.3000000000000007,8.0,
160,Amravati,Industrial,20110120,2011,12,12.0,95.0,11.0,,0.5,0.0,-3.0,,11.0,89.39999999999998,9.0,,0.0,-1.0,-1.0000000000000284,,14.2,109.6,12.2,,1.0,1.1999999999999993,0.1999999999999993,-12.900000000000006,
161,Amravati,Industrial,20120010,2012,1,13.0,99.5,12.0,,1.0,1.0,4.5,,12.7,94.4,10.7,,1.6999999999999993,1.6999999999999993,5.000000000000028,,15.0,115.3,13.3,,-11.0,0.8000000000000007,1.1000000000000014,5.700000000000003,
162,Amravati,Industrial,20120020,2012,2,13.5,101.5,11.5,,-0.5,0.5,2.0,,12.7,90.0,10.7,,0.0,0.0,-4.400000000000006,,15.3,103.9,13.3,,1.0,0.3000000000000007,0.0,-11.399999999999991,
163,Amravati,Industrial,20120030,2012,3,13.5,113.5,11.5,,0.0,0.0,12.0,,12.0,100.8,10.0,,-0.6999999999999993,-0.6999999999999993,10.799999999999997,,15.0,126.6,13.1,,1.0,-0.3000000000000007,-0.20000000000000107,22.69999999999999,
164,Amravati,Industrial,20120040,2012,4,13.5,121.0,12.0,,0.5,0.0,7.5,,12.7,89.9,11.0,,0.6999999999999993,1.0,-10.899999999999991,,15.3,123.5,13.3,,1.0,0.3000000000000007,0.20000000000000107,-3.0999999999999943,
165,Amravati,Industrial,20120050,2012,5,14.0,112.0,12.0,,0.0,0.5,-9.0,,13.0,90.0,11.0,,0.3000000000000007,0.0,0.09999999999999432,,15.0,116.6,13.3,,1.0,-0.3000000000000007,0.0,-6.900000000000006,
166,Amravati,Industrial,20120060,2012,6,13.0,105.5,11.0,,-1.0,-1.0,-6.5,,12.0,92.9,10.9,,-1.0,-0.09999999999999964,2.9000000000000057,,14.0,110.6,12.1,,1.0,-1.0,-1.200000000000001,-6.0,
167,Amravati,Industrial,20120070,2012,7,13.0,97.0,12.0,,1.0,0.0,-8.5,,12.0,81.39999999999998,10.0,,0.0,-0.9000000000000004,-11.500000000000028,,15.0,103.2,14.0,,1.0,1.0,1.9000000000000004,-7.3999999999999915,
168,Amravati,Industrial,20120080,2012,8,14.0,113.5,12.5,,0.5,1.0,16.5,,12.4,107.5,10.5,,0.40000000000000036,0.5,26.100000000000023,,15.6,119.5,14.5,,1.0,0.5999999999999996,0.5,16.299999999999997,
169,Amravati,Industrial,20120090,2012,9,14.0,85.0,12.0,,-0.5,0.0,-28.5,,12.7,78.0,10.7,,0.29999999999999893,0.1999999999999993,-29.5,,14.3,103.4,13.0,,1.0,-1.299999999999999,-1.5,-16.099999999999994,
170,Amravati,Industrial,20120100,2012,10,14.0,97.0,12.0,,0.0,0.0,12.0,,12.0,93.0,10.8,,-0.6999999999999993,0.10000000000000142,15.0,,14.2,113.2,13.0,,1.0,-0.10000000000000142,0.0,9.799999999999997,
171,Amravati,Industrial,20120110,2012,11,13.0,102.0,11.0,,-1.0,-1.0,5.0,,12.0,93.2,10.0,,0.0,-0.8000000000000007,0.20000000000000284,,14.6,112.2,12.6,,1.0,0.40000000000000036,-0.40000000000000036,-1.0,
172,Amravati,Industrial,20120120,2012,12,13.0,96.0,11.0,,0.0,0.0,-6.0,,11.8,84.0,10.0,,-0.1999999999999993,0.0,-9.200000000000003,,14.0,106.20000000000002,12.0,,1.0,-0.5999999999999996,-0.5999999999999996,-5.999999999999986,
173,Amravati,Industrial,20130010,2013,1,13.0,59.0,11.0,,0.0,0.0,-37.0,,11.6,41.2,9.6,,-0.20000000000000107,-0.40000000000000036,-42.8,,14.6,75.4,12.6,,-11.0,0.5999999999999996,0.5999999999999996,-30.80000000000001,
174,Amravati,Industrial,20130020,2013,2,14.0,59.0,12.0,,1.0,1.0,0.0,,12.7,48.7,10.7,,1.0999999999999996,1.0999999999999996,7.5,,14.3,65.1,12.6,,1.0,-0.29999999999999893,0.0,-10.300000000000011,
175,Amravati,Industrial,20130030,2013,3,14.0,59.0,12.5,,0.5,0.0,0.0,,12.0,49.0,10.0,,-0.6999999999999993,-0.6999999999999993,0.29999999999999716,,15.0,68.4,14.0,,1.0,0.6999999999999993,1.4000000000000004,3.3000000000000114,
176,Amravati,Industrial,20130040,2013,4,13.0,57.0,12.0,,-0.5,-1.0,-2.0,,11.6,46.8,9.6,,-0.40000000000000036,-0.40000000000000036,-2.200000000000003,,14.4,61.2,12.4,,1.0,-0.5999999999999996,-1.5999999999999996,-7.200000000000003,
177,Amravati,Industrial,20130060,2013,6,14.0,60.0,12.5,,,,,,13.5,55.0,12.0,,,,,,15.5,65.5,13.0,,2.0,,,,
178,Amravati,Industrial,20130070,2013,7,13.0,60.5,12.0,,-0.5,-1.0,0.5,,12.7,48.4,11.0,,-0.8000000000000007,-1.0,-6.600000000000001,,15.6,71.8,13.599999999999998,,1.0,0.09999999999999964,0.5999999999999979,6.299999999999997,
179,Amravati,Industrial,20130080,2013,8,12.5,58.5,10.5,,-1.5,-0.5,-2.0,,10.0,26.4,8.4,,-2.6999999999999993,-2.5999999999999996,-22.0,,16.0,72.0,14.3,,1.0,0.40000000000000036,0.7000000000000028,0.20000000000000284,
180,Amravati,Industrial,20130090,2013,9,15.0,57.5,12.5,,2.0,2.5,-1.0,,12.7,37.5,10.7,,2.6999999999999993,2.299999999999999,11.100000000000001,,15.3,74.3,13.0,,1.0,-0.6999999999999993,-1.3000000000000007,2.299999999999997,
181,Amravati,Industrial,20130100,2013,10,12.5,56.0,11.0,,-1.5,-2.5,-1.5,,12.0,47.2,10.0,,-0.6999999999999993,-0.6999999999999993,9.700000000000003,,16.2,75.3,13.9,,1.0,0.8999999999999986,0.9000000000000004,1.0,
182,Amravati,Industrial,20130110,2013,11,14.0,53.0,12.0,,1.0,1.5,-3.0,,12.6,40.40000000000001,10.6,,0.5999999999999996,0.5999999999999996,-6.79999999999999,,17.4,76.80000000000003,14.4,,1.0,1.1999999999999993,0.5,1.5000000000000284,
183,Amravati,Industrial,20130120,2013,12,14.0,49.0,12.0,,0.0,0.0,-4.0,,10.6,36.40000000000001,9.2,,-2.0,-1.4000000000000004,-4.0,,15.4,66.4,13.4,,1.0,-1.9999999999999982,-1.0,-10.40000000000002,
184,Amravati,Industrial,20150010,2015,1,15.0,108.0,13.0,,1.0,1.0,59.0,,13.8,99.0,11.8,,3.200000000000001,2.6000000000000014,62.59999999999999,,16.0,116.4,14.2,,-11.0,0.5999999999999996,0.7999999999999989,50.0,
185,Amravati,Industrial,20150020,2015,2,13.0,107.0,12.0,,-1.0,-2.0,-1.0,,11.0,98.7,10.0,,-2.8000000000000007,-1.8000000000000007,-0.29999999999999716,,14.3,115.9,13.0,,1.0,-1.6999999999999993,-1.1999999999999993,-0.5,
186,Amravati,Industrial,20150030,2015,3,14.0,109.0,12.0,,0.0,1.0,2.0,,12.0,99.6,11.0,,1.0,1.0,0.8999999999999915,,15.0,117.2,14.2,,1.0,0.6999999999999993,1.1999999999999993,1.2999999999999972,
187,Amravati,Industrial,20150040,2015,4,14.0,130.0,11.5,,-0.5,0.0,21.0,,12.7,122.2,11.0,,0.6999999999999993,0.0,22.60000000000001,,15.3,135.6,14.0,,1.0,0.3000000000000007,-0.1999999999999993,18.39999999999999,
188,Amravati,Industrial,20150060,2015,6,13.0,118.5,11.5,,,,,,12.0,105.5,10.5,,,,,,15.0,125.5,13.5,,2.0,,,,
189,Amravati,Industrial,20150080,2015,8,14.0,110.0,11.0,,,,,,13.6,100.4,10.6,,,,,,15.4,124.2,13.4,,2.0,,,,
190,Amravati,Industrial,20150090,2015,9,12.0,109.0,11.0,,0.0,-2.0,-1.0,,10.6,82.8,9.6,,-3.0,-1.0,-17.60000000000001,,14.0,116.8,13.0,,1.0,-1.4000000000000004,-0.40000000000000036,-7.400000000000006,
191,Amravati,Industrial,20150100,2015,10,13.0,104.0,12.0,,1.0,1.0,-5.0,,11.0,98.6,9.8,,0.40000000000000036,0.20000000000000107,15.799999999999997,,14.2,111.6,13.2,,1.0,0.1999999999999993,0.1999999999999993,-5.200000000000003,
192,Amravati,Industrial,20150110,2015,11,12.5,104.0,11.5,,-0.5,-0.5,0.0,,11.0,98.1,10.0,,0.0,0.1999999999999993,-0.5,,14.0,112.9,13.0,,1.0,-0.1999999999999993,-0.1999999999999993,1.3000000000000114,
193,Amravati,Industrial,20150120,2015,12,13.0,104.0,11.0,,-0.5,0.5,0.0,,10.8,92.8,9.0,,-0.1999999999999993,-1.0,-5.299999999999997,,14.0,113.8,13.0,,1.0,0.0,0.0,0.8999999999999915,
194,Amravati,Residential,20060010,2006,1,15.0,,10.8,,,,,,15.0,,10.8,,,,,,15.0,,10.8,,,,,,
195,Amravati,Residential,20060020,2006,2,24.65,,13.7,,2.8999999999999986,9.65,,,23.09,,13.62,,8.09,2.8199999999999985,,,26.21,,13.78,,1.0,11.21,2.9799999999999986,,
196,Amravati,Residential,20060030,2006,3,20.15,,12.95,,-0.75,-4.5,,,17.23,,12.67,,-5.859999999999999,-0.9499999999999993,,,23.07,,13.23,,1.0,-3.1400000000000006,-0.5499999999999989,,
197,Amravati,Residential,20060040,2006,4,13.85,,9.1,,-3.85,-6.299999999999998,,,13.090000000000002,,8.059999999999999,,-4.139999999999999,-4.610000000000001,,,14.61,,10.14,,1.0,-8.46,-3.09,,
198,Amravati,Residential,20060050,2006,5,9.5,,9.2,,0.09999999999999963,-4.350000000000001,,,9.5,,9.2,,-3.5900000000000016,1.1400000000000006,,,9.5,,9.2,,1.0,-5.109999999999999,-0.9400000000000013,,
199,Amravati,Residential,20060060,2006,6,22.4,,9.4,,0.20000000000000107,12.9,,,22.4,,9.4,,12.899999999999999,0.20000000000000107,,,22.4,,9.4,,1.0,12.899999999999999,0.20000000000000107,,
200,Amravati,Residential,20060090,2006,9,23.200000000000006,,12.9,,,,,,19.680000000000003,,12.18,,,,,,26.72,,13.62,,3.0,,,,
201,Amravati,Residential,20060100,2006,10,19.3,,13.4,,0.5,-3.9000000000000017,,,14.420000000000002,,10.52,,-5.260000000000002,-1.6600000000000001,,,28.02,,15.32,,1.0,1.3000000000000007,1.700000000000001,,
202,Amravati,Residential,20060110,2006,11,19.1,,10.9,,-2.5,-0.1999999999999993,,,13.54,,9.22,,-0.8800000000000026,-1.299999999999999,,,27.78,,13.76,,1.0,-0.23999999999999844,-1.5600000000000005,,
203,Amravati,Residential,20060120,2006,12,12.3,,10.3,,-0.5999999999999996,-6.800000000000002,,,7.9,,8.7,,-5.639999999999999,-0.5200000000000014,,,18.5,,15.0,,1.0,-9.280000000000001,1.2400000000000002,,
