,City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,NO2_Median,RSPM_PM10_Median,SO2_Median,SPM_Median,Median_SO2_MOM_diff,Median_NO2_MOM_diff,Median_RSPM_PM10_MOM_diff,Median_SPM_MOM_diff,NO2_P10,RSPM_PM10_P10,SO2_P10,SPM_P10,P10_NO2_MOM_diff,P10_SO2_MOM_diff,P10_RSPM_PM10_MOM_diff,P10_SPM_MOM_diff,NO2_P90,RSPM_PM10_P90,SO2_P90,SPM_P90,month_number_diff,P90_NO2_MOM_diff,P90_SO2_MOM_diff,P90_RSPM_PM10_MOM_diff,P90_SPM_MOM_diff,year_number_diff,NO2_Median_YOY_diff,SO2_Median_YOY_diff,RSPM_PM10_Median_YOY_diff,SPM_Median_YOY_diff,NO2_P10_YOY_diff,SO2_P10_YOY_diff,RSPM_PM10_P10_YOY_diff,SPM_P10_YOY_diff,NO2_P90_YOY_diff,SO2_P90_YOY_diff,RSPM_PM10_P90_YOY_diff,SPM_P90_YOY_diff
1571,Jalna,Residential,20140060,2014,6,30.0,95.0,8.0,,-1.0,0.0,-18.0,,28.4,83.39999999999998,6.800000000000002,,-0.20000000000000284,-1.799999999999998,19.799999999999976,,31.0,110.6,10.0,,1.0,0.0,-0.1999999999999993,-20.0,,1.0,1.0,-1.0,23.0,,0.3999999999999986,-1.1999999999999984,21.799999999999976,,0.6000000000000014,0.0,10.199999999999989,
1572,Jalna,Residential,20150060,2015,6,28.0,82.5,8.0,,-4.0,-3.0,-19.5,,21.0,66.0,6.5,,-7.800000000000001,-4.5,-23.799999999999997,,32.5,118.5,9.0,,1.0,0.29999999999999716,-4.199999999999999,-12.099999999999994,,1.0,-2.0,0.0,-12.5,,-7.399999999999999,-0.3000000000000016,-17.399999999999977,,1.5,-1.0,7.900000000000006,
1573,Jalna,Residential,20110070,2011,7,20.0,50.0,5.0,,1.0,-8.0,-14.0,,17.8,35.8,4.0,,-6.0,0.0,-21.400000000000006,,25.6,94.6,6.0,,1.0,-8.399999999999999,0.5999999999999996,-8.0,,-4.0,,,,,,,,,,,,
1574,Jalna,Residential,20120070,2012,7,28.5,55.5,7.0,,0.0,0.5,-34.5,,27.7,41.6,7.0,,1.3000000000000007,1.0,0.3999999999999986,,30.0,108.79999999999998,10.3,,1.0,0.6000000000000014,-0.6999999999999993,-20.400000000000006,,1.0,8.5,2.0,5.5,,9.899999999999999,3.0,5.800000000000004,,4.399999999999999,4.300000000000001,14.199999999999989,
1575,Jalna,Residential,20130070,2013,7,30.5,85.0,9.5,,0.5,1.5,13.0,,29.3,66.8,9.0,,1.3000000000000007,1.0,5.199999999999996,,31.0,204.70000000000005,10.0,,1.0,0.6000000000000014,0.0,104.30000000000004,,1.0,2.0,2.5,29.5,,1.6000000000000014,2.0,25.199999999999996,,1.0,-0.3000000000000007,95.90000000000006,
1576,Jalna,Residential,20140070,2014,7,28.5,66.5,7.0,,-1.0,-1.5,-28.5,,26.4,35.2,6.0,,-2.0,-0.8000000000000016,-48.199999999999974,,30.3,96.0,8.6,,1.0,-0.6999999999999993,-1.4000000000000004,-14.599999999999994,,1.0,-2.0,-2.5,-18.5,,-2.900000000000002,-3.0,-31.599999999999994,,-0.6999999999999993,-1.4000000000000004,-108.70000000000005,
1577,Jalna,Residential,20150070,2015,7,27.5,90.5,7.0,,-1.0,-0.5,8.0,,21.7,63.8,5.9,,0.6999999999999993,-0.5999999999999996,-2.200000000000003,,30.0,115.6,8.299999999999999,,1.0,-2.5,-0.7000000000000011,-2.9000000000000057,,1.0,-1.0,0.0,24.0,,-4.699999999999999,-0.09999999999999964,28.599999999999994,,-0.3000000000000007,-0.3000000000000007,19.599999999999994,
1578,Jalna,Residential,20110080,2011,8,21.5,60.5,5.5,,0.5,1.5,10.5,,18.8,34.40000000000001,5.0,,1.0,1.0,-1.3999999999999844,,28.0,111.2,7.3,,1.0,2.3999999999999986,1.2999999999999998,16.60000000000001,,-4.0,,,,,,,,,,,,
1579,Jalna,Residential,20120080,2012,8,29.0,66.0,8.0,,1.0,0.5,10.5,,26.6,43.8,7.0,,-1.0999999999999979,0.0,2.1999999999999957,,30.2,105.60000000000002,11.0,,1.0,0.1999999999999993,0.6999999999999993,-3.19999999999996,,1.0,7.5,2.5,5.5,,7.800000000000001,2.0,9.399999999999984,,2.1999999999999993,3.7,-5.59999999999998,
1580,Jalna,Residential,20130080,2013,8,30.0,95.0,10.0,,0.5,-0.5,10.0,,29.8,70.4,10.0,,0.5,1.0,3.6000000000000085,,31.0,128.6,11.0,,1.0,0.0,1.0,-76.10000000000005,,1.0,1.0,2.0,29.0,,3.1999999999999993,3.0,26.60000000000001,,0.8000000000000007,0.0,22.99999999999997,
1581,Jalna,Residential,20140080,2014,8,27.0,53.0,7.5,,0.5,-1.5,-13.5,,23.7,30.3,6.7,,-2.6999999999999993,0.7000000000000002,-4.900000000000002,,30.3,104.0,8.3,,1.0,0.0,-0.29999999999999893,8.0,,1.0,-3.0,-2.5,-42.0,,-6.100000000000001,-3.3,-40.10000000000001,,-0.6999999999999993,-2.6999999999999993,-24.599999999999994,
1582,Jalna,Residential,20110090,2011,9,23.0,51.0,7.0,,1.5,1.5,-9.5,,19.8,34.0,4.8,,1.0,-0.20000000000000018,-0.4000000000000128,,24.4,86.2,7.2,,1.0,-3.6000000000000014,-0.09999999999999964,-25.0,,-3.0,,,,,,,,,,,,
1583,Jalna,Residential,20120090,2012,9,31.0,69.5,10.0,,2.0,2.0,3.5,,27.7,35.9,7.9,,1.0999999999999979,0.9000000000000004,-7.899999999999999,,32.1,110.4,11.0,,1.0,1.9000000000000021,0.0,4.799999999999983,,1.0,8.0,3.0,18.5,,7.899999999999999,3.1000000000000005,1.8999999999999986,,7.700000000000003,3.8,24.200000000000003,
1584,Jalna,Residential,20130090,2013,9,31.0,86.0,11.0,,1.0,1.0,-9.0,,29.6,63.0,9.6,,-0.1999999999999993,-0.40000000000000036,-7.400000000000006,,32.0,111.0,11.0,,1.0,1.0,0.0,-17.599999999999994,,1.0,0.0,1.0,16.5,,1.9000000000000021,1.6999999999999993,27.1,,-0.10000000000000142,0.0,0.5999999999999943,
1585,Jalna,Residential,20140090,2014,9,26.0,84.0,8.0,,0.5,-1.0,31.0,,22.8,71.8,5.6,,-0.8999999999999986,-1.1000000000000005,41.5,,30.0,114.6,9.8,,1.0,-0.3000000000000007,1.5,10.599999999999994,,1.0,-5.0,-3.0,-2.0,,-6.800000000000001,-4.0,8.799999999999997,,-2.0,-1.1999999999999993,3.5999999999999943,
1586,Jalna,Residential,20150090,2015,9,28.0,81.0,9.0,,,,,,27.6,49.2,8.6,,,,,,29.4,103.2,11.0,,2.0,,,,,1.0,2.0,1.0,-3.0,,4.800000000000001,3.0,-22.599999999999994,,-0.6000000000000014,1.1999999999999993,-11.399999999999991,
1587,Jalna,Residential,20110100,2011,10,26.5,86.0,6.5,,-0.5,3.5,35.0,,22.8,64.9,5.699999999999998,,3.0,0.8999999999999986,30.900000000000006,,29.5,112.1,7.3,,1.0,5.100000000000001,0.09999999999999964,25.89999999999999,,-4.0,,,,,,,,,,,,
1588,Jalna,Residential,20120100,2012,10,32.0,74.0,11.0,,1.0,1.0,4.5,,28.4,53.8,7.6,,0.6999999999999993,-0.3000000000000007,17.9,,35.6,109.8,12.4,,1.0,3.5,1.4000000000000004,-0.6000000000000085,,1.0,5.5,4.5,-12.0,,5.599999999999998,1.9000000000000012,-11.100000000000009,,6.100000000000001,5.1000000000000005,-2.299999999999997,
1589,Jalna,Residential,20130100,2013,10,29.0,80.0,9.0,,-2.0,-2.0,-6.0,,28.0,62.2,8.0,,-1.6000000000000014,-1.5999999999999996,-0.7999999999999972,,31.3,123.5,9.9,,1.0,-0.6999999999999993,-1.0999999999999996,12.5,,1.0,-3.0,-2.0,6.0,,-0.3999999999999986,0.40000000000000036,8.400000000000006,,-4.300000000000001,-2.5,13.700000000000003,
1590,Jalna,Residential,20140100,2014,10,30.0,77.5,7.0,,-1.0,4.0,-6.5,,25.8,60.5,7.0,,3.0,1.4000000000000004,-11.299999999999997,,32.4,122.69999999999996,8.299999999999999,,1.0,2.3999999999999986,-1.5000000000000018,8.099999999999966,,1.0,1.0,-2.0,-2.5,,-2.1999999999999993,-1.0,-1.7000000000000028,,1.0999999999999979,-1.6000000000000014,-0.8000000000000398,
1591,Jalna,Residential,20150100,2015,10,30.0,105.5,11.0,,2.0,2.0,24.5,,25.9,65.2,9.8,,-1.7000000000000028,1.200000000000001,16.0,,31.1,176.99999999999991,12.1,,1.0,1.7000000000000028,1.0999999999999996,73.79999999999991,,1.0,0.0,4.0,28.0,,0.09999999999999787,2.8000000000000007,4.700000000000003,,-1.2999999999999972,3.8000000000000007,54.299999999999955,
1592,Jalna,Residential,20110110,2011,11,26.0,87.0,7.0,,0.5,-0.5,1.0,,25.0,61.5,6.0,,2.1999999999999993,0.3000000000000016,-3.4000000000000057,,28.0,119.5,7.5,,1.0,-1.5,0.20000000000000018,7.400000000000006,,-4.0,,,,,,,,,,,,
1593,Jalna,Residential,20120110,2012,11,31.5,116.5,10.5,,-0.5,-0.5,42.5,,28.5,84.4,8.5,,0.10000000000000142,0.9000000000000004,30.60000000000001,,33.0,141.6,12.0,,1.0,-2.6000000000000014,-0.40000000000000036,31.799999999999997,,1.0,5.5,3.5,29.5,,3.5,2.5,22.900000000000006,,5.0,4.5,22.099999999999994,
1594,Jalna,Residential,20130110,2013,11,30.0,120.0,9.0,,0.0,1.0,40.0,,28.0,63.8,7.8,,0.0,-0.20000000000000018,1.5999999999999943,,30.4,149.60000000000005,10.4,,1.0,-0.9000000000000021,0.5,26.10000000000005,,1.0,-1.5,-1.5,3.5,,-0.5,-0.7000000000000002,-20.60000000000001,,-2.6000000000000014,-1.5999999999999996,8.000000000000057,
1595,Jalna,Residential,20140110,2014,11,29.0,94.0,8.0,,1.0,-1.0,16.5,,26.2,64.4,5.0,,0.3999999999999986,-2.0,3.9000000000000057,,31.2,115.6,10.6,,1.0,-1.1999999999999993,2.3000000000000007,-7.099999999999966,,1.0,-1.0,-1.0,-26.0,,-1.8000000000000007,-2.8,0.6000000000000085,,0.8000000000000007,0.1999999999999993,-34.00000000000006,
1596,Jalna,Residential,20150110,2015,11,32.0,126.5,12.0,,1.0,2.0,21.0,,25.200000000000006,113.4,11.0,,-0.6999999999999922,1.1999999999999993,48.2,,38.0,184.9,17.599999999999994,,1.0,6.899999999999999,5.499999999999995,7.900000000000091,,1.0,3.0,4.0,32.5,,-0.9999999999999929,6.0,49.0,,6.800000000000001,6.999999999999995,69.30000000000001,
1597,Jalna,Residential,20110120,2011,12,27.0,119.5,7.0,,0.0,1.0,32.5,,25.8,77.2,6.4,,0.8000000000000007,0.40000000000000036,15.700000000000003,,28.0,179.39999999999995,8.0,,1.0,0.0,0.5,59.89999999999995,,-4.0,,,,,,,,,,,,
1598,Jalna,Residential,20120120,2012,12,31.5,88.5,11.0,,0.5,0.0,-28.0,,28.6,67.2,7.0,,0.10000000000000142,-1.5,-17.200000000000003,,32.1,211.4,12.0,,1.0,-0.8999999999999986,0.0,69.80000000000001,,1.0,4.5,4.0,-31.0,,2.8000000000000007,0.5999999999999996,-10.0,,4.100000000000001,4.0,32.00000000000006,
1599,Jalna,Residential,20130120,2013,12,31.0,128.0,10.5,,1.5,1.0,8.0,,30.0,79.6,10.0,,2.0,2.2,15.799999999999997,,32.0,142.89999999999995,12.0,,1.0,1.6000000000000014,1.5999999999999996,-6.700000000000102,,1.0,-0.5,-0.5,39.5,,1.3999999999999986,3.0,12.399999999999991,,-0.10000000000000142,0.0,-68.50000000000006,
1600,Jalna,Residential,20140120,2014,12,30.0,96.0,9.0,,1.0,1.0,2.0,,29.0,81.0,8.5,,2.8000000000000007,3.5,16.599999999999994,,30.0,120.5,9.5,,1.0,-1.1999999999999993,-1.0999999999999996,4.900000000000006,,1.0,-1.0,-1.5,-32.0,,-1.0,-1.5,1.4000000000000057,,-2.0,-2.5,-22.39999999999995,
1601,Jalna,Residential,20150120,2015,12,27.0,124.0,14.0,,2.0,-5.0,-2.5,,25.0,101.0,11.8,,-0.2000000000000064,0.8000000000000007,-12.400000000000006,,36.2,150.8,17.200000000000006,,1.0,-1.7999999999999972,-0.3999999999999879,-34.099999999999994,,1.0,-3.0,5.0,28.0,,-4.0,3.3000000000000007,20.0,,6.200000000000003,7.700000000000006,30.30000000000001,
1602,Kolhapur,Residential,20050010,2005,1,13.5,,5.8,,,,,,10.0,,4.42,,,,,,36.74000000000001,,10.28,,,,,,,,,,,,,,,,,,,
1603,Kolhapur,Residential,20060010,2006,1,31.65,,8.8,,0.5,-1.9500000000000028,,,8.99,,4.92,,-1.3100000000000005,-0.8799999999999999,,,54.42,,14.71,,-11.0,-7.579999999999998,0.7100000000000009,,,1.0,18.15,3.000000000000001,,,-1.0099999999999998,0.5,,,17.679999999999993,4.4300000000000015,,
1604,Kolhapur,Residential,20070010,2007,1,18.75,56.0,7.0,123.5,-0.5,-1.1499999999999986,,,7.5,43.3,4.56,94.3,-0.9400000000000013,-0.4400000000000004,,,44.1,82.6,12.08,262.7,-11.0,8.399999999999999,1.1999999999999993,,,1.0,-12.899999999999999,-1.8000000000000007,,,-1.4900000000000002,-0.3600000000000003,,,-10.32,-2.630000000000001,,
1605,Kolhapur,Residential,20080010,2008,1,19.75,100.0,9.8,211.0,3.200000000000001,10.95,23.5,49.0,5.840000000000002,45.40000000000001,4.74,99.4,-0.2799999999999985,-0.009999999999999787,6.100000000000016,10.100000000000009,29.43,125.4,13.38,285.2000000000001,-11.0,8.129999999999999,3.880000000000001,24.0,64.2000000000001,1.0,1.0,2.8000000000000007,44.0,87.5,-1.6599999999999984,0.1800000000000006,2.1000000000000156,5.1000000000000085,-14.670000000000002,1.3000000000000007,42.80000000000001,22.500000000000114
1606,Kolhapur,Residential,20090010,2009,1,13.5,89.0,10.0,230.5,-1.9499999999999995,-5.100000000000001,-4.0,1.5,8.58,58.0,7.0,120.0,-4.42,-1.7400000000000002,-4.0,-13.5,19.880000000000006,110.0,14.85,384.0,-11.0,-5.059999999999995,-1.290000000000001,-3.5,66.0,1.0,-6.25,0.1999999999999993,-11.0,19.5,2.7399999999999984,2.26,12.599999999999987,20.599999999999994,-9.549999999999994,1.4699999999999989,-15.400000000000006,98.7999999999999
1607,Kolhapur,Residential,20100010,2010,1,15.0,86.0,14.0,206.0,3.4000000000000004,3.0500000000000007,10.0,30.5,8.0,52.0,7.6,108.6,2.0,0.5,-3.5,-5.900000000000006,22.20000000000001,104.0,17.400000000000002,292.6,-11.0,2.20000000000001,1.3000000000000007,-4.5,-11.899999999999977,1.0,1.5,4.0,-3.0,-24.5,-0.5800000000000001,0.5999999999999996,-6.0,-11.400000000000006,2.320000000000004,2.5500000000000025,-6.0,-91.39999999999998
1608,Kolhapur,Residential,20110010,2011,1,23.5,97.5,18.0,,0.5,0.5,-2.5,,11.0,57.4,9.0,,0.5,0.0,0.8999999999999986,,29.3,112.3,23.0,,-11.0,-2.1999999999999993,3.0,-5.200000000000003,,1.0,8.5,4.0,11.5,,3.0,1.4000000000000004,5.399999999999999,,7.099999999999991,5.599999999999998,8.299999999999997,
1609,Kolhapur,Residential,20120010,2012,1,34.0,126.0,25.0,,4.0,8.0,22.0,,17.0,64.4,10.0,,4.0,0.40000000000000036,8.200000000000003,,42.8,148.6,28.0,,-11.0,8.399999999999984,3.0,19.19999999999999,,1.0,10.5,7.0,28.5,,6.0,1.0,7.000000000000007,,13.499999999999996,5.0,36.3,
1610,Kolhapur,Residential,20130010,2013,1,46.5,167.0,30.5,,6.5,11.5,29.5,,22.5,72.0,16.0,,5.0,4.5,8.0,,60.5,236.0,34.5,,-11.0,18.5,5.0,52.0,,1.0,12.5,5.5,41.0,,5.5,6.0,7.599999999999994,,17.700000000000003,6.5,87.4,
1611,Kolhapur,Residential,20140010,2014,1,48.0,130.0,28.0,,1.0,5.0,7.0,,22.0,59.2,13.6,,3.0,-2.4000000000000004,-13.599999999999994,,67.80000000000001,193.2,36.40000000000001,,-11.0,10.600000000000009,4.400000000000013,23.19999999999999,,1.0,1.5,-2.5,-37.0,,-0.5,-2.4000000000000004,-12.799999999999997,,7.300000000000011,1.9000000000000128,-42.80000000000001,
1612,Kolhapur,Residential,20150010,2015,1,57.0,119.0,32.0,,2.5,8.5,-14.0,,23.6,58.6,16.0,,-2.3999999999999986,1.5,0.6000000000000014,,70.4,143.20000000000005,39.0,,-11.0,-7.599999999999994,2.0,-31.299999999999955,,1.0,9.0,4.0,-11.0,,1.6000000000000014,2.4000000000000004,-0.6000000000000014,,2.5999999999999943,2.599999999999987,-49.99999999999994,
1613,Kolhapur,Residential,20050020,2005,2,43.7,,7.65,,1.8500000000000003,30.200000000000006,,,19.78,,3.65,,9.780000000000001,-0.77,,,48.67999999999999,,10.1,,1.0,11.939999999999984,-0.17999999999999972,,,-10.0,,,,,,,,,,,,
1614,Kolhapur,Residential,20060020,2006,2,18.8,,7.2,,-1.6000000000000003,-12.849999999999998,,,11.26,,5.24,,2.2699999999999996,0.3200000000000003,,,55.78,,14.94,,1.0,1.3599999999999994,0.22999999999999865,,,1.0,-24.900000000000002,-0.4500000000000002,,,-8.520000000000001,1.5900000000000003,,,7.1000000000000085,4.84,,
1615,Kolhapur,Residential,20070020,2007,2,20.4,69.0,9.2,150.0,2.1999999999999997,1.6499999999999986,13.0,26.5,7.5,34.4,4.84,73.8,0.0,0.28000000000000025,-8.899999999999999,-20.5,43.7,104.2,11.7,285.2000000000001,1.0,-0.3999999999999986,-0.3800000000000008,21.60000000000001,22.500000000000114,1.0,1.5999999999999979,1.9999999999999991,,,-3.76,-0.40000000000000036,,,-12.079999999999998,-3.24,,
1616,Kolhapur,Residential,20080020,2008,2,15.55,86.0,10.6,186.0,0.7999999999999989,-4.199999999999998,-14.0,-25.0,9.47,56.2,6.98,116.0,3.629999999999999,2.24,10.79999999999999,16.599999999999994,39.23,126.8,15.85,284.8,1.0,9.799999999999997,2.469999999999999,1.3999999999999915,-0.40000000000009095,1.0,-4.849999999999998,1.4000000000000004,17.0,36.0,1.9700000000000006,2.1400000000000006,21.800000000000004,42.2,-4.470000000000006,4.15,22.599999999999994,-0.40000000000009095
1617,Kolhapur,Residential,20090020,2009,2,13.8,84.0,9.8,236.0,-0.1999999999999993,0.3000000000000007,-5.0,5.5,7.3,57.0,7.58,128.4,-1.2800000000000002,0.5800000000000001,-1.0,8.400000000000006,22.200000000000006,111.2,15.620000000000005,384.6,1.0,2.3200000000000003,0.7700000000000049,1.2000000000000028,0.6000000000000227,1.0,-1.75,-0.7999999999999989,-2.0,50.0,-2.170000000000001,0.5999999999999996,0.7999999999999972,12.400000000000006,-17.02999999999999,-0.2299999999999951,-15.599999999999994,99.80000000000001
1618,Kolhapur,Residential,20100020,2010,2,17.0,92.0,14.0,213.0,0.0,2.0,6.0,7.0,8.0,50.0,8.0,108.0,0.0,0.40000000000000036,-2.0,-0.5999999999999943,25.0,108.0,18.0,286.0,1.0,2.79999999999999,0.5999999999999979,4.0,-6.600000000000023,1.0,3.1999999999999993,4.199999999999999,8.0,-23.0,0.7000000000000002,0.41999999999999993,-7.0,-20.400000000000006,2.7999999999999936,2.3799999999999955,-3.200000000000003,-98.60000000000002
1619,Kolhapur,Residential,20110020,2011,2,22.0,91.0,17.0,,-1.0,-1.5,-6.5,,11.0,57.2,9.0,,0.0,0.0,-0.19999999999999574,,27.0,107.6,20.0,,1.0,-2.3000000000000007,-3.0,-4.700000000000003,,1.0,5.0,3.0,-1.0,,3.0,1.0,7.200000000000003,,2.0,2.0,-0.4000000000000057,
1620,Kolhapur,Residential,20120020,2012,2,29.5,123.5,24.0,,-1.0,-4.5,-2.5,,15.3,58.3,10.0,,-1.6999999999999993,0.0,-6.1000000000000085,,39.7,154.7,27.7,,1.0,-3.0999999999999943,-0.3000000000000007,6.099999999999994,,1.0,7.5,7.0,32.5,,4.300000000000001,1.0,1.0999999999999943,,12.700000000000003,7.699999999999999,47.099999999999994,
1621,Kolhapur,Residential,20130020,2013,2,39.0,135.0,28.0,,-2.5,-7.5,-32.0,,23.200000000000006,66.2,15.4,,0.7000000000000064,-0.5999999999999996,-5.799999999999997,,64.6,246.2,33.6,,1.0,4.099999999999994,-0.8999999999999986,10.199999999999989,,1.0,9.5,4.0,11.5,,7.900000000000006,5.4,7.900000000000006,,24.89999999999999,5.900000000000002,91.5,
1622,Kolhapur,Residential,20140020,2014,2,43.5,113.0,28.5,,0.5,-4.5,-17.0,,22.1,51.0,11.1,,0.10000000000000142,-2.5,-8.200000000000003,,62.8,192.4,36.90000000000001,,1.0,-5.000000000000014,0.5,-0.799999999999983,,1.0,4.5,0.5,-22.0,,-1.100000000000005,-4.300000000000001,-15.200000000000003,,-1.7999999999999972,3.3000000000000114,-53.79999999999998,
1623,Kolhapur,Residential,20150020,2015,2,44.5,127.0,30.5,,-1.5,-12.5,8.0,,26.3,67.6,16.3,,2.6999999999999993,0.3000000000000007,8.999999999999993,,64.7,154.2,38.7,,1.0,-5.700000000000003,-0.29999999999999716,10.999999999999943,,1.0,1.0,2.0,14.0,,4.199999999999999,5.200000000000001,16.599999999999994,,1.9000000000000057,1.79999999999999,-38.20000000000002,
1624,Kolhapur,Residential,20050030,2005,3,18.3,,6.35,,-1.3000000000000007,-25.4,,,10.8,,5.65,,-8.98,2.0000000000000004,,,28.85,,11.55,,1.0,-19.82999999999999,1.450000000000001,,,-10.0,,,,,,,,,,,,
1625,Kolhapur,Residential,20060030,2006,3,38.3,,10.2,,2.9999999999999987,19.5,,,11.52,,6.54,,0.2599999999999998,1.2999999999999998,,,58.08,,15.58,,1.0,2.299999999999997,0.6400000000000006,,,1.0,19.999999999999996,3.8499999999999996,,,0.7199999999999989,0.8899999999999997,,,29.229999999999997,4.029999999999999,,
1626,Kolhapur,Residential,20070030,2007,3,23.8,60.5,8.0,174.0,-1.1999999999999993,3.4000000000000017,-8.5,24.0,8.379999999999999,42.5,4.82,112.0,0.879999999999999,-0.019999999999999574,8.100000000000001,38.2,42.94,103.0,12.68,414.0,1.0,-0.7600000000000051,0.9800000000000004,-1.2000000000000028,128.7999999999999,1.0,-14.499999999999996,-2.1999999999999993,,,-3.1400000000000006,-1.7199999999999998,,,-15.14,-2.9000000000000004,,
1627,Kolhapur,Residential,20080030,2008,3,25.8,109.0,16.3,239.0,5.700000000000001,10.25,23.0,53.0,11.560000000000002,71.60000000000002,8.5,154.8,2.0900000000000016,1.5199999999999996,15.40000000000002,38.80000000000001,39.12000000000001,119.0,21.02,268.4,1.0,-0.10999999999998522,5.17,-7.799999999999997,-16.400000000000034,1.0,2.0,8.3,48.5,65.0,3.1800000000000033,3.6799999999999997,29.100000000000023,42.80000000000001,-3.819999999999986,8.34,16.0,-145.60000000000002
1628,Kolhapur,Residential,20090030,2009,3,17.65,100.0,13.6,278.5,3.799999999999999,3.8499999999999983,16.0,42.5,7.1,58.5,7.699999999999998,130.0,-0.20000000000000018,0.11999999999999833,1.5,1.5999999999999943,23.5,123.5,16.4,410.0,1.0,1.2999999999999936,0.779999999999994,12.299999999999997,25.399999999999977,1.0,-8.150000000000002,-2.700000000000001,-9.0,39.5,-4.460000000000003,-0.8000000000000016,-13.100000000000023,-24.80000000000001,-15.620000000000012,-4.620000000000001,4.5,141.60000000000002
1629,Kolhapur,Residential,20100030,2010,3,21.0,90.5,17.5,234.0,3.5,4.0,-1.5,21.0,11.0,57.5,9.5,118.0,3.0,1.5,7.5,10.0,23.5,102.0,20.5,250.5,1.0,-1.5,2.5,-6.0,-35.5,1.0,3.3500000000000014,3.9000000000000004,-9.5,-44.5,3.9000000000000004,1.8000000000000016,-1.0,-12.0,0.0,4.100000000000001,-21.5,-159.5
1630,Kolhapur,Residential,20110030,2011,3,23.5,86.0,17.0,,0.0,1.5,-5.0,,11.0,58.5,9.0,,0.0,0.0,1.2999999999999972,,33.5,112.0,22.0,,1.0,6.5,2.0,4.400000000000006,,1.0,2.5,-0.5,-4.5,,0.0,-0.5,1.0,,10.0,1.5,10.0,
1631,Kolhapur,Residential,20120030,2012,3,34.0,135.0,26.0,,2.0,4.5,11.5,,17.0,61.6,11.6,,1.6999999999999993,1.5999999999999996,3.3000000000000043,,43.0,169.8,29.4,,1.0,3.299999999999997,1.6999999999999993,15.100000000000023,,1.0,10.5,9.0,49.0,,6.0,2.5999999999999996,3.1000000000000014,,9.5,7.399999999999999,57.80000000000001,
1632,Kolhapur,Residential,20130030,2013,3,41.0,116.0,23.0,,-5.0,2.0,-19.0,,20.0,67.2,14.1,,-3.2000000000000064,-1.3000000000000007,1.0,,52.0,149.3,26.0,,1.0,-12.599999999999994,-7.600000000000001,-96.89999999999998,,1.0,7.0,-3.0,-19.0,,3.0,2.5,5.600000000000001,,9.0,-3.3999999999999986,-20.5,
1633,Kolhapur,Residential,20140030,2014,3,38.0,95.0,23.0,,-5.5,-5.5,-18.0,,21.0,52.4,12.0,,-1.1000000000000014,0.9000000000000004,1.3999999999999986,,59.6,166.8,34.2,,1.0,-3.1999999999999957,-2.70000000000001,-25.599999999999994,,1.0,-3.0,0.0,-21.0,,1.0,-2.0999999999999996,-14.800000000000004,,7.600000000000001,8.200000000000003,17.5,
1634,Kolhapur,Residential,20150030,2015,3,37.5,114.0,24.5,,-6.0,-7.0,-13.0,,21.0,58.5,15.0,,-5.300000000000001,-1.3000000000000007,-9.099999999999994,,53.5,134.0,31.5,,1.0,-11.200000000000003,-7.200000000000003,-20.19999999999999,,1.0,-0.5,1.5,19.0,,0.0,3.0,6.100000000000001,,-6.100000000000001,-2.700000000000003,-32.80000000000001,
1635,Kolhapur,Residential,20050040,2005,4,30.9,,9.15,,2.8000000000000007,12.599999999999998,,,10.91,,5.300000000000002,,0.10999999999999943,-0.34999999999999876,,,52.43,,12.79,,1.0,23.58,1.2399999999999984,,,-10.0,,,,,,,,,,,,
1636,Kolhapur,Residential,20060040,2006,4,33.45,,10.2,,0.0,-4.849999999999994,,,13.65,,5.5,,2.130000000000001,-1.04,,,50.9,,15.4,,1.0,-7.18,-0.17999999999999972,,,1.0,2.5500000000000043,1.049999999999999,,,2.74,0.1999999999999984,,,-1.5300000000000011,2.610000000000001,,
1637,Kolhapur,Residential,20070040,2007,4,24.0,55.0,7.9,156.0,-0.09999999999999963,0.1999999999999993,-5.5,-18.0,8.11,44.6,4.7,109.0,-0.2699999999999996,-0.1200000000000001,2.1000000000000014,-3.0,45.87000000000001,106.4,12.0,358.0,1.0,2.930000000000014,-0.6799999999999997,3.4000000000000057,-56.0,1.0,-9.450000000000003,-2.299999999999999,,,-5.540000000000001,-0.7999999999999998,,,-5.029999999999987,-3.4000000000000004,,
1638,Kolhapur,Residential,20080040,2008,4,27.2,106.0,16.8,227.0,0.5,1.3999999999999986,-3.0,-12.0,13.8,51.4,10.2,121.8,2.2399999999999984,1.6999999999999993,-20.200000000000024,-33.000000000000014,42.23,136.6,22.5,317.2000000000001,1.0,3.109999999999985,1.4800000000000004,17.599999999999994,48.800000000000125,1.0,3.1999999999999993,8.9,51.0,71.0,5.690000000000001,5.499999999999999,6.799999999999997,12.799999999999997,-3.640000000000015,10.5,30.19999999999999,-40.7999999999999
1639,Kolhapur,Residential,20090040,2009,4,15.65,90.5,12.9,235.5,-0.6999999999999993,-1.9999999999999984,-9.5,-43.0,11.4,57.0,9.3,117.0,4.300000000000001,1.6000000000000023,-1.5,-13.0,24.25,113.5,18.0,404.0,1.0,0.75,1.6000000000000014,-10.0,-6.0,1.0,-11.549999999999999,-3.9000000000000004,-15.5,8.5,-2.4000000000000004,-0.8999999999999986,5.600000000000001,-4.799999999999997,-17.979999999999997,-4.5,-23.099999999999994,86.7999999999999
