,City_Town_Village_Area,Type_of_Location,month_number,year_number,NO2,RSPM_PM10,SO2,SPM
3008,Nagpur,Residential,3,1994,14.760000000000002,,6.000000000000001,99.2
3009,Nagpur,Residential,3,1995,15.920000000000002,,6.0,167.3
3010,Nagpur,Residential,3,1996,13.879999999999999,,5.300000000000001,172.5
3011,Nagpur,Residential,3,1997,14.900000000000002,,6.09,173.8
3012,Nagpur,Residential,3,1998,15.05,,3.83,156.3
3013,Nagpur,Residential,3,1999,16.990000000000002,,6.0,173.10000000000002
3014,Nagpur,Residential,3,2000,14.700000000000001,,6.26,123.39999999999999
3015,Nagpur,Residential,3,2001,15.14,,6.0,140.7
3016,Nagpur,Residential,3,2002,15.32,,6.209999999999999,197.9
3017,Nagpur,Residential,3,2003,5.7,,4.0,74.60000000000001
3018,Nagpur,Residential,3,2004,15.620000000000001,37.38,8.2,170.22
3019,Nagpur,Residential,3,2005,10.66,30.8,8.17,158.3
3020,Nagpur,Residential,3,2006,21.51,22.0,8.16,124.0
3021,Nagpur,Residential,3,2007,16.12,56.0,4.12,106.0
3022,Nagpur,Residential,3,2008,12.240000000000002,53.400000000000006,3.5900000000000003,84.80000000000001
3023,Nagpur,Residential,3,2009,22.250000000000004,30.8,4.6899999999999995,97.2
3024,Nagpur,Residential,3,2010,11.249999999,54.7,2.0,76.0
3025,Nagpur,Residential,3,2011,12.0,59.0,2.0,
3026,Nagpur,Residential,3,2012,5.0,37.0,2.0,
3027,Nagpur,Residential,3,2013,22.0,48.1,8.0,
3028,Nagpur,Residential,3,2014,22.0,58.0,9.0,
3029,Nagpur,Residential,3,2015,21.0,50.400000000000006,9.0,
3030,Nagpur,Residential,4,1990,10.52,,6.06,198.60000000000002
3031,Nagpur,Residential,4,1991,5.920000000000001,,5.14,214.4
3032,Nagpur,Residential,4,1992,9.02,,6.57,191.8
3033,Nagpur,Residential,4,1993,8.0,,6.000000000000001,
3034,Nagpur,Residential,4,1994,14.17,,6.0,129.1
3035,Nagpur,Residential,4,1995,9.56,,6.0,158.8
3036,Nagpur,Residential,4,1996,9.84,,4.6,140.9
3037,Nagpur,Residential,4,1997,9.01,,6.119999999999999,139.9
3038,Nagpur,Residential,4,1998,14.31,,5.4399999999999995,149.3
3039,Nagpur,Residential,4,1999,13.120000000000001,,5.050000000000001,174.5
3040,Nagpur,Residential,4,2000,14.36,,6.0,118.30000000000001
3041,Nagpur,Residential,4,2001,17.590000000000003,,6.0,147.3
3042,Nagpur,Residential,4,2002,15.860000000000001,,6.029999999999999,221.3
3043,Nagpur,Residential,4,2003,5.9,,5.800000000000001,46.0
3044,Nagpur,Residential,4,2004,14.76,34.82,8.239999999999998,154.42000000000002
3045,Nagpur,Residential,4,2005,12.18,25.4,8.559999999999999,128.6
3046,Nagpur,Residential,4,2006,19.4,22.0,9.1,116.80000000000001
3047,Nagpur,Residential,4,2007,16.78,43.0,3.1,86.8
3048,Nagpur,Residential,4,2008,8.9,38.5,3.61,125.20000000000002
3049,Nagpur,Residential,4,2009,18.4,46.5,7.22,74.5
3050,Nagpur,Residential,4,2010,18.9,60.833333331,2.0,95.2
3051,Nagpur,Residential,4,2011,20.2,54.4,2.0,
3052,Nagpur,Residential,4,2012,11.200000000000003,41.6,2.0,
3053,Nagpur,Residential,4,2013,22.0,45.2,8.0,
3054,Nagpur,Residential,4,2014,20.0,57.300000000000004,8.0,
3055,Nagpur,Residential,4,2015,18.0,52.0,3.0,
3056,Nagpur,Residential,5,1990,7.3100000000000005,,6.22,118.6
3057,Nagpur,Residential,5,1991,4.680000000000001,,3.4000000000000004,185.8
3058,Nagpur,Residential,5,1992,8.040000000000001,,6.0,187.3
3059,Nagpur,Residential,5,1993,7.800000000000001,,6.000000000000001,
3060,Nagpur,Residential,5,1994,15.75,,6.0,223.9
3061,Nagpur,Residential,5,1995,6.7,,6.0,123.2
3062,Nagpur,Residential,5,1996,8.18,,5.4399999999999995,137.9
3063,Nagpur,Residential,5,1997,8.42,,6.58,108.7
3064,Nagpur,Residential,5,1998,8.920000000000002,,2.5700000000000003,96.80000000000001
3065,Nagpur,Residential,5,1999,11.79,,4.81,160.4
3066,Nagpur,Residential,5,2000,14.73,,6.0,125.5
3067,Nagpur,Residential,5,2001,14.85,,6.0,192.4
3068,Nagpur,Residential,5,2002,10.600000000000001,,6.0,198.20000000000002
3069,Nagpur,Residential,5,2003,6.0,,4.2,107.6
3070,Nagpur,Residential,5,2004,15.02,22.7,8.1,136.7
3071,Nagpur,Residential,5,2005,6.8,19.6,8.61,126.4
3072,Nagpur,Residential,5,2006,8.6,22.4,8.9,130.0
3073,Nagpur,Residential,5,2007,12.93,35.6,3.52,92.8
3074,Nagpur,Residential,5,2008,13.93,54.2,5.38,100.89999999999999
3075,Nagpur,Residential,5,2009,11.080000000000002,47.8,3.1,100.5
3076,Nagpur,Residential,5,2010,13.066666664000001,73.4,2.0,96.1
3077,Nagpur,Residential,5,2011,12.4,52.0,2.0,
3078,Nagpur,Residential,5,2012,13.0,35.8,2.0,
3079,Nagpur,Residential,5,2013,20.0,51.0,8.0,
3080,Nagpur,Residential,5,2014,22.0,55.2,8.0,
3081,Nagpur,Residential,5,2015,18.099999999999998,4.700000000000009,7.0,
3082,Nagpur,Residential,6,1990,9.93,,6.1899999999999995,104.6
3083,Nagpur,Residential,6,1991,5.7700000000000005,,6.66,105.10000000000001
3084,Nagpur,Residential,6,1993,3.0000000000000004,,6.000000000000001,147.0
3085,Nagpur,Residential,6,1994,14.860000000000001,,6.0,116.5
3086,Nagpur,Residential,6,1995,6.710000000000001,,6.0,146.8
3087,Nagpur,Residential,6,1996,7.92,,5.300000000000001,117.30000000000001
3088,Nagpur,Residential,6,1997,12.14,,6.26,70.0
3089,Nagpur,Residential,6,1998,5.53,,6.0,111.19999999999999
3090,Nagpur,Residential,6,1999,12.360000000000001,,5.28,104.2
3091,Nagpur,Residential,6,2000,13.46,,6.0,96.19999999999999
3092,Nagpur,Residential,6,2001,11.9,,6.09,117.19999999999999
3093,Nagpur,Residential,6,2002,10.370000000000001,,6.0,122.6
3094,Nagpur,Residential,6,2003,3.4000000000000004,,4.0,81.1
3095,Nagpur,Residential,6,2004,13.899999999999999,21.5,7.4,126.25
3096,Nagpur,Residential,6,2005,17.18,28.299999999999997,8.51,129.3
3097,Nagpur,Residential,6,2006,24.140000000000004,20.7,8.7,120.6
3098,Nagpur,Residential,6,2007,14.2,28.2,4.3,81.2
3099,Nagpur,Residential,6,2008,17.54,37.0,7.65,77.0
3100,Nagpur,Residential,6,2009,10.180000000000001,32.7,2.3,70.1
3101,Nagpur,Residential,6,2010,9.0,34.233333333000004,2.0,72.3
3102,Nagpur,Residential,6,2011,10.0,36.0,2.0,
3103,Nagpur,Residential,6,2012,8.2,40.2,2.2,
3104,Nagpur,Residential,6,2013,19.0,33.3,8.0,
3105,Nagpur,Residential,6,2014,19.0,56.0,8.0,
3106,Nagpur,Residential,6,2015,16.1,52.0,7.0,
3107,Nagpur,Residential,7,1990,8.68,,6.299999999999999,105.1
3108,Nagpur,Residential,7,1991,6.16,,6.880000000000001,74.4
3109,Nagpur,Residential,7,1993,13.340000000000002,,6.000000000000001,
3110,Nagpur,Residential,7,1994,11.59,,6.0,76.0
3111,Nagpur,Residential,7,1995,9.26,,5.859999999999999,66.30000000000001
3112,Nagpur,Residential,7,1996,10.61,,5.72,76.5
3113,Nagpur,Residential,7,1997,5.86,,6.0,57.3
3114,Nagpur,Residential,7,1998,6.960000000000001,,5.93,76.4
3115,Nagpur,Residential,7,1999,10.59,,5.79,65.6
3116,Nagpur,Residential,7,2000,13.16,,6.0,87.2
3117,Nagpur,Residential,7,2001,13.36,,6.029999999999999,107.7
3118,Nagpur,Residential,7,2002,7.95,,6.0,107.60000000000001
3119,Nagpur,Residential,7,2003,3.9,,4.0,48.099999999999994
3120,Nagpur,Residential,7,2004,12.08,19.1,7.0600000000000005,92.4
3121,Nagpur,Residential,7,2005,11.120000000000001,27.200000000000003,8.9,106.4
3122,Nagpur,Residential,7,2006,21.3,18.8,8.32,105.4
3123,Nagpur,Residential,7,2007,15.7,55.4,3.38,123.1
3124,Nagpur,Residential,7,2008,18.11,24.800000000000004,7.8,50.7
3125,Nagpur,Residential,7,2009,9.69,19.0,4.08,40.0
3126,Nagpur,Residential,7,2010,13.4,30.2,2.0,100.0
3127,Nagpur,Residential,7,2011,12.0,20.400000000000002,2.0,
3128,Nagpur,Residential,7,2012,6.5,36.0,2.0,
3129,Nagpur,Residential,7,2013,21.0,50.0,9.0,
3130,Nagpur,Residential,7,2014,18.0,55.4,8.0,
3131,Nagpur,Residential,7,2015,13.600000000000001,44.9,7.4,
3132,Nagpur,Residential,8,1990,9.15,,5.89,79.80000000000001
3133,Nagpur,Residential,8,1991,6.27,,6.29,52.800000000000004
3134,Nagpur,Residential,8,1993,5.640000000000001,,6.000000000000001,
3135,Nagpur,Residential,8,1994,3.6,,6.0,59.900000000000006
3136,Nagpur,Residential,8,1995,10.49,,5.79,94.3
3137,Nagpur,Residential,8,1996,6.300000000000001,,5.09,82.9
3138,Nagpur,Residential,8,1997,5.93,,6.09,41.5
3139,Nagpur,Residential,8,1998,6.05,,5.43,72.3
3140,Nagpur,Residential,8,1999,11.3,,5.359999999999999,71.5
3141,Nagpur,Residential,8,2000,12.91,,5.93,97.30000000000001
3142,Nagpur,Residential,8,2001,9.64,,6.1499999999999995,85.0
3143,Nagpur,Residential,8,2002,7.529999999999999,,6.0,101.7
3144,Nagpur,Residential,8,2003,4.4,,4.0,21.8
3145,Nagpur,Residential,8,2004,14.99,28.05,7.739999999999999,143.10000000000002
3146,Nagpur,Residential,8,2005,7.24,21.9,8.74,72.60000000000001
3147,Nagpur,Residential,8,2006,21.7,18.1,8.9,112.1
3148,Nagpur,Residential,8,2007,14.600000000000001,38.0,3.3000000000000003,83.19999999999999
3149,Nagpur,Residential,8,2008,19.48,17.400000000000002,7.4,48.4
3150,Nagpur,Residential,8,2009,11.850000000000001,19.0,2.8,39.6
3151,Nagpur,Residential,8,2010,9.0,30.299999999999997,2.0,47.8
3152,Nagpur,Residential,8,2011,11.399999999999999,32.0,2.0,
3153,Nagpur,Residential,8,2012,15.8,36.0,2.0,
3154,Nagpur,Residential,8,2013,21.1,49.2,9.0,
3155,Nagpur,Residential,8,2014,20.0,50.0,8.0,
3156,Nagpur,Residential,8,2015,12.0,45.400000000000006,7.0,
3157,Nagpur,Residential,9,1990,6.500000000000001,,6.32,70.0
3158,Nagpur,Residential,9,1991,7.83,,6.0,65.80000000000001
3159,Nagpur,Residential,9,1993,6.42,,6.000000000000001,
3160,Nagpur,Residential,9,1994,5.7,,6.0,56.0
3161,Nagpur,Residential,9,1995,7.16,,5.72,101.1
3162,Nagpur,Residential,9,1996,8.05,,6.0,68.6
3163,Nagpur,Residential,9,1997,6.77,,6.0,58.6
3164,Nagpur,Residential,9,1998,12.57,,6.0,71.1
3165,Nagpur,Residential,9,1999,10.05,,5.5600000000000005,89.60000000000001
3166,Nagpur,Residential,9,2000,14.41,,6.26,133.7
3167,Nagpur,Residential,9,2001,8.65,,6.18,94.4
3168,Nagpur,Residential,9,2002,10.68,,6.6899999999999995,86.2
3169,Nagpur,Residential,9,2003,3.0,,4.800000000000001,24.599999999999998
3170,Nagpur,Residential,9,2004,15.36,36.58,8.3,156.01999999999998
3171,Nagpur,Residential,9,2005,12.67,26.0,8.12,167.0
3172,Nagpur,Residential,9,2006,24.529999999999998,24.799999999999997,9.370000000000001,143.5
3173,Nagpur,Residential,9,2007,15.2,32.0,6.62,87.6
3174,Nagpur,Residential,9,2008,24.8,22.4,6.78,69.4
3175,Nagpur,Residential,9,2009,13.980000000000002,19.0,8.25,64.0
3176,Nagpur,Residential,9,2010,12.300000002,47.2,2.0,98.75
3177,Nagpur,Residential,9,2011,8.2,42.400000000000006,2.0,
3178,Nagpur,Residential,9,2012,10.0,35.2,3.0,
3179,Nagpur,Residential,9,2013,22.0,51.099999999999994,9.0,
3180,Nagpur,Residential,9,2014,20.0,49.199999999999996,8.0,
3181,Nagpur,Residential,9,2015,11.0,40.0,4.600000000000001,
3182,Nagpur,Residential,10,1990,10.17,,6.34,122.9
3183,Nagpur,Residential,10,1991,9.53,,7.68,121.60000000000001
3184,Nagpur,Residential,10,1993,10.18,,6.000000000000001,
3185,Nagpur,Residential,10,1995,11.09,,5.4399999999999995,127.3
3186,Nagpur,Residential,10,1996,13.65,,6.0,122.0
3187,Nagpur,Residential,10,1997,11.16,,6.0,72.0
3188,Nagpur,Residential,10,1998,15.7,,6.0,137.7
3189,Nagpur,Residential,10,1999,11.870000000000001,,5.2,64.8
3190,Nagpur,Residential,10,2000,13.120000000000001,,6.0,122.9
3191,Nagpur,Residential,10,2001,13.280000000000001,,6.300000000000001,102.4
3192,Nagpur,Residential,10,2002,14.34,,6.359999999999999,155.4
3193,Nagpur,Residential,10,2003,8.4,,6.0,79.39999999999999
3194,Nagpur,Residential,10,2004,16.92,26.0,7.380000000000001,131.5
3195,Nagpur,Residential,10,2005,11.31,27.799999999999997,7.930000000000001,90.4
3196,Nagpur,Residential,10,2006,20.630000000000003,33.6,9.7,154.20000000000002
3197,Nagpur,Residential,10,2007,15.96,69.5,4.78,138.4
3198,Nagpur,Residential,10,2008,27.2,29.0,2.4699999999999998,90.80000000000001
3199,Nagpur,Residential,10,2009,18.04,43.800000000000004,8.5,83.5
3200,Nagpur,Residential,10,2010,13.200000000000001,54.0,2.0,87.7
3201,Nagpur,Residential,10,2011,20.6,46.0,2.0,
3202,Nagpur,Residential,10,2012,13.5,39.0,2.0,
3203,Nagpur,Residential,10,2013,20.0,53.0,8.0,
3204,Nagpur,Residential,10,2014,21.0,53.599999999999994,8.600000000000001,
3205,Nagpur,Residential,10,2015,8.0,37.599999999999994,8.0,
3206,Nagpur,Residential,11,1990,11.07,,6.58,194.8
3207,Nagpur,Residential,11,1991,15.98,,9.13,215.3
3208,Nagpur,Residential,11,1993,10.9,,6.000000000000001,
3209,Nagpur,Residential,11,1994,9.65,,6.0,149.3
3210,Nagpur,Residential,11,1995,13.420000000000002,,6.0,172.60000000000002
3211,Nagpur,Residential,11,1996,14.13,,8.13,166.2
3212,Nagpur,Residential,11,1997,16.53,,6.27,90.0
3213,Nagpur,Residential,11,1998,9.190000000000001,,5.65,108.0
3214,Nagpur,Residential,11,1999,11.02,,5.210000000000001,183.8
3215,Nagpur,Residential,11,2000,14.25,,6.0,174.8
3216,Nagpur,Residential,11,2001,17.64,,7.0,142.8
3217,Nagpur,Residential,11,2002,15.45,,7.1,139.5
3218,Nagpur,Residential,11,2003,7.3,,2.1,44.0
3219,Nagpur,Residential,11,2004,15.919999999999998,50.72,7.940000000000001,191.12
3220,Nagpur,Residential,11,2005,12.7,30.0,8.7,142.0
3221,Nagpur,Residential,11,2006,23.1,21.6,9.45,137.2
3222,Nagpur,Residential,11,2007,18.48,46.0,3.9,133.20000000000002
3223,Nagpur,Residential,11,2008,11.4,35.0,3.08,68.0
3224,Nagpur,Residential,11,2009,18.770000000000003,22.900000000000002,5.6,53.800000000000004
3225,Nagpur,Residential,11,2010,22.008333333,65.1,2.0,98.6
3226,Nagpur,Residential,11,2011,22.099999999999998,71.2,2.0,
3227,Nagpur,Residential,11,2012,14.0,54.3,2.0,
3228,Nagpur,Residential,11,2013,20.6,54.900000000000006,8.3,
3229,Nagpur,Residential,11,2014,21.200000000000003,54.4,8.0,
3230,Nagpur,Residential,11,2015,11.0,48.0,8.5,
3231,Nagpur,Residential,12,1990,11.8,,3.6399999999999997,207.20000000000002
3232,Nagpur,Residential,12,1991,11.82,,6.91,238.5
3233,Nagpur,Residential,12,1993,9.600000000000001,,6.000000000000001,76.0
3234,Nagpur,Residential,12,1994,14.86,,6.0,251.3
3235,Nagpur,Residential,12,1995,14.41,,6.0,178.0
3236,Nagpur,Residential,12,1996,17.509999999999998,,6.39,226.39999999999998
3237,Nagpur,Residential,12,1997,15.530000000000001,,6.43,62.0
3238,Nagpur,Residential,12,1998,9.7,,7.04,179.0
3239,Nagpur,Residential,12,1999,14.940000000000001,,5.760000000000001,214.4
3240,Nagpur,Residential,12,2000,15.28,,6.359999999999999,201.8
3241,Nagpur,Residential,12,2001,18.34,,8.32,170.10000000000002
3242,Nagpur,Residential,12,2002,15.379999999999999,,6.44,159.2
3243,Nagpur,Residential,12,2003,14.000000000000002,,6.0,106.0
3244,Nagpur,Residential,12,2004,13.32,25.3,7.8,119.19999999999999
3245,Nagpur,Residential,12,2005,12.950000000000001,38.0,8.84,147.9
3246,Nagpur,Residential,12,2006,26.78,37.0,9.25,148.0
3247,Nagpur,Residential,12,2007,16.68,56.1,2.6,144.2
3248,Nagpur,Residential,12,2008,30.42,58.6,3.86,114.7
3249,Nagpur,Residential,12,2009,20.220000000000002,51.0,8.4,74.8
3250,Nagpur,Residential,12,2010,25.0,65.0,2.0,104.0
3251,Nagpur,Residential,12,2011,22.6,53.3,3.0,
3252,Nagpur,Residential,12,2012,13.5,47.5,2.5,
3253,Nagpur,Residential,12,2013,22.3,52.3,9.0,
3254,Nagpur,Residential,12,2014,21.0,53.0,9.0,
3255,Nagpur,Residential,12,2015,23.2,42.5,9.0,
3256,Nanded,Industrial,1,2011,15.0,13.8,15.5,
3257,Nanded,Industrial,1,2012,38.8,58.5,34.400000000000006,
3258,Nanded,Industrial,1,2013,53.300000000000004,65.6,54.2,
3259,Nanded,Industrial,1,2014,65.0,108.80000000000001,64.9,
3260,Nanded,Industrial,1,2015,69.10000000000001,210.9,59.0,
3261,Nanded,Industrial,2,2011,19.3,21.3,13.100000000000001,
3262,Nanded,Industrial,2,2012,43.2,64.4,39.7,
3263,Nanded,Industrial,2,2013,37.300000000000004,68.9,52.1,
3264,Nanded,Industrial,2,2014,31.0,120.6,37.0,
3265,Nanded,Industrial,2,2015,68.80000000000001,209.6,58.7,
3266,Nanded,Industrial,3,2011,17.5,26.8,14.9,
3267,Nanded,Industrial,3,2012,39.6,40.300000000000004,34.7,
3268,Nanded,Industrial,3,2013,31.800000000000004,68.7,43.8,
3269,Nanded,Industrial,3,2014,64.2,109.8,63.2,
3270,Nanded,Industrial,3,2015,79.6,209.2,64.9,
3271,Nanded,Industrial,4,2011,8.100000000000001,30.700000000000003,11.4,
3272,Nanded,Industrial,4,2012,44.7,74.8,44.2,
3273,Nanded,Industrial,4,2013,61.199999999999996,73.6,49.5,
3274,Nanded,Industrial,4,2014,57.4,114.4,57.800000000000004,
3275,Nanded,Industrial,4,2015,81.6,206.60000000000002,68.0,
3276,Nanded,Industrial,5,2011,35.6,59.6,37.800000000000004,
3277,Nanded,Industrial,5,2012,55.0,93.4,56.8,
3278,Nanded,Industrial,5,2013,14.4,56.6,30.799999999999997,
3279,Nanded,Industrial,5,2014,86.0,130.5,68.0,
3280,Nanded,Industrial,5,2015,86.4,204.0,68.0,
3281,Nanded,Industrial,6,2011,10.0,18.6,6.800000000000001,
3282,Nanded,Industrial,6,2012,51.3,81.7,52.2,
3283,Nanded,Industrial,6,2013,9.0,12.5,6.5,
3284,Nanded,Industrial,6,2014,78.7,126.0,66.8,
3285,Nanded,Industrial,6,2015,79.6,203.79999999999998,64.9,
3286,Nanded,Industrial,7,2011,4.0,2.5,5.0,
3287,Nanded,Industrial,7,2012,9.0,11.4,5.800000000000001,
3288,Nanded,Industrial,7,2013,9.0,17.8,6.0,
3289,Nanded,Industrial,7,2014,62.599999999999994,125.5,64.10000000000001,
3290,Nanded,Industrial,7,2015,86.4,201.39999999999998,68.0,
3291,Nanded,Industrial,8,2011,11.0,6.0,6.0,
3292,Nanded,Industrial,8,2012,10.0,9.100000000000001,13.1,
3293,Nanded,Industrial,8,2013,9.0,3.0,6.800000000000001,
3294,Nanded,Industrial,8,2014,82.2,127.5,68.0,
3295,Nanded,Industrial,8,2015,85.8,201.60000000000002,68.0,
3296,Nanded,Industrial,9,2011,24.400000000000002,33.2,16.6,
3297,Nanded,Industrial,9,2012,32.1,55.900000000000006,27.4,
3298,Nanded,Industrial,9,2013,15.8,35.6,21.800000000000004,
3299,Nanded,Industrial,9,2014,85.8,190.0,68.0,
3300,Nanded,Industrial,9,2015,85.6,201.60000000000002,68.0,
3301,Nanded,Industrial,10,2011,36.0,57.2,45.6,
3302,Nanded,Industrial,10,2012,16.0,34.0,8.0,
3303,Nanded,Industrial,10,2013,13.600000000000001,65.2,32.6,
3304,Nanded,Industrial,10,2014,70.2,115.8,67.5,
3305,Nanded,Industrial,10,2015,86.4,201.39999999999998,68.0,
3306,Nanded,Industrial,11,2011,37.5,37.5,36.8,
3307,Nanded,Industrial,11,2012,40.5,66.7,34.400000000000006,
3308,Nanded,Industrial,11,2013,13.600000000000001,87.4,30.4,
3309,Nanded,Industrial,11,2014,70.0,112.2,67.6,
3310,Nanded,Industrial,11,2015,84.8,201.60000000000002,68.0,
3311,Nanded,Industrial,12,2011,25.400000000000002,45.00000000000001,24.400000000000002,
3312,Nanded,Industrial,12,2012,56.7,92.4,56.8,
3313,Nanded,Industrial,12,2013,12.600000000000001,91.0,31.5,
3314,Nanded,Industrial,12,2014,85.6,178.4,68.0,
3315,Nanded,Industrial,12,2015,84.8,202.4,68.0,
3316,Nanded,Residential,1,2011,13.2,8.8,10.2,
3317,Nanded,Residential,1,2012,13.200000000000001,18.0,12.8,
3318,Nanded,Residential,1,2013,11.5,28.5,21.5,
3319,Nanded,Residential,1,2014,16.6,24.4,18.200000000000003,
3320,Nanded,Residential,1,2015,27.0,117.8,26.8,
3321,Nanded,Residential,2,2011,9.0,3.0000000000000004,4.4,
3322,Nanded,Residential,2,2012,16.4,30.4,17.0,
3323,Nanded,Residential,2,2013,21.0,37.0,23.5,
3324,Nanded,Residential,2,2014,23.8,34.2,24.8,
3325,Nanded,Residential,2,2015,27.0,115.5,26.5,
3326,Nanded,Residential,3,2011,9.0,5.800000000000001,4.4,
3327,Nanded,Residential,3,2012,16.4,31.0,17.4,
3328,Nanded,Residential,3,2013,11.100000000000001,25.500000000000004,8.900000000000002,
3329,Nanded,Residential,3,2014,15.6,21.0,19.2,
3330,Nanded,Residential,3,2015,27.0,113.5,26.0,
3331,Nanded,Residential,4,2011,9.600000000000001,5.0,4.3,
3332,Nanded,Residential,4,2012,18.200000000000003,27.200000000000003,18.6,
3333,Nanded,Residential,4,2013,15.000000000000002,33.6,16.200000000000003,
3334,Nanded,Residential,4,2014,24.5,35.5,24.5,
3335,Nanded,Residential,4,2015,27.0,111.7,25.7,
3336,Nanded,Residential,5,2011,19.0,36.6,19.9,
3337,Nanded,Residential,5,2012,11.4,18.8,10.000000000000002,
3338,Nanded,Residential,5,2013,9.0,19.2,13.200000000000003,
3339,Nanded,Residential,5,2014,26.8,41.5,25.9,
3340,Nanded,Residential,5,2015,27.0,117.4,26.700000000000003,
3341,Nanded,Residential,6,2011,8.3,5.0,4.3,
3342,Nanded,Residential,6,2012,16.2,27.0,15.2,
3343,Nanded,Residential,6,2013,8.8,1.8,4.0,
3344,Nanded,Residential,6,2014,26.0,39.5,27.0,
3345,Nanded,Residential,6,2015,27.0,115.5,26.5,
3346,Nanded,Residential,7,2011,4.2,2.6,5.6,
3347,Nanded,Residential,7,2012,9.0,7.7,5.4,
3348,Nanded,Residential,7,2013,7.6,2.6,4.0,
3349,Nanded,Residential,7,2014,26.0,36.2,26.4,
3350,Nanded,Residential,7,2015,27.0,113.8,25.8,
3351,Nanded,Residential,8,2011,8.4,5.0,4.0,
3352,Nanded,Residential,8,2012,9.0,8.100000000000001,4.7,
3353,Nanded,Residential,8,2013,9.0,1.7000000000000002,4.0,
3354,Nanded,Residential,8,2014,17.5,23.5,19.5,
3355,Nanded,Residential,8,2015,27.0,113.6,26.0,
3356,Nanded,Residential,9,2011,12.5,8.5,9.0,
3357,Nanded,Residential,9,2012,9.0,12.600000000000001,4.0,
3358,Nanded,Residential,9,2013,2.0,2.2,2.6,
3359,Nanded,Residential,9,2014,25.3,38.3,26.0,
3360,Nanded,Residential,9,2015,27.0,114.2,25.6,
3361,Nanded,Residential,10,2011,14.5,19.5,16.0,
3362,Nanded,Residential,10,2012,19.0,25.5,19.0,
3363,Nanded,Residential,10,2013,11.5,16.5,9.0,
3364,Nanded,Residential,10,2014,25.7,35.7,26.0,
3365,Nanded,Residential,10,2015,27.0,114.6,26.0,
3366,Nanded,Residential,11,2011,11.7,8.200000000000003,5.300000000000001,
3367,Nanded,Residential,11,2012,17.8,26.400000000000002,16.8,
3368,Nanded,Residential,11,2013,9.0,32.0,8.8,
3369,Nanded,Residential,11,2014,25.4,39.6,26.0,
3370,Nanded,Residential,11,2015,26.5,115.0,26.5,
3371,Nanded,Residential,12,2011,15.5,19.0,15.5,
3372,Nanded,Residential,12,2012,17.1,28.200000000000003,16.8,
3373,Nanded,Residential,12,2013,9.0,17.6,9.0,
3374,Nanded,Residential,12,2014,26.0,39.0,25.7,
3375,Nanded,Residential,12,2015,27.0,114.69999999999999,26.0,
3376,Nashik,Industrial,1,1997,19.9,,48.7,135.0
3377,Nashik,Industrial,1,1998,29.3,,42.6,158.0
3378,Nashik,Industrial,1,1999,34.1,,26.2,172.0
3379,Nashik,Industrial,1,2000,16.7,,35.1,72.0
3380,Nashik,Industrial,1,2001,22.4,,19.9,332.0
3381,Nashik,Industrial,1,2002,13.5,,18.2,98.0
3382,Nashik,Industrial,1,2004,18.6,45.2,21.8,94.0
3383,Nashik,Industrial,1,2005,18.38,67.2,24.98,100.4
3384,Nashik,Industrial,1,2006,20.28,77.4,29.4,130.4
3385,Nashik,Industrial,1,2007,31.44,40.800000000000004,38.28,88.0
3386,Nashik,Industrial,1,2008,19.2,47.5,28.0,99.5
3387,Nashik,Industrial,1,2009,27.15,38.8,20.47,61.400000000000006
3388,Nashik,Industrial,1,2010,23.0,43.2,19.799999999999997,115.2
3389,Nashik,Industrial,1,2011,24.799999999999997,50.0,23.0,
3390,Nashik,Industrial,1,2012,24.599999999999998,59.2,21.0,
3391,Nashik,Industrial,1,2013,25.5,71.5,24.5,
3392,Nashik,Industrial,1,2014,22.799999999999997,41.7,18.900000000000002,
3393,Nashik,Industrial,1,2015,24.4,63.6,22.8,
3394,Nashik,Industrial,2,1997,19.0,,39.3,244.0
3395,Nashik,Industrial,2,1998,30.3,,33.2,143.0
3396,Nashik,Industrial,2,1999,25.9,,27.8,129.0
3397,Nashik,Industrial,2,2000,19.5,,35.7,37.0
3398,Nashik,Industrial,2,2001,31.8,,27.8,292.0
3399,Nashik,Industrial,2,2002,15.6,,16.3,90.0
3400,Nashik,Industrial,2,2004,24.4,43.6,23.6,112.8
3401,Nashik,Industrial,2,2005,25.0,60.0,31.900000000000006,98.0
3402,Nashik,Industrial,2,2006,20.7,38.6,24.54,64.2
3403,Nashik,Industrial,2,2007,35.78,44.8,44.38,96.6
3404,Nashik,Industrial,2,2008,19.78,40.8,28.48,89.7
3405,Nashik,Industrial,2,2009,25.700000000000003,46.0,18.560000000000002,91.1
3406,Nashik,Industrial,2,2010,23.0,62.800000000000004,17.8,126.2
3407,Nashik,Industrial,2,2011,24.799999999999997,53.6,25.6,
3408,Nashik,Industrial,2,2012,22.200000000000003,59.6,20.0,
3409,Nashik,Industrial,2,2013,26.9,88.50000000000001,23.8,
3410,Nashik,Industrial,2,2014,21.4,47.6,23.2,
3411,Nashik,Industrial,2,2015,22.2,80.0,23.1,
3412,Nashik,Industrial,3,1997,33.1,,35.7,232.0
3413,Nashik,Industrial,3,1998,31.1,,38.6,147.0
3414,Nashik,Industrial,3,1999,30.2,,28.8,160.0
3415,Nashik,Industrial,3,2000,11.3,,30.3,46.0
3416,Nashik,Industrial,3,2001,24.9,,33.7,219.0
3417,Nashik,Industrial,3,2002,14.8,,18.8,87.0
