,City_Town_Village_Area,Type_of_Location,month_number,year_number,NO2,RSPM_PM10,SO2,SPM
337,Aurangabad,Residential,3,2012,29.0,77.5,8.0,
338,Aurangabad,Residential,3,2013,32.7,60.2,8.0,
339,Aurangabad,Residential,3,2014,36.0,50.5,10.5,
340,Aurangabad,Residential,3,2015,42.0,58.5,12.0,
341,Aurangabad,Residential,4,2006,16.0,41.900000000000006,4.12,119.4
342,Aurangabad,Residential,4,2007,16.07,50.900000000000006,3.8,177.10000000000002
343,Aurangabad,Residential,4,2008,12.760000000000002,61.0,4.88,167.60000000000002
344,Aurangabad,Residential,4,2009,22.44,50.0,5.08,189.5
345,Aurangabad,Residential,4,2010,16.521333332,49.706666669,5.687333333400001,118.0
346,Aurangabad,Residential,4,2011,28.7,72.5,8.0,
347,Aurangabad,Residential,4,2012,25.0,51.599999999999994,8.0,
348,Aurangabad,Residential,4,2013,33.2,69.6,8.0,
349,Aurangabad,Residential,4,2014,34.5,56.5,10.0,
350,Aurangabad,Residential,4,2015,39.0,58.0,12.0,
351,Aurangabad,Residential,5,2006,13.600000000000001,48.1,3.59,106.10000000000001
352,Aurangabad,Residential,5,2007,15.100000000000001,35.5,2.8,158.5
353,Aurangabad,Residential,5,2008,12.6,41.7,6.800000000000001,212.0
354,Aurangabad,Residential,5,2009,21.62,50.900000000000006,4.9399999999999995,206.9
355,Aurangabad,Residential,5,2010,16.362000000000002,71.731666665,5.0,177.00166665
356,Aurangabad,Residential,5,2011,28.0,65.5,7.0,
357,Aurangabad,Residential,5,2012,27.0,48.60000000000001,7.7,
358,Aurangabad,Residential,5,2013,32.8,69.4,8.0,
359,Aurangabad,Residential,5,2014,37.0,41.8,10.0,
360,Aurangabad,Residential,5,2015,38.0,55.0,11.0,
361,Aurangabad,Residential,6,2006,12.84,34.0,4.42,72.5
362,Aurangabad,Residential,6,2007,13.6,20.0,3.4,50.5
363,Aurangabad,Residential,6,2008,14.38,41.599999999999994,6.24,104.0
364,Aurangabad,Residential,6,2009,21.36,40.4,5.2,184.2
365,Aurangabad,Residential,6,2010,15.292833332999999,37.634666664,4.964,85.224000002
366,Aurangabad,Residential,6,2011,24.0,57.0,7.0,
367,Aurangabad,Residential,6,2012,24.799999999999997,29.799999999999997,7.0,
368,Aurangabad,Residential,6,2013,31.0,39.800000000000004,8.0,
369,Aurangabad,Residential,6,2014,34.5,38.5,10.0,
370,Aurangabad,Residential,6,2015,36.0,32.0,10.0,
371,Aurangabad,Residential,7,2005,34.0,,10.8,
372,Aurangabad,Residential,7,2006,10.43,19.0,3.8,60.0
373,Aurangabad,Residential,7,2007,16.54,25.8,3.8,95.8
374,Aurangabad,Residential,7,2008,14.3,30.0,6.45,83.0
375,Aurangabad,Residential,7,2009,21.54,48.5,5.4,140.5
376,Aurangabad,Residential,7,2010,16.115833334999998,37.306000002,4.2458333335,95.203333335
377,Aurangabad,Residential,7,2011,28.8,29.0,7.0,
378,Aurangabad,Residential,7,2012,24.0,25.900000000000002,7.7,
379,Aurangabad,Residential,7,2013,31.0,36.5,7.0,
380,Aurangabad,Residential,7,2014,31.0,28.0,8.0,
381,Aurangabad,Residential,7,2015,36.0,35.2,10.0,
382,Aurangabad,Residential,8,2005,33.3,,10.5,
383,Aurangabad,Residential,8,2006,12.899999999999999,20.2,3.22,49.800000000000004
384,Aurangabad,Residential,8,2007,14.32,24.799999999999997,4.4399999999999995,54.6
385,Aurangabad,Residential,8,2008,12.94,30.1,5.34,90.2
386,Aurangabad,Residential,8,2009,18.88,32.0,4.6,104.6
387,Aurangabad,Residential,8,2010,13.68566667,34.586000002000006,4.0,88.566666688
388,Aurangabad,Residential,8,2011,23.5,26.6,7.0,
389,Aurangabad,Residential,8,2012,27.7,33.7,8.0,
390,Aurangabad,Residential,8,2013,31.0,53.0,7.0,
391,Aurangabad,Residential,8,2014,31.0,55.0,7.0,
392,Aurangabad,Residential,8,2015,36.5,23.6,9.5,
393,Aurangabad,Residential,9,2005,22.7,,14.7,
394,Aurangabad,Residential,9,2006,10.45,25.0,3.3,65.8
395,Aurangabad,Residential,9,2007,16.2,23.4,4.1,104.0
396,Aurangabad,Residential,9,2008,11.420000000000002,31.200000000000003,4.76,78.8
397,Aurangabad,Residential,9,2009,19.700000000000003,37.5,4.699999999999999,108.0
398,Aurangabad,Residential,9,2010,12.233000002,37.088000002,4.0,102.23266666800001
399,Aurangabad,Residential,9,2011,26.6,42.4,7.0,
400,Aurangabad,Residential,9,2012,26.0,53.0,7.0,
401,Aurangabad,Residential,9,2013,29.0,38.5,8.0,
402,Aurangabad,Residential,9,2014,37.0,39.599999999999994,10.0,
403,Aurangabad,Residential,9,2015,36.6,33.2,10.0,
404,Aurangabad,Residential,10,2005,20.5,,12.2,
405,Aurangabad,Residential,10,2006,13.32,56.0,3.6999999999999997,136.2
406,Aurangabad,Residential,10,2007,16.5,55.5,4.6,176.5
407,Aurangabad,Residential,10,2008,13.399999999999999,51.400000000000006,6.28,119.0
408,Aurangabad,Residential,10,2009,22.4,50.5,5.4,133.0
409,Aurangabad,Residential,10,2010,16.9,55.664666667,5.8534999996999995,139.048
410,Aurangabad,Residential,10,2011,29.0,61.2,7.6,
411,Aurangabad,Residential,10,2012,30.5,61.0,8.0,
412,Aurangabad,Residential,10,2013,32.3,46.0,8.0,
413,Aurangabad,Residential,10,2014,36.3,62.2,10.0,
414,Aurangabad,Residential,10,2015,38.3,69.5,11.3,
415,Aurangabad,Residential,11,2006,15.0,47.0,3.59,129.0
416,Aurangabad,Residential,11,2007,15.84,49.6,3.8400000000000003,137.0
417,Aurangabad,Residential,11,2008,14.400000000000002,42.2,6.619999999999999,207.2
418,Aurangabad,Residential,11,2009,20.9,52.0,5.6,142.5
419,Aurangabad,Residential,11,2010,13.908333335,48.411666665,5.194166666999999,102.9516667
420,Aurangabad,Residential,11,2011,28.2,69.0,8.0,
421,Aurangabad,Residential,11,2012,29.400000000000002,69.7,8.0,
422,Aurangabad,Residential,11,2013,33.0,55.0,8.0,
423,Aurangabad,Residential,11,2014,34.7,73.1,10.0,
424,Aurangabad,Residential,11,2015,44.0,96.0,16.0,
425,Aurangabad,Residential,12,2005,19.1,,5.1000000000000005,
426,Aurangabad,Residential,12,2006,13.400000000000002,51.5,3.5,151.0
427,Aurangabad,Residential,12,2007,17.240000000000002,66.0,4.9799999999999995,231.0
428,Aurangabad,Residential,12,2008,18.720000000000002,64.9,6.9,175.20000000000002
429,Aurangabad,Residential,12,2009,18.419999999999998,64.4,5.640000000000001,160.4
430,Aurangabad,Residential,12,2010,15.618,58.561333332000004,5.5770000002,163.51466668
431,Aurangabad,Residential,12,2011,29.799999999999997,86.4,7.0,
