,City_Town_Village_Area,Type_of_Location,month_number,year_number,NO2,RSPM_PM10,SO2,SPM
2983,Nagpur,Residential,2,1995,21.750000000000004,,17.830000000000002,284.7
2984,Nagpur,Residential,2,1996,29.950000000000003,,6.9399999999999995,325.1
2985,Nagpur,Residential,2,1997,37.980000000000004,,11.749999999999998,357.8
2986,Nagpur,Residential,2,1998,23.480000000000004,,6.42,203.0
2987,Nagpur,Residential,2,1999,40.25000000000001,,6.550000000000001,242.3
2988,Nagpur,Residential,2,2000,34.79,,7.37,208.8
2989,Nagpur,Residential,2,2001,27.71,,9.3,283.1
2990,Nagpur,Residential,2,2002,19.970000000000002,,10.89,238.8
2991,Nagpur,Residential,2,2003,26.0,,6.199999999999999,342.0
2992,Nagpur,Residential,2,2004,20.25,77.85,10.149999999999999,262.4
2993,Nagpur,Residential,2,2005,33.15,138.0,9.1,289.0
2994,Nagpur,Residential,2,2006,39.67999999999999,98.5,12.759999999999994,207.0
2995,Nagpur,Residential,2,2007,39.61,197.60000000000002,11.89,346.20000000000005
2996,Nagpur,Residential,2,2008,35.839999999999996,195.70000000000002,10.850000000000001,286.0
2997,Nagpur,Residential,2,2009,56.2,146.0,10.879999999999999,312.0
2998,Nagpur,Residential,2,2010,56.466666667000005,142.0,12.0,266.46666664
2999,Nagpur,Residential,2,2011,59.8,129.0,12.0,
3000,Nagpur,Residential,2,2012,48.0,160.3,13.0,
3001,Nagpur,Residential,2,2013,38.20000000000002,115.4,13.0,
3002,Nagpur,Residential,2,2014,40.199999999999996,90.0,12.0,
3003,Nagpur,Residential,2,2015,45.0,116.9,12.0,
3004,Nagpur,Residential,3,1990,42.46,,22.09,345.3
3005,Nagpur,Residential,3,1991,16.689999999999998,,8.84,263.4
3006,Nagpur,Residential,3,1992,25.580000000000002,,12.6,416.20000000000005
3007,Nagpur,Residential,3,1993,19.96,,7.120000000000001,
3008,Nagpur,Residential,3,1994,19.240000000000002,,9.28,309.59999999999997
3009,Nagpur,Residential,3,1995,21.590000000000003,,18.76,283.20000000000005
3010,Nagpur,Residential,3,1996,18.92,,6.82,299.0
3011,Nagpur,Residential,3,1997,24.009999999999998,,10.469999999999999,351.7
3012,Nagpur,Residential,3,1998,32.459999999999994,,6.79,233.40000000000003
3013,Nagpur,Residential,3,1999,20.11,,6.0,293.90000000000003
3014,Nagpur,Residential,3,2000,30.040000000000003,,8.780000000000001,250.3
3015,Nagpur,Residential,3,2001,24.13,,9.790000000000001,232.3
3016,Nagpur,Residential,3,2002,18.18,,9.92,301.7
3017,Nagpur,Residential,3,2003,36.3,,12.0,267.4
3018,Nagpur,Residential,3,2004,19.78,77.94,11.100000000000001,265.9
3019,Nagpur,Residential,3,2005,43.89,113.80000000000003,10.5,373.8
3020,Nagpur,Residential,3,2006,36.760000000000005,89.0,10.1,188.0
3021,Nagpur,Residential,3,2007,46.660000000000004,164.0,11.780000000000001,312.5
3022,Nagpur,Residential,3,2008,37.14,157.8,10.14,352.5
3023,Nagpur,Residential,3,2009,46.98,145.2,10.0,280.40000000000003
3024,Nagpur,Residential,3,2010,63.01666666899999,167.19999998999998,10.7,264.0
3025,Nagpur,Residential,3,2011,66.0,158.0,13.0,
3026,Nagpur,Residential,3,2012,45.0,211.0,13.0,
3027,Nagpur,Residential,3,2013,51.999999999999986,110.69999999999999,13.0,
3028,Nagpur,Residential,3,2014,38.8,114.39999999999998,12.0,
3029,Nagpur,Residential,3,2015,44.5,105.80000000000001,13.0,
3030,Nagpur,Residential,4,1990,24.820000000000004,,15.850000000000001,354.40000000000003
3031,Nagpur,Residential,4,1991,15.6,,6.74,348.79999999999995
3032,Nagpur,Residential,4,1992,9.98,,11.129999999999999,294.2
3033,Nagpur,Residential,4,1993,20.0,,9.28,
3034,Nagpur,Residential,4,1994,16.330000000000002,,6.0,305.9
3035,Nagpur,Residential,4,1995,18.11,,16.990000000000002,294.5
3036,Nagpur,Residential,4,1996,15.52,,7.54,322.4
3037,Nagpur,Residential,4,1997,15.440000000000001,,7.870000000000001,278.4
3038,Nagpur,Residential,4,1998,24.88,,7.680000000000001,302.3
3039,Nagpur,Residential,4,1999,27.64,,7.82,317.5
3040,Nagpur,Residential,4,2000,38.540000000000006,,6.840000000000001,311.40000000000003
3041,Nagpur,Residential,4,2001,37.07000000000001,,9.5,265.6
3042,Nagpur,Residential,4,2002,19.92,,10.459999999999999,420.80000000000007
3043,Nagpur,Residential,4,2003,23.799999999999997,,6.0,197.39999999999998
3044,Nagpur,Residential,4,2004,19.459999999999997,73.52,10.02,231.88
3045,Nagpur,Residential,4,2005,35.26,89.39999999999999,15.500000000000004,225.0
3046,Nagpur,Residential,4,2006,38.080000000000005,84.60000000000001,11.5,194.40000000000003
3047,Nagpur,Residential,4,2007,40.760000000000005,140.4,11.2,293.2
3048,Nagpur,Residential,4,2008,51.900000000000006,162.7,10.750000000000002,333.7
3049,Nagpur,Residential,4,2009,58.65,165.0,10.2,288.0
3050,Nagpur,Residential,4,2010,46.724999999,149.09999999999997,11.7,175.80000000000007
3051,Nagpur,Residential,4,2011,47.6,129.0,11.8,
3052,Nagpur,Residential,4,2012,53.40000000000001,154.4,14.600000000000001,
3053,Nagpur,Residential,4,2013,41.8,95.29999999999998,12.0,
3054,Nagpur,Residential,4,2014,40.20000000000002,117.80000000000001,12.0,
3055,Nagpur,Residential,4,2015,32.0,148.0,10.0,
3056,Nagpur,Residential,5,1990,27.760000000000005,,12.43,171.0
3057,Nagpur,Residential,5,1991,14.360000000000001,,8.520000000000001,309.8
3058,Nagpur,Residential,5,1992,8.36,,6.0,301.70000000000005
3059,Nagpur,Residential,5,1993,17.240000000000002,,8.8,
3060,Nagpur,Residential,5,1994,16.15,,6.0,295.1
3061,Nagpur,Residential,5,1995,16.82,,11.85,246.10000000000002
3062,Nagpur,Residential,5,1996,13.420000000000002,,8.8,298.1
3063,Nagpur,Residential,5,1997,12.43,,11.600000000000001,210.3
3064,Nagpur,Residential,5,1998,13.809999999999999,,9.770000000000001,238.4
3065,Nagpur,Residential,5,1999,40.050000000000004,,6.0,283.3
3066,Nagpur,Residential,5,2000,35.17,,8.11,170.7
3067,Nagpur,Residential,5,2001,18.77,,9.84,287.90000000000003
3068,Nagpur,Residential,5,2002,18.89,,10.280000000000001,317.1
3069,Nagpur,Residential,5,2003,33.40000000000001,,6.0,357.0
3070,Nagpur,Residential,5,2004,23.12,56.900000000000006,11.76,203.22
3071,Nagpur,Residential,5,2005,49.1,92.5,10.629999999999999,254.4
3072,Nagpur,Residential,5,2006,40.9,123.6,10.38,210.6
3073,Nagpur,Residential,5,2007,29.71,153.0,9.7,275.4
3074,Nagpur,Residential,5,2008,46.810000000000024,177.60000000000008,9.410000000000004,295.8
3075,Nagpur,Residential,5,2009,35.36,187.60000000000002,10.75,233.0
3076,Nagpur,Residential,5,2010,62.999999999999986,197.89999999999992,15.0,342.00000000000006
3077,Nagpur,Residential,5,2011,49.800000000000004,154.4,12.0,
3078,Nagpur,Residential,5,2012,41.2,154.8,11.200000000000003,
3079,Nagpur,Residential,5,2013,43.6,101.80000000000001,12.600000000000001,
3080,Nagpur,Residential,5,2014,43.60000000000001,120.80000000000003,12.0,
3081,Nagpur,Residential,5,2015,28.0,132.8,9.0,
3082,Nagpur,Residential,6,1990,40.13,,10.91,157.7
3083,Nagpur,Residential,6,1991,13.530000000000001,,10.34,153.9
3084,Nagpur,Residential,6,1993,20.280000000000005,,8.559999999999999,147.0
3085,Nagpur,Residential,6,1994,17.740000000000002,,6.0,240.5
3086,Nagpur,Residential,6,1995,9.790000000000001,,10.3,178.3
3087,Nagpur,Residential,6,1996,12.26,,7.54,272.5
3088,Nagpur,Residential,6,1997,25.0,,7.460000000000001,126.70000000000002
3089,Nagpur,Residential,6,1998,10.01,,9.18,190.20000000000002
3090,Nagpur,Residential,6,1999,55.88000000000001,,7.279999999999999,162.6
3091,Nagpur,Residential,6,2000,22.72,,6.82,110.4
3092,Nagpur,Residential,6,2001,22.75,,10.28,235.10000000000002
3093,Nagpur,Residential,6,2002,19.05,,10.39,227.3
3094,Nagpur,Residential,6,2003,25.9,,6.0,353.4
3095,Nagpur,Residential,6,2004,20.5,70.0,10.3,239.25
3096,Nagpur,Residential,6,2005,46.239999999999995,145.90000000000012,10.559999999999999,381.90000000000015
3097,Nagpur,Residential,6,2006,31.260000000000005,79.90000000000003,10.64,204.20000000000005
3098,Nagpur,Residential,6,2007,33.58000000000001,116.20000000000002,10.7,221.1
3099,Nagpur,Residential,6,2008,42.96,172.60000000000005,10.35,284.6
3100,Nagpur,Residential,6,2009,36.95,123.4,9.7,221.0
3101,Nagpur,Residential,6,2010,36.0,133.00000003000005,12.0,253.4000000000001
3102,Nagpur,Residential,6,2011,55.0,136.0,13.0,
3103,Nagpur,Residential,6,2012,45.0,108.80000000000003,12.0,
3104,Nagpur,Residential,6,2013,33.4,77.1,11.7,
3105,Nagpur,Residential,6,2014,34.400000000000006,114.0,11.0,
3106,Nagpur,Residential,6,2015,33.8,128.4,12.899999999999999,
3107,Nagpur,Residential,7,1990,23.970000000000006,,8.28,140.5
3108,Nagpur,Residential,7,1991,19.44,,10.72,77.6
3109,Nagpur,Residential,7,1993,19.5,,7.92,
3110,Nagpur,Residential,7,1994,13.11,,6.0,100.0
3111,Nagpur,Residential,7,1995,19.11,,6.069999999999999,180.3
3112,Nagpur,Residential,7,1996,14.06,,6.840000000000001,130.7
3113,Nagpur,Residential,7,1997,12.19,,8.2,110.60000000000001
3114,Nagpur,Residential,7,1998,11.959999999999999,,9.57,151.10000000000002
3115,Nagpur,Residential,7,1999,32.50000000000001,,8.790000000000001,159.8
3116,Nagpur,Residential,7,2000,24.42,,7.600000000000001,133.0
3117,Nagpur,Residential,7,2001,18.950000000000003,,10.690000000000001,310.70000000000005
3118,Nagpur,Residential,7,2002,18.46,,10.07,250.8
3119,Nagpur,Residential,7,2003,20.400000000000002,,6.0,326.30000000000007
3120,Nagpur,Residential,7,2004,19.32,49.68,9.440000000000001,205.42
3121,Nagpur,Residential,7,2005,50.53999999999999,74.0,11.1,284.0
3122,Nagpur,Residential,7,2006,27.39,46.599999999999994,9.98,184.0
3123,Nagpur,Residential,7,2007,54.0,170.60000000000002,12.170000000000003,273.30000000000007
3124,Nagpur,Residential,7,2008,40.21,117.59999999999998,9.2,235.80000000000004
3125,Nagpur,Residential,7,2009,34.31,97.60000000000002,10.600000000000001,164.4
3126,Nagpur,Residential,7,2010,39.0,172.56666667,11.0,233.20000000000005
3127,Nagpur,Residential,7,2011,47.8,162.39999999999998,12.7,
3128,Nagpur,Residential,7,2012,42.5,124.20000000000002,12.0,
3129,Nagpur,Residential,7,2013,42.0,155.0,13.0,
3130,Nagpur,Residential,7,2014,33.2,104.6,11.600000000000001,
3131,Nagpur,Residential,7,2015,34.0,92.30000000000001,10.600000000000001,
3132,Nagpur,Residential,8,1990,14.65,,7.3100000000000005,132.0
3133,Nagpur,Residential,8,1991,10.030000000000001,,7.01,83.19999999999999
3134,Nagpur,Residential,8,1993,17.08,,8.559999999999999,
3135,Nagpur,Residential,8,1994,5.2,,6.0,75.1
3136,Nagpur,Residential,8,1995,16.12,,8.17,175.4
3137,Nagpur,Residential,8,1996,17.650000000000002,,11.39,119.5
3138,Nagpur,Residential,8,1997,17.28,,7.380000000000001,67.5
3139,Nagpur,Residential,8,1998,31.290000000000003,,6.0,131.70000000000002
3140,Nagpur,Residential,8,1999,19.41,,6.069999999999999,131.7
3141,Nagpur,Residential,8,2000,33.46000000000001,,6.56,146.1
3142,Nagpur,Residential,8,2001,20.4,,11.36,313.5
3143,Nagpur,Residential,8,2002,19.39,,10.64,281.8
3144,Nagpur,Residential,8,2003,20.2,,6.0,248.39999999999998
3145,Nagpur,Residential,8,2004,20.46,71.30000000000001,10.56,239.2
3146,Nagpur,Residential,8,2005,32.26,106.69999999999999,10.75,273.3
3147,Nagpur,Residential,8,2006,36.34000000000001,92.9,10.16,221.3
3148,Nagpur,Residential,8,2007,27.16,140.4,10.3,241.8
3149,Nagpur,Residential,8,2008,65.52,132.6,9.8,224.0
3150,Nagpur,Residential,8,2009,35.15,102.60000000000005,10.780000000000001,182.0
3151,Nagpur,Residential,8,2010,38.400000000000006,118.80000000000001,10.8,159.1
3152,Nagpur,Residential,8,2011,35.400000000000006,110.80000000000001,11.0,
3153,Nagpur,Residential,8,2012,43.800000000000004,110.60000000000001,12.0,
3154,Nagpur,Residential,8,2013,32.0,138.0,11.899999999999999,
3155,Nagpur,Residential,8,2014,29.6,98.60000000000002,10.0,
3156,Nagpur,Residential,8,2015,29.799999999999997,105.80000000000001,14.0,
3157,Nagpur,Residential,9,1990,11.3,,7.28,126.0
3158,Nagpur,Residential,9,1991,23.56,,7.799999999999999,127.8
3159,Nagpur,Residential,9,1993,16.099999999999998,,9.68,
3160,Nagpur,Residential,9,1994,8.1,,6.0,136.0
3161,Nagpur,Residential,9,1995,16.0,,8.450000000000001,175.2
3162,Nagpur,Residential,9,1996,13.25,,6.0,129.4
3163,Nagpur,Residential,9,1997,18.1,,6.59,75.8
3164,Nagpur,Residential,9,1998,21.13,,6.0,79.9
3165,Nagpur,Residential,9,1999,19.37,,6.0,147.6
3166,Nagpur,Residential,9,2000,19.07,,7.61,166.5
3167,Nagpur,Residential,9,2001,21.62,,12.61,367.7
3168,Nagpur,Residential,9,2002,19.48,,9.979999999999999,304.8
3169,Nagpur,Residential,9,2003,28.6,,6.0,267.3000000000001
3170,Nagpur,Residential,9,2004,29.379999999999995,80.46,11.64,256.12
3171,Nagpur,Residential,9,2005,46.620000000000005,179.0,9.8,363.0
3172,Nagpur,Residential,9,2006,48.18000000000001,69.50000000000003,10.7,196.3
3173,Nagpur,Residential,9,2007,30.96,131.0,12.540000000000001,329.60000000000025
3174,Nagpur,Residential,9,2008,47.1,107.39999999999998,43.040000000000006,224.60000000000002
3175,Nagpur,Residential,9,2009,35.940000000000005,114.0,11.35,206.0
3176,Nagpur,Residential,9,2010,39.6,133.33333336,11.0,246.1666667
3177,Nagpur,Residential,9,2011,44.199999999999996,133.39999999999998,11.0,
3178,Nagpur,Residential,9,2012,44.4,132.19999999999996,13.0,
3179,Nagpur,Residential,9,2013,32.0,123.8,11.0,
3180,Nagpur,Residential,9,2014,35.800000000000004,107.20000000000006,12.0,
3181,Nagpur,Residential,9,2015,35.6,96.0,11.0,
3182,Nagpur,Residential,10,1990,32.86,,7.880000000000001,259.1
3183,Nagpur,Residential,10,1991,24.300000000000004,,11.809999999999999,178.4
3184,Nagpur,Residential,10,1993,18.02,,9.2,
3185,Nagpur,Residential,10,1995,20.19,,7.47,201.9
3186,Nagpur,Residential,10,1996,16.48,,9.96,227.4
3187,Nagpur,Residential,10,1997,18.48,,7.83,153.9
3188,Nagpur,Residential,10,1998,20.5,,6.0,143.29999999999998
3189,Nagpur,Residential,10,1999,77.68,,12.770000000000001,163.3
3190,Nagpur,Residential,10,2000,21.300000000000004,,6.4399999999999995,181.5
3191,Nagpur,Residential,10,2001,19.52,,10.22,313.59999999999997
3192,Nagpur,Residential,10,2002,18.39,,9.940000000000001,299.1
3193,Nagpur,Residential,10,2003,43.400000000000006,,7.200000000000017,387.0
3194,Nagpur,Residential,10,2004,24.34,82.0,10.5,248.2
3195,Nagpur,Residential,10,2005,31.23,92.0,9.3,235.2
3196,Nagpur,Residential,10,2006,45.39,106.0,16.340000000000003,274.0
3197,Nagpur,Residential,10,2007,35.919999999999995,199.8,11.0,348.20000000000005
3198,Nagpur,Residential,10,2008,65.9,174.0,11.18,271.70000000000005
3199,Nagpur,Residential,10,2009,44.599999999999994,156.8,13.000000000000004,198.3
3200,Nagpur,Residential,10,2010,47.35,144.9,10.900000000000002,348.45000001000005
3201,Nagpur,Residential,10,2011,69.4,200.8,18.900000000000002,
3202,Nagpur,Residential,10,2012,51.5,131.0,13.0,
3203,Nagpur,Residential,10,2013,31.0,129.00000000000003,12.0,
3204,Nagpur,Residential,10,2014,41.199999999999996,137.2,13.0,
3205,Nagpur,Residential,10,2015,44.0,96.8,12.0,
3206,Nagpur,Residential,11,1990,34.300000000000004,,9.66,302.0
3207,Nagpur,Residential,11,1991,25.02,,15.28,265.0
3208,Nagpur,Residential,11,1993,16.419999999999998,,9.44,
3209,Nagpur,Residential,11,1994,14.850000000000001,,6.0,239.7
3210,Nagpur,Residential,11,1995,20.33,,7.48,227.89999999999998
3211,Nagpur,Residential,11,1996,44.440000000000005,,16.310000000000002,319.1
3212,Nagpur,Residential,11,1997,19.93,,7.17,154.0
3213,Nagpur,Residential,11,1998,28.380000000000003,,7.050000000000001,186.2
3214,Nagpur,Residential,11,1999,39.33,,9.97,324.9
3215,Nagpur,Residential,11,2000,30.470000000000002,,7.48,245.3
3216,Nagpur,Residential,11,2001,19.689999999999998,,10.030000000000001,325.0
3217,Nagpur,Residential,11,2002,20.37,,9.38,284.0
3218,Nagpur,Residential,11,2003,44.0,,6.0,357.0
3219,Nagpur,Residential,11,2004,36.599999999999994,96.8,9.84,273.58000000000004
3220,Nagpur,Residential,11,2005,36.480000000000004,107.5,10.44,261.8
3221,Nagpur,Residential,11,2006,39.6,100.79999999999998,12.05,248.79999999999998
3222,Nagpur,Residential,11,2007,39.42,256.8,12.020000000000001,336.0
3223,Nagpur,Residential,11,2008,38.4,139.0,9.92,213.0
3224,Nagpur,Residential,11,2009,54.09,159.3,12.0,242.9000000000001
3225,Nagpur,Residential,11,2010,40.299999997,130.56666667000002,12.0,243.0
3226,Nagpur,Residential,11,2011,63.7,149.5,13.0,
3227,Nagpur,Residential,11,2012,80.90000000000002,179.40000000000003,19.0,
3228,Nagpur,Residential,11,2013,35.7,106.7,12.0,
3229,Nagpur,Residential,11,2014,40.0,128.20000000000002,12.0,
3230,Nagpur,Residential,11,2015,55.0,172.2000000000001,14.0,
3231,Nagpur,Residential,12,1990,28.62,,11.290000000000001,317.6
3232,Nagpur,Residential,12,1991,20.3,,14.77,372.1
3233,Nagpur,Residential,12,1993,19.76,,9.6,76.0
3234,Nagpur,Residential,12,1994,22.540000000000003,,6.0,317.70000000000005
3235,Nagpur,Residential,12,1995,24.159999999999997,,12.280000000000001,283.9
3236,Nagpur,Residential,12,1996,58.13000000000001,,17.509999999999998,460.80000000000007
3237,Nagpur,Residential,12,1997,38.31,,8.620000000000001,154.0
3238,Nagpur,Residential,12,1998,32.19,,8.54,274.0
3239,Nagpur,Residential,12,1999,39.739999999999995,,10.4,299.2
3240,Nagpur,Residential,12,2000,34.3,,7.37,279.1
3241,Nagpur,Residential,12,2001,21.94,,10.51,352.8
3242,Nagpur,Residential,12,2002,20.4,,9.81,319.59999999999997
3243,Nagpur,Residential,12,2003,43.0,,6.0,352.20000000000005
3244,Nagpur,Residential,12,2004,52.94,96.8,10.08,287.35999999999996
3245,Nagpur,Residential,12,2005,45.710000000000015,174.7,10.74,315.0
3246,Nagpur,Residential,12,2006,38.56,241.5,12.42,401.0
3247,Nagpur,Residential,12,2007,40.59,255.20000000000002,11.0,346.1
3248,Nagpur,Residential,12,2008,63.22,160.3,9.950000000000001,272.20000000000005
3249,Nagpur,Residential,12,2009,52.030000000000015,201.50000000000003,11.9,240.8
3250,Nagpur,Residential,12,2010,61.699999999999996,171.7,13.7,391.99999998000004
3251,Nagpur,Residential,12,2011,69.0,175.7,15.0,
3252,Nagpur,Residential,12,2012,53.5,143.5,13.5,
3253,Nagpur,Residential,12,2013,36.10000000000001,104.60000000000002,11.0,
3254,Nagpur,Residential,12,2014,41.0,133.0,12.0,
3255,Nagpur,Residential,12,2015,50.800000000000004,113.5,20.60000000000001,
3256,Nanded,Industrial,1,2011,39.00000000000001,60.199999999999996,51.5,
3257,Nanded,Industrial,1,2012,54.3,92.8,55.4,
3258,Nanded,Industrial,1,2013,73.9,112.39999999999999,67.1,
3259,Nanded,Industrial,1,2014,88.1,229.4,68.0,
3260,Nanded,Industrial,1,2015,89.6,231.79999999999998,68.0,
3261,Nanded,Industrial,2,2011,85.7,127.7,61.900000000000006,
3262,Nanded,Industrial,2,2012,57.4,87.5,57.4,
3263,Nanded,Industrial,2,2013,75.0,119.4,68.0,
3264,Nanded,Industrial,2,2014,79.4,224.60000000000002,68.0,
3265,Nanded,Industrial,2,2015,88.9,230.8,68.0,
3266,Nanded,Industrial,3,2011,85.50000000000001,129.2,62.1,
3267,Nanded,Industrial,3,2012,60.1,102.3,61.199999999999996,
3268,Nanded,Industrial,3,2013,75.6,120.30000000000001,68.0,
3269,Nanded,Industrial,3,2014,85.6,152.20000000000002,68.0,
3270,Nanded,Industrial,3,2015,88.3,227.6,68.0,
3271,Nanded,Industrial,4,2011,48.9,68.3,54.6,
3272,Nanded,Industrial,4,2012,63.0,106.6,62.3,
3273,Nanded,Industrial,4,2013,82.0,127.0,68.0,
3274,Nanded,Industrial,4,2014,83.0,152.8,68.0,
3275,Nanded,Industrial,4,2015,91.0,229.8,68.0,
3276,Nanded,Industrial,5,2011,94.0,142.0,68.0,
3277,Nanded,Industrial,5,2012,78.0,114.8,68.0,
3278,Nanded,Industrial,5,2013,90.0,136.2,68.0,
3279,Nanded,Industrial,5,2014,88.0,134.5,68.0,
3280,Nanded,Industrial,5,2015,91.0,228.7,68.0,
3281,Nanded,Industrial,6,2011,51.400000000000006,77.80000000000001,51.4,
3282,Nanded,Industrial,6,2012,60.6,103.0,61.3,
3283,Nanded,Industrial,6,2013,67.0,101.5,58.5,
3284,Nanded,Industrial,6,2014,88.3,162.99999999999997,68.0,
3285,Nanded,Industrial,6,2015,91.0,226.70000000000002,68.0,
3286,Nanded,Industrial,7,2011,61.0,53.5,51.5,
3287,Nanded,Industrial,7,2012,53.60000000000001,85.20000000000002,51.2,
3288,Nanded,Industrial,7,2013,80.4,115.80000000000001,68.0,
3289,Nanded,Industrial,7,2014,87.1,144.79999999999995,68.0,
3290,Nanded,Industrial,7,2015,91.0,225.4,68.0,
3291,Nanded,Industrial,8,2011,23.099999999999994,29.599999999999994,21.299999999999994,
3292,Nanded,Industrial,8,2012,58.8,93.5,56.8,
3293,Nanded,Industrial,8,2013,80.6,114.80000000000001,68.0,
3294,Nanded,Industrial,8,2014,87.1,223.7,68.0,
3295,Nanded,Industrial,8,2015,91.0,228.20000000000002,68.0,
3296,Nanded,Industrial,9,2011,88.60000000000001,104.80000000000003,61.400000000000006,
3297,Nanded,Industrial,9,2012,56.3,90.5,54.3,
3298,Nanded,Industrial,9,2013,86.80000000000001,127.8,68.0,
3299,Nanded,Industrial,9,2014,88.6,237.8,68.0,
3300,Nanded,Industrial,9,2015,91.0,228.20000000000002,68.0,
3301,Nanded,Industrial,10,2011,69.40000000000002,101.80000000000003,64.4,
3302,Nanded,Industrial,10,2012,60.0,101.0,59.0,
3303,Nanded,Industrial,10,2013,71.4,122.20000000000002,68.0,
3304,Nanded,Industrial,10,2014,88.3,226.3,68.0,
3305,Nanded,Industrial,10,2015,91.0,225.3,68.0,
3306,Nanded,Industrial,11,2011,53.4,64.9,51.0,
3307,Nanded,Industrial,11,2012,60.300000000000004,100.19999999999999,60.8,
3308,Nanded,Industrial,11,2013,44.000000000000014,220.60000000000002,48.20000000000001,
3309,Nanded,Industrial,11,2014,89.2,226.0,68.0,
3310,Nanded,Industrial,11,2015,91.0,225.0,68.0,
3311,Nanded,Industrial,12,2011,50.7,74.69999999999999,46.099999999999994,
3312,Nanded,Industrial,12,2012,61.3,104.89999999999999,62.0,
3313,Nanded,Industrial,12,2013,71.6,183.9,68.0,
3314,Nanded,Industrial,12,2014,88.6,234.2,68.0,
3315,Nanded,Industrial,12,2015,91.0,225.2,68.0,
3316,Nanded,Residential,1,2011,27.8,59.6,30.8,
3317,Nanded,Residential,1,2012,23.4,47.0,27.0,
3318,Nanded,Residential,1,2013,35.0,69.5,37.5,
3319,Nanded,Residential,1,2014,32.2,86.60000000000002,36.0,
3320,Nanded,Residential,1,2015,33.0,173.0,39.0,
3321,Nanded,Residential,2,2011,26.6,37.2,26.6,
3322,Nanded,Residential,2,2012,30.199999999999996,55.8,27.2,
3323,Nanded,Residential,2,2013,35.5,70.5,39.0,
3324,Nanded,Residential,2,2014,36.2,80.8,39.0,
3325,Nanded,Residential,2,2015,32.0,170.5,39.0,
3326,Nanded,Residential,3,2011,23.2,37.2,24.800000000000004,
3327,Nanded,Residential,3,2012,31.0,58.3,27.3,
3328,Nanded,Residential,3,2013,36.6,74.3,41.3,
3329,Nanded,Residential,3,2014,29.6,120.4,31.6,
3330,Nanded,Residential,3,2015,32.0,168.5,38.0,
3331,Nanded,Residential,4,2011,37.2,53.0,38.0,
3332,Nanded,Residential,4,2012,34.8,65.4,35.6,
3333,Nanded,Residential,4,2013,41.599999999999994,78.6,47.0,
3334,Nanded,Residential,4,2014,31.5,129.0,36.0,
3335,Nanded,Residential,4,2015,32.0,167.3,37.3,
3336,Nanded,Residential,5,2011,67.0,88.4,66.7,
3337,Nanded,Residential,5,2012,35.8,79.0,41.800000000000004,
3338,Nanded,Residential,5,2013,46.3,81.0,52.3,
3339,Nanded,Residential,5,2014,42.0,123.50000000000009,52.0,
3340,Nanded,Residential,5,2015,32.0,171.6,39.3,
3341,Nanded,Residential,6,2011,28.400000000000006,31.20000000000001,24.0,
3342,Nanded,Residential,6,2012,28.2,63.0,29.0,
3343,Nanded,Residential,6,2013,31.599999999999994,51.39999999999998,27.799999999999997,
3344,Nanded,Residential,6,2014,32.5,144.5,39.0,
3345,Nanded,Residential,6,2015,32.5,170.5,38.0,
3346,Nanded,Residential,7,2011,31.799999999999997,41.400000000000006,28.400000000000006,
3347,Nanded,Residential,7,2012,24.500000000000004,55.2,27.100000000000005,
3348,Nanded,Residential,7,2013,24.8,40.6,23.8,
3349,Nanded,Residential,7,2014,33.6,65.0,39.0,
3350,Nanded,Residential,7,2015,32.0,168.2,39.2,
3351,Nanded,Residential,8,2011,16.799999999999997,21.599999999999994,18.2,
3352,Nanded,Residential,8,2012,23.200000000000003,51.800000000000004,24.900000000000002,
3353,Nanded,Residential,8,2013,34.6,67.80000000000001,36.5,
3354,Nanded,Residential,8,2014,35.0,145.0,38.5,
3355,Nanded,Residential,8,2015,32.0,169.8,38.4,
3356,Nanded,Residential,9,2011,26.5,57.5,30.5,
3357,Nanded,Residential,9,2012,28.8,56.8,26.8,
3358,Nanded,Residential,9,2013,33.6,69.4,36.400000000000006,
3359,Nanded,Residential,9,2014,32.7,171.0,38.7,
3360,Nanded,Residential,9,2015,32.0,169.2,38.0,
3361,Nanded,Residential,10,2011,30.5,59.5,36.0,
3362,Nanded,Residential,10,2012,29.5,54.5,25.5,
3363,Nanded,Residential,10,2013,33.5,59.5,38.0,
3364,Nanded,Residential,10,2014,32.3,175.0,39.0,
3365,Nanded,Residential,10,2015,32.2,171.6,38.0,
3366,Nanded,Residential,11,2011,26.0,47.8,31.0,
3367,Nanded,Residential,11,2012,25.200000000000003,54.0,25.0,
3368,Nanded,Residential,11,2013,28.999999999999996,176.39999999999998,30.799999999999997,
3369,Nanded,Residential,11,2014,32.2,171.0,38.0,
3370,Nanded,Residential,11,2015,32.5,169.5,39.0,
3371,Nanded,Residential,12,2011,25.0,47.5,31.5,
3372,Nanded,Residential,12,2012,28.0,59.0,31.0,
3373,Nanded,Residential,12,2013,22.800000000000004,157.60000000000002,28.2,
3374,Nanded,Residential,12,2014,32.3,171.9,38.0,
3375,Nanded,Residential,12,2015,32.3,169.9,39.0,
3376,Nashik,Industrial,1,1997,19.9,,48.7,135.0
3377,Nashik,Industrial,1,1998,29.3,,42.6,158.0
3378,Nashik,Industrial,1,1999,34.1,,26.2,172.0
3379,Nashik,Industrial,1,2000,16.7,,35.1,72.0
3380,Nashik,Industrial,1,2001,22.4,,19.9,332.0
3381,Nashik,Industrial,1,2002,13.5,,18.2,98.0
