,City_Town_Village_Area,Type_of_Location,month_number,year_number,NO2,RSPM_PM10,SO2,SPM
927,Chandrapur,Residential,5,1999,54.2,,32.5,131.0
928,Chandrapur,Residential,5,2000,52.5,,29.5,126.0
929,Chandrapur,Residential,5,2002,49.6,,16.7,
930,Chandrapur,Residential,5,2005,41.760000000000005,129.0,29.28,279.2
931,Chandrapur,Residential,5,2006,35.04,114.0,25.98,184.6
932,Chandrapur,Residential,5,2007,60.88000000000001,261.8,49.02,395.3999999999999
933,Chandrapur,Residential,5,2008,69.2,261.0,44.8,359.0
934,Chandrapur,Residential,5,2009,38.56,180.60000000000002,36.58,344.8
935,Chandrapur,Residential,5,2010,47.1,228.20000000000005,48.1,510.0
936,Chandrapur,Residential,5,2011,43.5,252.0,35.0,
937,Chandrapur,Residential,5,2012,25.0,256.0,23.0,
938,Chandrapur,Residential,5,2013,28.6,273.2,35.60000000000001,
939,Chandrapur,Residential,5,2014,45.5,210.0,16.5,
940,Chandrapur,Residential,5,2015,28.799999999999997,193.2,5.0,
941,Chandrapur,Residential,6,1994,34.9,,12.9,267.0
942,Chandrapur,Residential,6,1996,46.3,,14.0,98.0
943,Chandrapur,Residential,6,1997,55.1,,31.1,117.0
944,Chandrapur,Residential,6,1998,38.8,,68.0,157.0
945,Chandrapur,Residential,6,1999,54.4,,35.7,171.0
946,Chandrapur,Residential,6,2000,51.6,,31.8,127.0
947,Chandrapur,Residential,6,2002,52.7,,18.0,
948,Chandrapur,Residential,6,2005,36.169999999999995,103.0,25.79,201.79999999999998
949,Chandrapur,Residential,6,2006,38.02,176.5,32.96,241.79999999999995
950,Chandrapur,Residential,6,2007,58.519999999999996,280.80000000000007,47.68,464.8000000000001
951,Chandrapur,Residential,6,2008,55.04,264.0,35.72,399.6
952,Chandrapur,Residential,6,2009,47.0,146.0,41.75,342.5
953,Chandrapur,Residential,6,2010,55.0,247.0,51.0,510.0
954,Chandrapur,Residential,6,2011,59.20000000000002,223.0,27.800000000000008,
955,Chandrapur,Residential,6,2012,28.7,245.39999999999995,36.89999999999999,
956,Chandrapur,Residential,6,2013,35.599999999999994,182.59999999999997,20.0,
957,Chandrapur,Residential,6,2014,52.7,231.30000000000007,11.700000000000001,
958,Chandrapur,Residential,6,2015,22.0,188.4000000000001,,
959,Chandrapur,Residential,7,1994,29.1,,13.7,140.0
960,Chandrapur,Residential,7,1996,43.1,,11.0,139.0
961,Chandrapur,Residential,7,1997,56.6,,30.4,120.0
962,Chandrapur,Residential,7,1998,49.2,,34.3,166.0
963,Chandrapur,Residential,7,1999,53.3,,32.4,130.0
964,Chandrapur,Residential,7,2000,51.1,,25.8,123.0
965,Chandrapur,Residential,7,2002,48.7,,13.8,
966,Chandrapur,Residential,7,2005,38.72,216.5,29.46,282.4
967,Chandrapur,Residential,7,2006,39.92,120.7,32.660000000000004,181.0
968,Chandrapur,Residential,7,2007,57.28,241.2,48.56,298.8
969,Chandrapur,Residential,7,2008,60.760000000000005,238.39999999999998,39.72,387.6
970,Chandrapur,Residential,7,2009,45.6,131.0,36.2,218.0
971,Chandrapur,Residential,7,2010,40.2,189.8,42.400000000000006,510.0
972,Chandrapur,Residential,7,2011,36.19999999999999,215.99999999999997,35.4,
973,Chandrapur,Residential,7,2012,28.800000000000004,199.4,10.0,
974,Chandrapur,Residential,7,2013,31.0,206.0,24.000000000000004,
975,Chandrapur,Residential,7,2014,50.60000000000002,140.1,12.400000000000002,
976,Chandrapur,Residential,7,2015,34.8,129.50000000000006,4.0,
977,Chandrapur,Residential,8,1994,,,,125.0
978,Chandrapur,Residential,8,1996,42.1,,9.9,53.0
979,Chandrapur,Residential,8,1997,54.9,,33.8,124.0
980,Chandrapur,Residential,8,1998,53.3,,34.0,166.0
981,Chandrapur,Residential,8,1999,50.8,,32.1,132.0
982,Chandrapur,Residential,8,2000,51.3,,27.5,125.0
983,Chandrapur,Residential,8,2002,36.6,,19.9,140.0
984,Chandrapur,Residential,8,2005,38.239999999999995,115.80000000000001,27.060000000000002,243.89999999999998
985,Chandrapur,Residential,8,2006,42.0,131.39999999999998,28.42,169.8
986,Chandrapur,Residential,8,2007,52.18000000000001,170.8,37.760000000000005,330.4
987,Chandrapur,Residential,8,2008,62.60000000000001,285.6000000000001,40.96,330.00000000000006
988,Chandrapur,Residential,8,2009,44.5,97.39999999999999,54.49999999999999,296.4
989,Chandrapur,Residential,8,2010,30.8,249.00000000000006,35.60000000000001,510.0
990,Chandrapur,Residential,8,2011,36.60000000000001,229.8,34.800000000000004,
991,Chandrapur,Residential,8,2012,38.0,242.5,22.5,
992,Chandrapur,Residential,8,2013,30.8,237.6,21.200000000000003,
993,Chandrapur,Residential,8,2014,83.50000000000003,184.0,12.400000000000002,
994,Chandrapur,Residential,8,2015,36.2,104.6,4.0,
995,Chandrapur,Residential,9,1994,23.3,,14.4,244.0
996,Chandrapur,Residential,9,1996,42.5,,13.0,65.0
997,Chandrapur,Residential,9,1997,58.0,,30.6,122.0
998,Chandrapur,Residential,9,1998,52.4,,34.4,175.0
999,Chandrapur,Residential,9,1999,54.1,,32.0,137.0
1000,Chandrapur,Residential,9,2000,53.2,,29.4,169.0
1001,Chandrapur,Residential,9,2001,50.2,,24.2,143.0
1002,Chandrapur,Residential,9,2002,26.3,,16.9,191.0
1003,Chandrapur,Residential,9,2005,31.75,204.0,21.35,131.4
1004,Chandrapur,Residential,9,2006,43.36,169.90000000000003,35.39,219.0
1005,Chandrapur,Residential,9,2007,59.2,236.8,48.26000000000001,301.4
1006,Chandrapur,Residential,9,2008,66.78,200.8,50.62,295.70000000000005
1007,Chandrapur,Residential,9,2009,42.2,143.0,63.7,445.0
1008,Chandrapur,Residential,9,2010,32.0,262.7,24.7,510.0
1009,Chandrapur,Residential,9,2011,29.0,242.5,27.0,
1010,Chandrapur,Residential,9,2012,26.400000000000002,178.80000000000004,10.400000000000002,
1011,Chandrapur,Residential,9,2013,44.999999999999986,156.8,23.0,
1012,Chandrapur,Residential,9,2014,38.400000000000006,205.60000000000002,10.0,
1013,Chandrapur,Residential,9,2015,31.200000000000003,114.00000000000001,4.0,
1014,Chandrapur,Residential,10,1996,40.6,,11.0,78.0
1015,Chandrapur,Residential,10,1997,56.5,,34.7,120.0
1016,Chandrapur,Residential,10,1998,52.9,,32.2,177.0
1017,Chandrapur,Residential,10,1999,49.3,,34.2,126.0
1018,Chandrapur,Residential,10,2000,50.0,,26.3,183.0
1019,Chandrapur,Residential,10,2001,50.6,,24.2,165.0
1020,Chandrapur,Residential,10,2002,25.7,,15.5,106.0
1021,Chandrapur,Residential,10,2005,35.53999999999999,150.4,26.1,181.70000000000005
1022,Chandrapur,Residential,10,2006,42.72,101.20000000000002,32.96,171.0
1023,Chandrapur,Residential,10,2007,60.199999999999996,232.4,45.68,391.2
1024,Chandrapur,Residential,10,2008,74.48,310.4,46.4,381.8
1025,Chandrapur,Residential,10,2009,40.099999999999994,213.60000000000002,68.0,510.0
1026,Chandrapur,Residential,10,2010,41.6,290.20000000000005,36.80000000000001,510.0
1027,Chandrapur,Residential,10,2011,58.0,235.0,36.0,
1028,Chandrapur,Residential,10,2012,32.1,312.0,25.80000000000001,
1029,Chandrapur,Residential,10,2013,40.800000000000004,219.60000000000002,19.0,
1030,Chandrapur,Residential,10,2014,60.70000000000001,197.0,11.9,
1031,Chandrapur,Residential,10,2015,27.800000000000004,136.60000000000002,4.0,
1032,Chandrapur,Residential,11,1994,,,,141.0
1033,Chandrapur,Residential,11,1996,29.5,,43.1,76.0
1034,Chandrapur,Residential,11,1997,51.8,,27.6,127.0
1035,Chandrapur,Residential,11,1998,53.3,,31.7,167.0
1036,Chandrapur,Residential,11,1999,55.2,,30.6,83.0
1037,Chandrapur,Residential,11,2000,50.1,,24.2,192.0
1038,Chandrapur,Residential,11,2001,52.3,,24.8,163.0
1039,Chandrapur,Residential,11,2002,26.8,,15.8,84.0
1040,Chandrapur,Residential,11,2005,33.82,154.6,24.299999999999997,214.9000000000001
1041,Chandrapur,Residential,11,2006,47.17,169.4,50.45,306.4000000000001
1042,Chandrapur,Residential,11,2007,56.96,286.6000000000001,40.96000000000001,346.6
1043,Chandrapur,Residential,11,2008,68.96,261.6,40.92,290.8
1044,Chandrapur,Residential,11,2009,46.89999999999999,213.6,68.0,510.0
1045,Chandrapur,Residential,11,2010,44.5,236.5,37.5,510.0
1046,Chandrapur,Residential,11,2011,33.0,225.0,28.0,
1047,Chandrapur,Residential,11,2012,25.3,312.0,9.600000000000001,
1048,Chandrapur,Residential,11,2013,46.60000000000001,191.40000000000006,16.60000000000001,
1049,Chandrapur,Residential,11,2014,72.80000000000001,268.40000000000003,18.0,
1050,Chandrapur,Residential,11,2015,29.0,193.0,12.700000000000001,
1051,Chandrapur,Residential,12,1994,55.3,,43.0,57.0
1052,Chandrapur,Residential,12,1996,51.9,,40.2,44.0
1053,Chandrapur,Residential,12,1997,48.2,,33.7,59.0
1054,Chandrapur,Residential,12,1998,51.3,,31.1,172.0
1055,Chandrapur,Residential,12,1999,50.9,,29.3,203.0
1056,Chandrapur,Residential,12,2000,54.2,,29.9,178.0
1057,Chandrapur,Residential,12,2001,52.3,,22.2,173.0
1058,Chandrapur,Residential,12,2002,39.480000000000004,,17.4,148.3
1059,Chandrapur,Residential,12,2005,41.5,154.0,31.5,212.09999999999994
1060,Chandrapur,Residential,12,2006,52.529999999999994,312.0,48.489999999999995,510.0
1061,Chandrapur,Residential,12,2007,64.2,312.0,36.72,490.8
1062,Chandrapur,Residential,12,2008,52.85999999999999,188.79999999999995,30.699999999999996,279.9
1063,Chandrapur,Residential,12,2009,55.65,260.0,58.65,510.0
1064,Chandrapur,Residential,12,2010,52.90000000000001,274.6,34.0,510.0
1065,Chandrapur,Residential,12,2011,52.0,240.4,35.99999999999999,
1066,Chandrapur,Residential,12,2012,35.2,312.0,19.6,
1067,Chandrapur,Residential,12,2013,50.0,312.0,20.0,
1068,Chandrapur,Residential,12,2014,69.30000000000001,201.40000000000003,11.700000000000001,
1069,Chandrapur,Residential,12,2015,21.0,203.0,16.60000000000001,
1070,Chandrapur,Unknown,1,1996,27.8,,17.5,120.0
1071,Chandrapur,Unknown,1,1997,28.0,,20.6,81.0
1072,Chandrapur,Unknown,1,1998,27.1,,16.6,60.0
1073,Chandrapur,Unknown,1,1999,28.2,,20.4,202.0
1074,Chandrapur,Unknown,1,2000,24.5,,12.1,150.0
1075,Chandrapur,Unknown,1,2001,25.4,,11.5,183.0
1076,Chandrapur,Unknown,1,2002,24.8,,10.7,
1077,Chandrapur,Unknown,2,1992,45.0,,14.8,
1078,Chandrapur,Unknown,2,1996,21.2,,10.4,167.0
1079,Chandrapur,Unknown,2,1997,29.4,,19.1,105.0
1080,Chandrapur,Unknown,2,1998,29.9,,35.4,153.0
1081,Chandrapur,Unknown,2,1999,28.3,,18.9,210.0
1082,Chandrapur,Unknown,2,2000,24.7,,11.2,151.0
1083,Chandrapur,Unknown,2,2001,25.5,,12.9,185.0
1084,Chandrapur,Unknown,2,2002,26.2,,8.5,
1085,Chandrapur,Unknown,3,1992,28.3,,13.6,
1086,Chandrapur,Unknown,3,1996,22.0,,9.7,166.0
1087,Chandrapur,Unknown,3,1997,28.9,,19.3,198.0
1088,Chandrapur,Unknown,3,1998,39.7,,59.3,188.0
1089,Chandrapur,Unknown,3,1999,27.1,,17.7,192.0
1090,Chandrapur,Unknown,3,2000,26.1,,14.7,149.0
1091,Chandrapur,Unknown,3,2002,25.3,,8.5,
1092,Chandrapur,Unknown,4,1992,41.28,,17.36,
1093,Chandrapur,Unknown,4,1994,39.1,,13.3,157.0
1094,Chandrapur,Unknown,4,1996,20.6,,6.1,118.0
1095,Chandrapur,Unknown,4,1997,29.8,,19.3,139.0
1096,Chandrapur,Unknown,4,1998,44.0,,61.3,185.0
1097,Chandrapur,Unknown,4,2000,25.6,,14.7,154.0
1098,Chandrapur,Unknown,5,1996,24.2,,7.4,104.0
1099,Chandrapur,Unknown,5,1997,28.2,,17.0,164.0
1100,Chandrapur,Unknown,5,1998,,,,166.0
1101,Chandrapur,Unknown,5,1999,26.2,,16.3,166.0
1102,Chandrapur,Unknown,5,2000,25.1,,13.8,151.0
1103,Chandrapur,Unknown,6,1994,36.3,,14.3,384.0
1104,Chandrapur,Unknown,6,1996,20.2,,6.4,134.0
1105,Chandrapur,Unknown,6,1997,28.9,,17.6,126.0
1106,Chandrapur,Unknown,6,1998,24.0,,33.7,140.0
1107,Chandrapur,Unknown,6,1999,28.5,,17.6,222.0
1108,Chandrapur,Unknown,6,2000,24.7,,12.4,139.0
1109,Chandrapur,Unknown,7,1994,27.6,,11.8,116.0
1110,Chandrapur,Unknown,7,1996,22.5,,7.3,195.0
1111,Chandrapur,Unknown,7,1997,28.5,,17.2,133.0
1112,Chandrapur,Unknown,7,1998,24.4,,20.3,187.0
1113,Chandrapur,Unknown,7,1999,27.6,,17.2,167.0
1114,Chandrapur,Unknown,7,2000,25.1,,12.5,150.0
1115,Chandrapur,Unknown,8,1994,,,,108.0
1116,Chandrapur,Unknown,8,1996,21.7,,5.1,55.0
1117,Chandrapur,Unknown,8,1997,29.6,,18.3,124.0
1118,Chandrapur,Unknown,8,1998,28.4,,20.3,197.0
1119,Chandrapur,Unknown,8,1999,42.1,,23.7,175.0
1120,Chandrapur,Unknown,8,2000,25.7,,13.8,151.0
1121,Chandrapur,Unknown,9,1994,25.0,,11.2,250.0
1122,Chandrapur,Unknown,9,1996,22.2,,5.7,72.0
1123,Chandrapur,Unknown,9,1998,26.5,,18.1,209.0
1124,Chandrapur,Unknown,9,1999,25.0,,13.6,168.0
1125,Chandrapur,Unknown,9,2000,24.3,,10.9,150.0
1126,Chandrapur,Unknown,9,2001,24.5,,11.4,138.0
1127,Chandrapur,Unknown,10,1996,22.2,,5.8,75.0
1128,Chandrapur,Unknown,10,1998,27.5,,18.4,205.0
1129,Chandrapur,Unknown,10,1999,23.0,,20.4,142.0
1130,Chandrapur,Unknown,10,2000,23.9,,12.7,137.0
1131,Chandrapur,Unknown,10,2001,24.5,,11.2,146.0
1132,Chandrapur,Unknown,11,1994,,,,125.0
1133,Chandrapur,Unknown,11,1996,14.4,,19.2,77.0
1134,Chandrapur,Unknown,11,1998,28.0,,20.0,180.0
1135,Chandrapur,Unknown,11,1999,28.6,,17.7,94.0
1136,Chandrapur,Unknown,11,2000,24.9,,12.7,128.0
1137,Chandrapur,Unknown,11,2001,25.5,,10.1,144.0
1138,Chandrapur,Unknown,12,1994,49.5,,40.4,49.0
1139,Chandrapur,Unknown,12,1996,26.3,,22.5,55.0
1140,Chandrapur,Unknown,12,1997,29.7,,21.3,59.0
1141,Chandrapur,Unknown,12,1998,28.0,,17.7,183.0
1142,Chandrapur,Unknown,12,1999,26.2,,14.8,258.0
1143,Chandrapur,Unknown,12,2000,25.3,,13.0,126.0
1144,Chandrapur,Unknown,12,2001,24.9,,11.1,171.0
1145,Chandrapur,Unknown,12,2002,25.4,,9.2,
1146,Dombivli,Industrial,1,1995,,,,
1147,Dombivli,Industrial,1,1996,22.9,,23.5,253.0
1148,Dombivli,Industrial,1,1997,17.4,,23.0,169.0
1149,Dombivli,Industrial,1,1998,31.9,,42.2,369.0
1150,Dombivli,Industrial,1,2000,73.8,,33.9,
1151,Dombivli,Industrial,1,2012,88.8,227.2,67.4,
1152,Dombivli,Industrial,1,2013,94.0,146.0,37.0,
1153,Dombivli,Industrial,1,2014,94.0,291.0,68.0,
1154,Dombivli,Industrial,1,2015,42.900000000000006,85.7,15.900000000000002,
1155,Dombivli,Industrial,2,1996,27.3,,24.9,236.0
1156,Dombivli,Industrial,2,1997,26.1,,19.4,156.0
1157,Dombivli,Industrial,2,1998,22.0,,43.5,236.0
1158,Dombivli,Industrial,2,2000,92.9,,42.1,
1159,Dombivli,Industrial,2,2012,84.7,98.5,67.1,
1160,Dombivli,Industrial,2,2013,71.7,103.1,28.700000000000003,
1161,Dombivli,Industrial,2,2014,94.0,300.4,53.8,
1162,Dombivli,Industrial,2,2015,48.0,87.5,16.0,
1163,Dombivli,Industrial,3,1996,21.7,,21.5,197.0
1164,Dombivli,Industrial,3,1997,26.0,,37.6,143.0
1165,Dombivli,Industrial,3,1998,37.8,,30.7,
1166,Dombivli,Industrial,3,1999,21.9,,30.7,
1167,Dombivli,Industrial,3,2000,80.3,,57.2,
1168,Dombivli,Industrial,3,2012,87.7,134.70000000000002,59.6,
1169,Dombivli,Industrial,3,2013,83.80000000000001,124.39999999999999,36.8,
1170,Dombivli,Industrial,3,2014,94.0,196.39999999999998,64.8,
1171,Dombivli,Industrial,3,2015,49.800000000000004,105.9,18.0,
1172,Dombivli,Industrial,4,1996,19.6,,16.0,172.0
1173,Dombivli,Industrial,4,1997,21.9,,31.9,136.0
1174,Dombivli,Industrial,4,1998,31.1,,20.7,
1175,Dombivli,Industrial,4,1999,18.3,,35.4,
1176,Dombivli,Industrial,4,2012,83.4,119.4,62.3,
1177,Dombivli,Industrial,4,2013,63.7,92.69999999999999,53.699999999999996,
1178,Dombivli,Industrial,4,2014,94.0,186.2,61.800000000000004,
1179,Dombivli,Industrial,4,2015,54.3,102.3,20.3,
1180,Dombivli,Industrial,5,1996,15.2,,14.3,201.0
1181,Dombivli,Industrial,5,1997,29.7,,29.7,136.0
1182,Dombivli,Industrial,5,1998,32.7,,17.2,
1183,Dombivli,Industrial,5,1999,15.9,,41.3,
1184,Dombivli,Industrial,5,2012,91.8,125.0,68.0,
1185,Dombivli,Industrial,5,2013,68.20000000000002,106.4,45.800000000000004,
1186,Dombivli,Industrial,5,2014,88.20000000000002,159.0,59.1,
1187,Dombivli,Industrial,5,2015,64.5,120.5,27.0,
1188,Dombivli,Industrial,6,1995,15.5,,44.4,111.0
1189,Dombivli,Industrial,6,1996,21.1,,21.5,154.0
1190,Dombivli,Industrial,6,1997,24.4,,24.6,60.0
1191,Dombivli,Industrial,6,1998,54.2,,44.0,
1192,Dombivli,Industrial,6,1999,22.4,,27.1,34.0
1193,Dombivli,Industrial,6,2000,20.0,,31.8,
1194,Dombivli,Industrial,6,2012,94.0,198.5,67.0,
1195,Dombivli,Industrial,6,2013,56.400000000000006,103.0,32.7,
1196,Dombivli,Industrial,6,2014,94.0,225.3,63.10000000000001,
1197,Dombivli,Industrial,6,2015,53.300000000000004,111.70000000000002,21.6,
1198,Dombivli,Industrial,7,1995,16.2,,24.0,71.0
1199,Dombivli,Industrial,7,1996,16.0,,17.3,73.0
1200,Dombivli,Industrial,7,1997,29.9,,15.4,111.0
1201,Dombivli,Industrial,7,1999,19.9,,20.8,
1202,Dombivli,Industrial,7,2012,94.0,149.2,66.0,
1203,Dombivli,Industrial,7,2013,48.0,98.20000000000002,29.0,
1204,Dombivli,Industrial,7,2014,94.0,312.0,66.5,
1205,Dombivli,Industrial,7,2015,75.4,170.4,22.0,
1206,Dombivli,Industrial,8,1995,21.1,,44.4,367.0
1207,Dombivli,Industrial,8,1996,28.0,,14.9,73.0
1208,Dombivli,Industrial,8,1997,26.6,,15.3,113.0
1209,Dombivli,Industrial,8,1999,44.0,,19.2,
1210,Dombivli,Industrial,8,2000,39.8,,31.8,
1211,Dombivli,Industrial,8,2012,94.0,148.39999999999998,63.599999999999994,
1212,Dombivli,Industrial,8,2013,69.39999999999999,112.39999999999998,27.599999999999994,
1213,Dombivli,Industrial,8,2014,92.0,166.0,61.0,
1214,Dombivli,Industrial,8,2015,50.0,96.0,29.0,
1215,Dombivli,Industrial,9,1995,42.9,,40.8,75.0
1216,Dombivli,Industrial,9,1996,36.5,,20.9,94.0
1217,Dombivli,Industrial,9,1997,37.8,,17.5,61.0
1218,Dombivli,Industrial,9,1999,31.0,,34.6,38.0
1219,Dombivli,Industrial,9,2000,35.0,,30.3,
1220,Dombivli,Industrial,9,2012,94.0,184.2,67.7,
1221,Dombivli,Industrial,9,2013,37.0,75.8,22.4,
1222,Dombivli,Industrial,9,2014,73.6,135.8,49.40000000000001,
1223,Dombivli,Industrial,9,2015,59.4,111.4,30.4,
1224,Dombivli,Industrial,10,1995,54.0,,16.0,198.0
1225,Dombivli,Industrial,10,1996,54.9,,26.1,296.0
1226,Dombivli,Industrial,10,1997,24.8,,28.2,81.0
1227,Dombivli,Industrial,10,1999,26.9,,40.5,
1228,Dombivli,Industrial,10,2012,94.0,131.20000000000005,55.30000000000001,
1229,Dombivli,Industrial,10,2013,63.900000000000006,98.0,26.500000000000004,
1230,Dombivli,Industrial,10,2014,87.0,157.0,57.0,
1231,Dombivli,Industrial,10,2015,71.3,133.0,24.900000000000002,
1232,Dombivli,Industrial,11,1995,43.1,,27.7,283.0
1233,Dombivli,Industrial,11,1996,41.2,,18.6,252.0
1234,Dombivli,Industrial,11,1997,24.7,,23.5,173.0
1235,Dombivli,Industrial,11,1999,28.1,,38.8,
1236,Dombivli,Industrial,11,2012,94.0,140.6,67.2,
1237,Dombivli,Industrial,11,2013,70.8,119.2,27.2,
1238,Dombivli,Industrial,11,2014,83.20000000000003,150.20000000000005,30.6,
1239,Dombivli,Industrial,11,2015,80.0,152.2,28.0,
1240,Dombivli,Industrial,12,1995,37.120000000000005,,32.13,216.29999999999998
1241,Dombivli,Industrial,12,1996,26.6,,19.3,254.0
1242,Dombivli,Industrial,12,1997,28.8,,31.3,309.0
1243,Dombivli,Industrial,12,2012,94.0,135.89999999999998,57.199999999999996,
1244,Dombivli,Industrial,12,2013,94.0,199.0,34.0,
1245,Dombivli,Industrial,12,2014,66.80000000000001,133.60000000000002,42.80000000000002,
1246,Dombivli,Industrial,12,2015,93.19999999999999,169.79999999999998,45.199999999999996,
1247,Dombivli,Unknown,1,1995,,,,
1248,Dombivli,Unknown,1,1996,30.6,,50.7,221.0
1249,Dombivli,Unknown,1,1997,13.0,,29.3,125.0
1250,Dombivli,Unknown,1,1998,24.9,,57.2,298.0
1251,Dombivli,Unknown,1,2000,71.7,,48.3,
1252,Dombivli,Unknown,2,1996,28.9,,27.3,191.0
1253,Dombivli,Unknown,2,1997,20.6,,24.7,201.0
1254,Dombivli,Unknown,2,1998,23.6,,38.3,389.0
1255,Dombivli,Unknown,2,2000,94.0,,39.5,
1256,Dombivli,Unknown,3,1996,20.6,,32.2,245.0
1257,Dombivli,Unknown,3,1997,25.6,,40.5,134.0
1258,Dombivli,Unknown,3,1998,26.6,,22.0,
1259,Dombivli,Unknown,3,1999,27.2,,42.6,
1260,Dombivli,Unknown,3,2000,76.0,,50.7,
1261,Dombivli,Unknown,4,1996,20.8,,17.4,172.0
1262,Dombivli,Unknown,4,1997,23.1,,33.6,144.0
1263,Dombivli,Unknown,4,1998,26.1,,12.6,
1264,Dombivli,Unknown,4,1999,22.4,,19.4,
1265,Dombivli,Unknown,5,1996,17.4,,12.5,97.0
1266,Dombivli,Unknown,5,1997,26.1,,27.7,146.0
1267,Dombivli,Unknown,5,1998,20.6,,17.0,
1268,Dombivli,Unknown,5,1999,18.5,,38.3,
1269,Dombivli,Unknown,6,1995,55.3,,68.0,80.0
1270,Dombivli,Unknown,6,1996,21.4,,17.9,112.0
1271,Dombivli,Unknown,6,1997,23.6,,18.5,92.0
1272,Dombivli,Unknown,6,1999,24.8,,20.9,35.0
1273,Dombivli,Unknown,6,2000,21.8,,30.2,
1274,Dombivli,Unknown,7,1995,37.0,,19.3,77.0
1275,Dombivli,Unknown,7,1996,13.8,,16.5,61.0
1276,Dombivli,Unknown,7,1997,26.8,,14.4,93.0
1277,Dombivli,Unknown,7,1999,22.2,,20.6,
1278,Dombivli,Unknown,7,2000,27.8,,29.7,
1279,Dombivli,Unknown,8,1995,18.1,,34.5,57.0
1280,Dombivli,Unknown,8,1996,18.1,,13.0,52.0
1281,Dombivli,Unknown,8,1997,21.0,,13.5,58.0
1282,Dombivli,Unknown,8,1999,47.5,,20.0,
1283,Dombivli,Unknown,8,2000,41.2,,28.5,
1284,Dombivli,Unknown,9,1995,46.0,,23.3,129.0
1285,Dombivli,Unknown,9,1996,34.5,,16.5,78.0
1286,Dombivli,Unknown,9,1997,16.2,,17.8,72.0
1287,Dombivli,Unknown,9,1999,33.3,,35.2,37.0
1288,Dombivli,Unknown,9,2000,32.3,,33.3,
1289,Dombivli,Unknown,10,1995,66.4,,31.2,150.0
1290,Dombivli,Unknown,10,1996,23.1,,25.4,267.0
1291,Dombivli,Unknown,10,1997,17.4,,18.9,119.0
1292,Dombivli,Unknown,10,1999,30.0,,39.0,
1293,Dombivli,Unknown,11,1995,39.6,,31.7,132.0
1294,Dombivli,Unknown,11,1996,21.5,,24.3,283.0
1295,Dombivli,Unknown,11,1997,14.1,,17.4,164.0
1296,Dombivli,Unknown,11,1998,70.2,,68.0,
1297,Dombivli,Unknown,11,1999,26.1,,41.3,
1298,Dombivli,Unknown,12,1994,21.0,,54.5,
1299,Dombivli,Unknown,12,1995,38.86,,33.62,184.8
1300,Dombivli,Unknown,12,1996,17.7,,23.2,364.0
1301,Dombivli,Unknown,12,1997,23.5,,24.2,316.0
1302,Dombivli,Unknown,12,1998,57.6,,68.0,
1303,Dombivli,Unknown,12,1999,53.4,,61.6,60.0
1304,Greater Mumbai,Industrial,1,2005,54.06,167.2,68.0,
1305,Greater Mumbai,Industrial,1,2006,94.0,120.40000000000003,68.0,107.0
1306,Greater Mumbai,Industrial,1,2007,42.89999999999999,138.8,39.92,
1307,Greater Mumbai,Industrial,1,2008,55.1,181.6,50.06,
1308,Greater Mumbai,Industrial,2,2005,58.05000000000001,202.60000000000008,68.0,
1309,Greater Mumbai,Industrial,2,2006,94.0,147.2,68.0,
1310,Greater Mumbai,Industrial,2,2007,70.16,188.2,64.32,
1311,Greater Mumbai,Industrial,2,2008,70.66,245.60000000000002,51.46000000000001,
1312,Greater Mumbai,Industrial,3,2005,40.31,136.5,53.72,
1313,Greater Mumbai,Industrial,3,2006,88.88,116.2,33.379999999999995,
1314,Greater Mumbai,Industrial,3,2007,49.94,254.39999999999998,51.739999999999995,
1315,Greater Mumbai,Industrial,3,2008,64.22,157.0,60.3,
1316,Greater Mumbai,Industrial,4,2005,46.90000000000001,128.0,39.5,293.0
1317,Greater Mumbai,Industrial,4,2006,83.2,122.30000000000001,31.78,
1318,Greater Mumbai,Industrial,4,2007,40.0,249.0,42.0,
1319,Greater Mumbai,Industrial,4,2008,59.199999999999996,108.0,41.72,
1320,Greater Mumbai,Industrial,5,2005,60.0,124.0,44.15,
1321,Greater Mumbai,Industrial,5,2006,81.11999999999998,148.8,23.740000000000006,
1322,Greater Mumbai,Industrial,5,2007,33.9,140.6,48.36,
1323,Greater Mumbai,Industrial,5,2008,71.39,100.0,40.269999999999996,
1324,Greater Mumbai,Industrial,6,2005,37.1,123.4,37.82000000000001,
1325,Greater Mumbai,Industrial,6,2006,94.0,124.60000000000005,43.94,
1326,Greater Mumbai,Industrial,6,2007,40.85,133.20000000000005,45.35000000000001,
1327,Greater Mumbai,Industrial,6,2008,58.3,94.0,41.2,
1328,Greater Mumbai,Industrial,7,2005,42.15,91.9,56.84000000000001,
1329,Greater Mumbai,Industrial,7,2006,69.41999999999999,95.5,68.0,
1330,Greater Mumbai,Industrial,7,2007,35.46,104.9,41.980000000000004,
1331,Greater Mumbai,Industrial,7,2008,52.099999999999994,187.40000000000003,44.4,
1332,Greater Mumbai,Industrial,8,2005,52.66000000000001,139.39999999999998,68.0,
1333,Greater Mumbai,Industrial,8,2006,57.9,131.8,25.96,
1334,Greater Mumbai,Industrial,8,2007,35.379999999999995,125.0,46.33999999999999,
1335,Greater Mumbai,Industrial,8,2008,52.14,103.0,39.5,
1336,Greater Mumbai,Industrial,9,2005,62.40000000000003,104.0,68.0,
1337,Greater Mumbai,Industrial,9,2006,87.02000000000001,149.8,44.12000000000002,
