City_Town_Village_Area,Type_of_Location,TS,year_number,month_number,year_number_diff,NO2_Median_YOY_diff,NO2_Median,Median_NO2_MOM_diff
Sangli,Residential,20120080,2012,8,1,5,26,1
Sangli,Residential,20130080,2013,8,1,-6,20,-1.5
Sangli,Residential,20140080,2014,8,1,20,40,3.5
Sangli,Residential,20150080,2015,8,1,-16.5,23.5,3.5
Sangli,Residential,20110090,2011,9,-4,,24.5,3.5
Sangli,Residential,20120090,2012,9,1,4,28.5,2.5
Sangli,Residential,20130090,2013,9,1,-6,22.5,2.5
Sangli,Residential,20140090,2014,9,1,27.5,50,10
Sangli,Residential,20150090,2015,9,1,-21,29,5.5
Sangli,Residential,20110100,2011,10,-4,,27,2.5
Sangli,Residential,20120100,2012,10,1,16,43,14.5
Sangli,Residential,20130100,2013,10,1,-9,34,11.5
Sangli,Residential,20140100,2014,10,1,9,43,-7
Sangli,Residential,20150100,2015,10,1,-7,36,7
Sangli,Residential,20110110,2011,11,-4,,43.5,16.5
Sangli,Residential,20120110,2012,11,1,2.5,46,3
Sangli,Residential,20130110,2013,11,1,-6.5,39.5,5.5
Sangli,Residential,20140110,2014,11,1,-2.5,37,-6
Sangli,Residential,20150110,2015,11,1,12.5,49.5,13.5
Sangli,Residential,20110120,2011,12,-4,,55,11.5
Sangli,Residential,20120120,2012,12,1,-9,46,0
Sangli,Residential,20130120,2013,12,1,4,50,10.5
Sangli,Residential,20140120,2014,12,1,-6,44,7
Sangli,Residential,20150120,2015,12,1,12.5,56.5,7
Solapur,Industrial,19970010,1997,1,,,41.4,
Solapur,Industrial,19980010,1998,1,1,11.5,52.9,7.2
Solapur,Industrial,19990010,1999,1,1,-5.5,47.4,-0.1
Solapur,Industrial,20000010,2000,1,1,-0.2,47.2,0.3
Solapur,Industrial,20010010,2001,1,1,3.1,50.3,3.3
Solapur,Industrial,20020010,2002,1,1,-1.3,49,0.4
Solapur,Industrial,20040010,2004,1,2,,42.67,-4.23
Solapur,Industrial,20050010,2005,1,1,-3.67,39,0.67
Solapur,Industrial,20060010,2006,1,1,-2.3,36.7,-2.8
Solapur,Industrial,20070010,2007,1,1,-0.2,36.5,2.5
Solapur,Industrial,20080010,2008,1,1,1.3,37.8,3.1
Solapur,Industrial,20090010,2009,1,1,2,39.8,-0.7
Solapur,Industrial,20100010,2010,1,1,-4.8,35,-1.2
Solapur,Industrial,20110010,2011,1,1,0,35,-1
Solapur,Industrial,20120010,2012,1,1,0,35,-1
Solapur,Industrial,20130010,2013,1,1,-1,34,-2
Solapur,Industrial,20140010,2014,1,1,0,34,-1
Solapur,Industrial,20150010,2015,1,1,1,35,1
Solapur,Industrial,19970020,1997,2,-18,,44.9,3.5
Solapur,Industrial,19980020,1998,2,1,-1.5,43.4,-9.5
Solapur,Industrial,19990020,1999,2,1,2.8,46.2,-1.2
Solapur,Industrial,20000020,2000,2,1,3.1,49.3,2.1
Solapur,Industrial,20010020,2001,2,1,-3.6,45.7,-4.6
Solapur,Industrial,20020020,2002,2,1,2.3,48,-1
Solapur,Industrial,20040020,2004,2,2,,39.75,-2.92
Solapur,Industrial,20050020,2005,2,1,-0.75,39,0
Solapur,Industrial,20060020,2006,2,1,-3.5,35.5,-1.2
Solapur,Industrial,20070020,2007,2,1,1.7,37.2,0.7
Solapur,Industrial,20080020,2008,2,1,3.5,40.7,2.9
Solapur,Industrial,20090020,2009,2,1,-4.5,36.2,-3.6
Solapur,Industrial,20100020,2010,2,1,-2.2,34,-1
Solapur,Industrial,20110020,2011,2,1,-0.5,33.5,-1.5
Solapur,Industrial,20120020,2012,2,1,2.5,36,1
Solapur,Industrial,20130020,2013,2,1,-1.5,34.5,0.5
Solapur,Industrial,20140020,2014,2,1,-1,33.5,-0.5
Solapur,Industrial,20150020,2015,2,1,2.5,36,1
Solapur,Industrial,19970030,1997,3,-18,,52.7,7.8
Solapur,Industrial,19980030,1998,3,1,-4.8,47.9,4.5
Solapur,Industrial,19990030,1999,3,1,3.9,51.8,5.6
Solapur,Industrial,20000030,2000,3,1,-5.7,46.1,-3.2
Solapur,Industrial,20010030,2001,3,1,0.2,46.3,0.6
Solapur,Industrial,20020030,2002,3,1,1.9,48.2,0.2
Solapur,Industrial,20040030,2004,3,2,,39.33,-0.42
Solapur,Industrial,20050030,2005,3,1,-0.33,39,0
Solapur,Industrial,20060030,2006,3,1,-3.75,35.25,-0.25
Solapur,Industrial,20070030,2007,3,1,0.45,35.7,-1.5
Solapur,Industrial,20080030,2008,3,1,-5.15,30.55,-10.15
Solapur,Industrial,20090030,2009,3,1,4.65,35.2,-1
Solapur,Industrial,20100030,2010,3,1,0.8,36,2
Solapur,Industrial,20110030,2011,3,1,-1,35,1.5
Solapur,Industrial,20120030,2012,3,1,0,35,-1
Solapur,Industrial,20130030,2013,3,1,0,35,0.5
Solapur,Industrial,20140030,2014,3,1,-1,34,0.5
Solapur,Industrial,20150030,2015,3,1,0,34,-2
Solapur,Industrial,19970040,1997,4,-18,,47.7,-5
Solapur,Industrial,19980040,1998,4,1,-1.3,46.4,-1.5
Solapur,Industrial,19990040,1999,4,1,-1.6,44.8,-7
Solapur,Industrial,20000040,2000,4,1,-2.7,42.1,-4
Solapur,Industrial,20010040,2001,4,1,1.6,43.7,-2.6
Solapur,Industrial,20020040,2002,4,1,3.7,47.4,-0.8
Solapur,Industrial,20040040,2004,4,2,,39.5,0.17
Solapur,Industrial,20050040,2005,4,1,-0.5,39,0
Solapur,Industrial,20060040,2006,4,1,-3.75,35.25,0
Solapur,Industrial,20070040,2007,4,1,-3.65,31.6,-4.1
Solapur,Industrial,20080040,2008,4,1,1.45,33.05,2.5
Solapur,Industrial,20090040,2009,4,1,2.7,35.75,0.55
Solapur,Industrial,20100040,2010,4,1,-0.25,35.5,-0.5
Solapur,Industrial,20110040,2011,4,1,-2,33.5,-1.5
Solapur,Industrial,20120040,2012,4,1,2.5,36,1
Solapur,Industrial,20130040,2013,4,1,-2,34,-1
Solapur,Industrial,20140040,2014,4,1,1,35,1
Solapur,Industrial,20150040,2015,4,1,-1,34,0
Solapur,Industrial,19970050,1997,5,-18,,40.9,-6.8
Solapur,Industrial,19980050,1998,5,1,3.5,44.4,-2
Solapur,Industrial,19990050,1999,5,1,-2.1,42.3,-2.5
Solapur,Industrial,20000050,2000,5,1,2.7,45,2.9
Solapur,Industrial,20010050,2001,5,1,2.1,47.1,3.4
Solapur,Industrial,20020050,2002,5,1,-0.2,46.9,-0.5
Solapur,Industrial,20040050,2004,5,2,,40.835,1.335
Solapur,Industrial,20050050,2005,5,1,-2.035,38.8,-0.2
Solapur,Industrial,20060050,2006,5,1,-4.6,34.2,-1.05
Solapur,Industrial,20070050,2007,5,1,0.5,34.7,3.1
Solapur,Industrial,20080050,2008,5,1,-3.55,31.15,-1.9
Solapur,Industrial,20090050,2009,5,1,6.1,37.25,1.5
Solapur,Industrial,20100050,2010,5,1,-1.25,36,0.5
Solapur,Industrial,20110050,2011,5,1,-1,35,1.5
Solapur,Industrial,20120050,2012,5,1,1,36,0
Solapur,Industrial,20130050,2013,5,1,-1,35,1
Solapur,Industrial,20140050,2014,5,1,0,35,0
Solapur,Industrial,20150050,2015,5,1,-1,34,0
Solapur,Industrial,19970060,1997,6,-18,,47.4,6.5
Solapur,Industrial,19980060,1998,6,1,-2.3,45.1,0.7
Solapur,Industrial,19990060,1999,6,1,0.2,45.3,3
Solapur,Industrial,20000060,2000,6,1,-0.9,44.4,-0.6
Solapur,Industrial,20010060,2001,6,1,2.2,46.6,-0.5
Solapur,Industrial,20020060,2002,6,1,0.1,46.7,-0.2
Solapur,Industrial,20040060,2004,6,2,,40.83,-0.005
Solapur,Industrial,20050060,2005,6,1,-3.83,37,-1.8
Solapur,Industrial,20060060,2006,6,1,-3.3,33.7,-0.5
Solapur,Industrial,20070060,2007,6,1,-1.4,32.3,-2.4
Solapur,Industrial,20080060,2008,6,1,-0.1,32.2,1.05
Solapur,Industrial,20090060,2009,6,1,1.5,33.7,-3.55
Solapur,Industrial,20100060,2010,6,1,0.3,34,-2
Solapur,Industrial,20110060,2011,6,1,1,35,0
Solapur,Industrial,20120060,2012,6,1,0,35,-1
Solapur,Industrial,20130060,2013,6,1,0,35,0
Solapur,Industrial,20140060,2014,6,1,-10,25,-10
Solapur,Industrial,20150060,2015,6,1,11,36,2
Solapur,Industrial,19970070,1997,7,-18,,46.8,-0.6
Solapur,Industrial,19980070,1998,7,1,-2.9,43.9,-1.2
Solapur,Industrial,19990070,1999,7,1,1.7,45.6,0.3
Solapur,Industrial,20000070,2000,7,1,-3.3,42.3,-2.1
Solapur,Industrial,20010070,2001,7,1,3,45.3,-1.3
Solapur,Industrial,20020070,2002,7,1,1.6,46.9,0.2
Solapur,Industrial,20040070,2004,7,2,,40.75,-0.08
Solapur,Industrial,20050070,2005,7,1,-1.95,38.8,1.8
Solapur,Industrial,20060070,2006,7,1,-4.3,34.5,0.8
Solapur,Industrial,20070070,2007,7,1,-1.7,32.8,0.5
Solapur,Industrial,20080070,2008,7,1,0.1,32.9,0.7
Solapur,Industrial,20090070,2009,7,1,1.4,34.3,0.6
Solapur,Industrial,20100070,2010,7,1,-1.3,33,-1
Solapur,Industrial,20110070,2011,7,1,1,34,-1
Solapur,Industrial,20120070,2012,7,1,1,35,0
Solapur,Industrial,20130070,2013,7,1,-1,34,-1
Solapur,Industrial,20140070,2014,7,1,1,35,10
Solapur,Industrial,20150070,2015,7,1,0,35,-1
Solapur,Industrial,19970080,1997,8,-18,,40.3,-6.5
Solapur,Industrial,19980080,1998,8,1,-2.8,37.5,-6.4
Solapur,Industrial,19990080,1999,8,1,6.5,44,-1.6
Solapur,Industrial,20000080,2000,8,1,0.4,44.4,2.1
Solapur,Industrial,20010080,2001,8,1,0.6,45,-0.3
Solapur,Industrial,20020080,2002,8,1,1.9,46.9,0
Solapur,Industrial,20040080,2004,8,2,,40.25,-0.5
Solapur,Industrial,20050080,2005,8,1,-3.05,37.2,-1.6
Solapur,Industrial,20060080,2006,8,1,-3.2,34,-0.5
Solapur,Industrial,20070080,2007,8,1,0.5,34.5,1.7
Solapur,Industrial,20080080,2008,8,1,-3.2,31.3,-1.6
Solapur,Industrial,20090080,2009,8,1,0.3,31.6,-2.7
Solapur,Industrial,20100080,2010,8,1,2.4,34,1
Solapur,Industrial,20110080,2011,8,1,2.5,36.5,2.5
Solapur,Industrial,20120080,2012,8,1,-0.5,36,1
Solapur,Industrial,20130080,2013,8,1,0,36,2
Solapur,Industrial,20140080,2014,8,1,-2,34,-1
Solapur,Industrial,20150080,2015,8,1,1,35,0
Solapur,Industrial,19970090,1997,9,-18,,43.1,2.8
Solapur,Industrial,19980090,1998,9,1,-7,36.1,-1.4
Solapur,Industrial,19990090,1999,9,1,7.3,43.4,-0.6
Solapur,Industrial,20000090,2000,9,1,2,45.4,1
Solapur,Industrial,20010090,2001,9,1,-0.8,44.6,-0.4
Solapur,Industrial,20020090,2002,9,1,2.5,47.1,0.2
Solapur,Industrial,20040090,2004,9,2,,39.915,-0.335
Solapur,Industrial,20050090,2005,9,1,-1.665,38.25,1.05
Solapur,Industrial,20060090,2006,9,1,-3.55,34.7,0.7
Solapur,Industrial,20070090,2007,9,1,0.05,34.75,0.25
Solapur,Industrial,20080090,2008,9,1,-3.95,30.8,-0.5
Solapur,Industrial,20090090,2009,9,1,2.2,33,1.4
Solapur,Industrial,20100090,2010,9,1,2,35,1
Solapur,Industrial,20110090,2011,9,1,0,35,-1.5
Solapur,Industrial,20120090,2012,9,1,0,35,-1
Solapur,Industrial,20130090,2013,9,1,0.5,35.5,-0.5
Solapur,Industrial,20140090,2014,9,1,-1.5,34,0
Solapur,Industrial,20150090,2015,9,1,0,34,-1
Solapur,Industrial,19970100,1997,10,-18,,44.2,1.1
Solapur,Industrial,19980100,1998,10,1,-3.7,40.5,4.4
Solapur,Industrial,19990100,1999,10,1,6,46.5,3.1
Solapur,Industrial,20000100,2000,10,1,1.9,48.4,3
Solapur,Industrial,20010100,2001,10,1,-3.2,45.2,0.6
Solapur,Industrial,20020100,2002,10,1,0.9,46.1,-1
Solapur,Industrial,20040100,2004,10,2,,39.83,-0.085
Solapur,Industrial,20050100,2005,10,1,-1.33,38.5,0.25
Solapur,Industrial,20060100,2006,10,1,-3,35.5,0.8
Solapur,Industrial,20070100,2007,10,1,-3.65,31.85,-2.9
Solapur,Industrial,20080100,2008,10,1,4.15,36,5.2
Solapur,Industrial,20090100,2009,10,1,2.1,38.1,5.1
Solapur,Industrial,20100100,2010,10,1,-2.1,36,1
Solapur,Industrial,20110100,2011,10,1,-2,34,-1
Solapur,Industrial,20120100,2012,10,1,1,35,0
Solapur,Industrial,20130100,2013,10,1,1,36,0.5
Solapur,Industrial,20140100,2014,10,1,-0.5,35.5,1.5
Solapur,Industrial,20150100,2015,10,1,0.5,36,2
Solapur,Industrial,19970110,1997,11,-18,,42.5,-1.7
Solapur,Industrial,19980110,1998,11,1,2.5,45,4.5
Solapur,Industrial,19990110,1999,11,1,2.6,47.6,1.1
Solapur,Industrial,20000110,2000,11,1,-0.2,47.4,-1
Solapur,Industrial,20010110,2001,11,1,0.7,48.1,2.9
Solapur,Industrial,20020110,2002,11,1,0,48.1,2
Solapur,Industrial,20040110,2004,11,2,,40.335,0.505
Solapur,Industrial,20050110,2005,11,1,-1.835,38.5,0
Solapur,Industrial,20060110,2006,11,1,-3.3,35.2,-0.3
Solapur,Industrial,20070110,2007,11,1,-2.05,33.15,1.3
Solapur,Industrial,20080110,2008,11,1,1.75,34.9,-1.1
Solapur,Industrial,20090110,2009,11,1,0.3,35.2,-2.9
Solapur,Industrial,20100110,2010,11,1,-0.2,35,-1
Solapur,Industrial,20110110,2011,11,1,0,35,1
Solapur,Industrial,20120110,2012,11,1,0,35,0
Solapur,Industrial,20130110,2013,11,1,0,35,-1
Solapur,Industrial,20140110,2014,11,1,0,35,-0.5
Solapur,Industrial,20150110,2015,11,1,0,35,-1
Solapur,Industrial,19970120,1997,12,-18,,45.7,3.2
Solapur,Industrial,19980120,1998,12,1,1.8,47.5,2.5
Solapur,Industrial,19990120,1999,12,1,-0.6,46.9,-0.7
Solapur,Industrial,20000120,2000,12,1,0.1,47,-0.4
Solapur,Industrial,20010120,2001,12,1,1.6,48.6,0.5
Solapur,Industrial,20020120,2002,12,1,-1.7,46.9,-1.2
Solapur,Industrial,20040120,2004,12,2,,38.33,-2.005
Solapur,Industrial,20050120,2005,12,1,1.17,39.5,1
Solapur,Industrial,20060120,2006,12,1,-5.5,34,-1.2
Solapur,Industrial,20070120,2007,12,1,0.7,34.7,1.55
Solapur,Industrial,20080120,2008,12,1,5.8,40.5,5.6
Solapur,Industrial,20090120,2009,12,1,-4.3,36.2,1
Solapur,Industrial,20100120,2010,12,1,-0.2,36,1
Solapur,Industrial,20110120,2011,12,1,0,36,1
Solapur,Industrial,20120120,2012,12,1,0,36,1
Solapur,Industrial,20130120,2013,12,1,-1,35,0
Solapur,Industrial,20140120,2014,12,1,-1,34,-1
Solapur,Industrial,20150120,2015,12,1,1,35,0
Solapur,Residential,19970010,1997,1,,,56.8,
Solapur,Residential,19980010,1998,1,1,-9.3,47.5,0.5
Solapur,Residential,19990010,1999,1,1,2.3,49.8,0.8
Solapur,Residential,20000010,2000,1,1,1.2,51,0.6
Solapur,Residential,20010010,2001,1,1,-2.6,48.4,-0.7
Solapur,Residential,20020010,2002,1,1,1.5,49.9,1.1
Solapur,Residential,20040010,2004,1,2,,41.75,-5.7
Solapur,Residential,20050010,2005,1,1,-2.25,39.5,-0.25
Solapur,Residential,20060010,2006,1,1,-1.95,37.55,-1.85
Solapur,Residential,20070010,2007,1,1,-0.2,37.35,2.05
Solapur,Residential,20080010,2008,1,1,0.3,37.65,3.65
Solapur,Residential,20090010,2009,1,1,-0.95,36.7,-0.05
Solapur,Residential,20100010,2010,1,1,-2.7,34,-3.5
Solapur,Residential,20110010,2011,1,1,2,36,1
Solapur,Residential,20120010,2012,1,1,-0.5,35.5,0.5
Solapur,Residential,20130010,2013,1,1,-1,34.5,-0.5
Solapur,Residential,20140010,2014,1,1,0.5,35,0.5
Solapur,Residential,20150010,2015,1,1,1,36,1
Solapur,Residential,19970020,1997,2,-18,,50.9,-5.9
Solapur,Residential,19980020,1998,2,1,-2.4,48.5,1
Solapur,Residential,19990020,1999,2,1,-2.9,45.6,-4.2
Solapur,Residential,20000020,2000,2,1,2.3,47.9,-3.1
Solapur,Residential,20010020,2001,2,1,-0.2,47.7,-0.7
Solapur,Residential,20020020,2002,2,1,-0.5,47.2,-2.7
Solapur,Residential,20040020,2004,2,2,,41.415,-0.335
Solapur,Residential,20050020,2005,2,1,-1.415,40,0.5
Solapur,Residential,20060020,2006,2,1,-5.35,34.65,-2.9
Solapur,Residential,20070020,2007,2,1,2,36.65,-0.7
Solapur,Residential,20080020,2008,2,1,2.7,39.35,1.7
Solapur,Residential,20090020,2009,2,1,-1.45,37.9,1.2
Solapur,Residential,20100020,2010,2,1,-1.9,36,2
Solapur,Residential,20110020,2011,2,1,-1,35,-1
Solapur,Residential,20120020,2012,2,1,1.5,36.5,1
Solapur,Residential,20130020,2013,2,1,-2.5,34,-0.5
Solapur,Residential,20140020,2014,2,1,-1,33,-2
Solapur,Residential,20150020,2015,2,1,3,36,0
Solapur,Residential,19970030,1997,3,-18,,53.8,2.9
Solapur,Residential,19980030,1998,3,1,-4.8,49,0.5
Solapur,Residential,19990030,1999,3,1,-0.5,48.5,2.9
Solapur,Residential,20000030,2000,3,1,0.3,48.8,0.9
Solapur,Residential,20010030,2001,3,1,-1.2,47.6,-0.1
Solapur,Residential,20020030,2002,3,1,-0.5,47.1,-0.1
Solapur,Residential,20040030,2004,3,2,,41,-0.415
Solapur,Residential,20050030,2005,3,1,-2.5,38.5,-1.5
Solapur,Residential,20060030,2006,3,1,-4.3,34.2,-0.45
Solapur,Residential,20070030,2007,3,1,1.45,35.65,-1
Solapur,Residential,20080030,2008,3,1,-3.4,32.25,-7.1
Solapur,Residential,20090030,2009,3,1,5.95,38.2,0.3
Solapur,Residential,20100030,2010,3,1,-2.7,35.5,-0.5
Solapur,Residential,20110030,2011,3,1,-1.5,34,-1
Solapur,Residential,20120030,2012,3,1,1,35,-1.5
Solapur,Residential,20130030,2013,3,1,0,35,1
Solapur,Residential,20140030,2014,3,1,0,35,2
Solapur,Residential,20150030,2015,3,1,-1,34,-2
Solapur,Residential,19970040,1997,4,-18,,51.6,-2.2
Solapur,Residential,19980040,1998,4,1,-3.8,47.8,-1.2
Solapur,Residential,19990040,1999,4,1,-3.2,44.6,-3.9
Solapur,Residential,20000040,2000,4,1,-1,43.6,-5.2
Solapur,Residential,20010040,2001,4,1,2.2,45.8,-1.8
Solapur,Residential,20020040,2002,4,1,1,46.8,-0.3
Solapur,Residential,20040040,2004,4,2,,40.25,-0.75
Solapur,Residential,20050040,2005,4,1,-0.75,39.5,1
Solapur,Residential,20060040,2006,4,1,-5.2,34.3,0.1
Solapur,Residential,20070040,2007,4,1,-2.6,31.7,-3.95
Solapur,Residential,20080040,2008,4,1,5.05,36.75,4.5
Solapur,Residential,20090040,2009,4,1,-2.75,34,-4.2
Solapur,Residential,20100040,2010,4,1,1.5,35.5,0
Solapur,Residential,20110040,2011,4,1,0,35.5,1.5
Solapur,Residential,20120040,2012,4,1,0.5,36,1
Solapur,Residential,20130040,2013,4,1,-1,35,0
Solapur,Residential,20140040,2014,4,1,0,35,0
Solapur,Residential,20150040,2015,4,1,0,35,1
Solapur,Residential,19970050,1997,5,-18,,47.3,-4.3
Solapur,Residential,19980050,1998,5,1,-1.5,45.8,-2
Solapur,Residential,19990050,1999,5,1,-1.2,44.6,0
Solapur,Residential,20000050,2000,5,1,1.7,46.3,2.7
Solapur,Residential,20010050,2001,5,1,-0.9,45.4,-0.4
Solapur,Residential,20020050,2002,5,1,0.5,45.9,-0.9
Solapur,Residential,20040050,2004,5,2,,41.33,1.08
Solapur,Residential,20050050,2005,5,1,-2.33,39,-0.5
Solapur,Residential,20060050,2006,5,1,-2.5,36.5,2.2
Solapur,Residential,20070050,2007,5,1,-1.3,35.2,3.5
Solapur,Residential,20080050,2008,5,1,0,35.2,-1.55
Solapur,Residential,20090050,2009,5,1,2.3,37.5,3.5
Solapur,Residential,20100050,2010,5,1,-2.5,35,-0.5
Solapur,Residential,20110050,2011,5,1,0,35,-0.5
Solapur,Residential,20120050,2012,5,1,-1,34,-2
Solapur,Residential,20130050,2013,5,1,0,34,-1
Solapur,Residential,20140050,2014,5,1,0,34,-1
Solapur,Residential,20150050,2015,5,1,1,35,0
Solapur,Residential,19970060,1997,6,-18,,43.6,-3.7
Solapur,Residential,19980060,1998,6,1,3,46.6,0.8
Solapur,Residential,19990060,1999,6,1,1,47.6,3
Solapur,Residential,20000060,2000,6,1,-1.2,46.4,0.1
Solapur,Residential,20010060,2001,6,1,0.2,46.6,1.2
Solapur,Residential,20020060,2002,6,1,-0.5,46.1,0.2
Solapur,Residential,20040060,2004,6,2,,40.04,-1.29
Solapur,Residential,20050060,2005,6,1,-1.94,38.1,-0.9
Solapur,Residential,20060060,2006,6,1,-2.4,35.7,-0.8
Solapur,Residential,20070060,2007,6,1,-3.95,31.75,-3.45
Solapur,Residential,20080060,2008,6,1,3.25,35,-0.2
Solapur,Residential,20090060,2009,6,1,-1.2,33.8,-3.7
Solapur,Residential,20100060,2010,6,1,-0.8,33,-2
Solapur,Residential,20110060,2011,6,1,1,34,-1
Solapur,Residential,20120060,2012,6,1,0.5,34.5,0.5
Solapur,Residential,20130060,2013,6,1,0,34.5,0.5
Solapur,Residential,20140060,2014,6,1,-1.5,33,-1
Solapur,Residential,20150060,2015,6,1,3,36,1
Solapur,Residential,19970070,1997,7,-18,,48.6,5
Solapur,Residential,19980070,1998,7,1,-2.1,46.5,-0.1
Solapur,Residential,19990070,1999,7,1,-3.1,43.4,-4.2
Solapur,Residential,20000070,2000,7,1,1.9,45.3,-1.1
Solapur,Residential,20010070,2001,7,1,1,46.3,-0.3
Solapur,Residential,20020070,2002,7,1,0.3,46.6,0.5
Solapur,Residential,20040070,2004,7,2,,40.5,0.46
Solapur,Residential,20050070,2005,7,1,-2.6,37.9,-0.2
Solapur,Residential,20060070,2006,7,1,-1.8,36.1,0.4
Solapur,Residential,20070070,2007,7,1,-2.05,34.05,2.3
Solapur,Residential,20080070,2008,7,1,0.45,34.5,-0.5
Solapur,Residential,20090070,2009,7,1,-2.2,32.3,-1.5
Solapur,Residential,20100070,2010,7,1,1.7,34,1
Solapur,Residential,20110070,2011,7,1,1,35,1
Solapur,Residential,20120070,2012,7,1,0,35,0.5
Solapur,Residential,20130070,2013,7,1,-1,34,-0.5
Solapur,Residential,20140070,2014,7,1,1,35,2
Solapur,Residential,20150070,2015,7,1,0,35,-1
Solapur,Residential,19970080,1997,8,-18,,45.1,-3.5
Solapur,Residential,19980080,1998,8,1,-2.8,42.3,-4.2
Solapur,Residential,19990080,1999,8,1,0.5,42.8,-0.6
Solapur,Residential,20000080,2000,8,1,2.9,45.7,0.4
Solapur,Residential,20010080,2001,8,1,-0.1,45.6,-0.7
Solapur,Residential,20020080,2002,8,1,0.1,45.7,-0.9
Solapur,Residential,20040080,2004,8,2,,39.75,-0.75
Solapur,Residential,20050080,2005,8,1,-1.75,38,0.1
Solapur,Residential,20060080,2006,8,1,-2.3,35.7,-0.4
Solapur,Residential,20070080,2007,8,1,-1.8,33.9,-0.15
Solapur,Residential,20080080,2008,8,1,-0.75,33.15,-1.35
Solapur,Residential,20090080,2009,8,1,-0.3,32.85,0.55
Solapur,Residential,20100080,2010,8,1,1.15,34,0
Solapur,Residential,20110080,2011,8,1,1.5,35.5,0.5
Solapur,Residential,20120080,2012,8,1,1,36.5,1.5
Solapur,Residential,20130080,2013,8,1,-1.5,35,1
Solapur,Residential,20140080,2014,8,1,-0.5,34.5,-0.5
Solapur,Residential,20150080,2015,8,1,0.5,35,0
Solapur,Residential,19970090,1997,9,-18,,47.9,2.8
Solapur,Residential,19980090,1998,9,1,-6.6,41.3,-1
Solapur,Residential,19990090,1999,9,1,2.2,43.5,0.7
Solapur,Residential,20000090,2000,9,1,3.1,46.6,0.9
Solapur,Residential,20010090,2001,9,1,-0.9,45.7,0.1
Solapur,Residential,20020090,2002,9,1,0.3,46,0.3
Solapur,Residential,20040090,2004,9,2,,40.5,0.75
Solapur,Residential,20050090,2005,9,1,-2.7,37.8,-0.2
Solapur,Residential,20060090,2006,9,1,-4.3,33.5,-2.2
Solapur,Residential,20070090,2007,9,1,-0.65,32.85,-1.05
Solapur,Residential,20080090,2008,9,1,6.55,39.4,6.25
Solapur,Residential,20090090,2009,9,1,-1.4,38,5.15
Solapur,Residential,20100090,2010,9,1,-3,35,1
Solapur,Residential,20110090,2011,9,1,0,35,-0.5
Solapur,Residential,20120090,2012,9,1,-0.5,34.5,-2
Solapur,Residential,20130090,2013,9,1,0.5,35,0
Solapur,Residential,20140090,2014,9,1,0,35,0.5
Solapur,Residential,20150090,2015,9,1,0,35,0
Solapur,Residential,19970100,1997,10,-18,,44.6,-3.3
Solapur,Residential,19980100,1998,10,1,-2.3,42.3,1
Solapur,Residential,19990100,1999,10,1,3.4,45.7,2.2
Solapur,Residential,20000100,2000,10,1,3.1,48.8,2.2
Solapur,Residential,20010100,2001,10,1,-3.8,45,-0.7
Solapur,Residential,20020100,2002,10,1,-0.6,44.4,-1.6
Solapur,Residential,20040100,2004,10,2,,41,0.5
Solapur,Residential,20050100,2005,10,1,-1.3,39.7,1.9
Solapur,Residential,20060100,2006,10,1,-2.45,37.25,3.75
Solapur,Residential,20070100,2007,10,1,-5.95,31.3,-1.55
Solapur,Residential,20080100,2008,10,1,4.9,36.2,-3.2
Solapur,Residential,20090100,2009,10,1,1.6,37.8,-0.2
Solapur,Residential,20100100,2010,10,1,-4.8,33,-2
Solapur,Residential,20110100,2011,10,1,2,35,0
Solapur,Residential,20120100,2012,10,1,0,35,0.5
Solapur,Residential,20130100,2013,10,1,-1,34,-1
Solapur,Residential,20140100,2014,10,1,1,35,0
Solapur,Residential,20150100,2015,10,1,0,35,0
Solapur,Residential,19970110,1997,11,-18,,45.8,1.2
Solapur,Residential,19980110,1998,11,1,1.4,47.2,4.9
Solapur,Residential,19990110,1999,11,1,1,48.2,2.5
Solapur,Residential,20000110,2000,11,1,-0.3,47.9,-0.9
Solapur,Residential,20010110,2001,11,1,0.8,48.7,3.7
Solapur,Residential,20020110,2002,11,1,-1.4,47.3,2.9
Solapur,Residential,20040110,2004,11,2,,39.25,-1.75
Solapur,Residential,20050110,2005,11,1,-0.45,38.8,-0.9
Solapur,Residential,20060110,2006,11,1,-2.3,36.5,-0.75
Solapur,Residential,20070110,2007,11,1,-2.8,33.7,2.4
Solapur,Residential,20080110,2008,11,1,3.7,37.4,1.2
Solapur,Residential,20090110,2009,11,1,-1.65,35.75,-2.05
Solapur,Residential,20100110,2010,11,1,0.25,36,3
Solapur,Residential,20110110,2011,11,1,-0.5,35.5,0.5
Solapur,Residential,20120110,2012,11,1,-0.5,35,0
Solapur,Residential,20130110,2013,11,1,0,35,1
Solapur,Residential,20140110,2014,11,1,-0.5,34.5,-0.5
Solapur,Residential,20150110,2015,11,1,1,35.5,0.5
Solapur,Residential,19970120,1997,12,-18,,47,1.2
Solapur,Residential,19980120,1998,12,1,2,49,1.8
Solapur,Residential,19990120,1999,12,1,1.4,50.4,2.2
Solapur,Residential,20000120,2000,12,1,-1.3,49.1,1.2
Solapur,Residential,20010120,2001,12,1,-0.3,48.8,0.1
Solapur,Residential,20020120,2002,12,1,-1.35,47.45,0.15
Solapur,Residential,20040120,2004,12,2,,39.75,0.5
Solapur,Residential,20050120,2005,12,1,-0.35,39.4,0.6
